x,y,gas_Saturation,CO2_concentration_in_water
2.535,0.005,0,2.01409676230934e-23
2.545,0.005,0,3.62414977924456e-23
2.555,0.005,0,5.34642708913859e-23
2.565,0.005,0,1.24144795770681e-22
2.575,0.005,0,1.93154163781608e-21
2.585,0.005,0,4.54437332996601e-22
2.595,0.005,0,4.63637913836836e-22
2.605,0.005,0,9.29872779774753e-22
2.615,0.005,0,8.9439275100086e-22
2.625,0.005,0,2.80326428223713e-22
2.635,0.005,0,2.58812784003887e-22
2.645,0.005,0,3.05152472566358e-22
2.655,0.005,0,1.01792239626143e-22
2.665,0.005,0,7.35575312267163e-23
2.675,0.005,0,5.72554094649989e-23
2.685,0.005,0,4.65360228012207e-23
2.695,0.005,0,3.80422918798494e-23
2.705,0.005,0,8.39389127370537e-24
2.715,0.005,0,8.12455834492052e-24
2.725,0.005,0,1.16114017195827e-23
2.735,0.005,0,1.80505729135265e-24
2.745,0.005,0,1.44063598313979e-24
2.755,0.005,0,2.71008794552603e-24
2.765,0.005,0,2.75663185748677e-24
2.775,0.005,0,4.13765889384253e-24
2.785,0.005,0,6.09187934674033e-24
2.795,0.005,0,6.29970840058301e-24
2.805,0.005,0,9.11073250925308e-25
2.815,0.005,0,3.55678314329313e-25
2.825,0.005,0,1.36122211420648e-25
2.835,0.005,0,-6.47768021146187e-26
2.845,0.005,0,-3.19089374606494e-25
2.855,0.005,0,-5.73401947098358e-25
0.005,0.015,0,1.43176679375173e-29
0.015,0.015,0,1.91724657887158e-29
0.025,0.015,0,6.58392922880429e-29
0.035,0.015,0,2.22688327036093e-28
0.045,0.015,0,7.69704019466183e-28
0.055,0.015,0,1.42464749225369e-27
0.065,0.015,0,5.87538538284682e-27
0.075,0.015,0,1.1553537095899e-26
0.085,0.015,0,8.00052142699419e-26
0.095,0.015,0,1.30952830288681e-25
0.105,0.015,0,1.80492707676443e-25
0.115,0.015,0,2.30618746975106e-25
0.125,0.015,0,1.14252864307138e-24
0.135,0.015,0,2.22635571860232e-24
0.145,0.015,0,4.35457588286975e-24
0.155,0.015,0,9.51521100341819e-24
0.165,0.015,0,1.04508518904901e-23
0.175,0.015,0,5.22239565365613e-23
0.185,0.015,0,9.2479080227353e-23
0.195,0.015,0,7.00739610488386e-22
0.205,0.015,0,6.45986144221202e-22
0.215,0.015,0,1.41348448463289e-21
0.225,0.015,0,1.63526073903431e-21
0.235,0.015,0,2.1391843740073e-21
0.245,0.015,0,1.69282996030648e-21
0.255,0.015,0,1.66850804715239e-21
0.265,0.015,0,3.09417620101377e-21
0.275,0.015,0,2.96701845249423e-21
0.285,0.015,0,8.48545995804758e-21
0.295,0.015,0,6.9800952999723e-21
0.305,0.015,0,3.85585385493157e-21
0.315,0.015,0,1.2294438260512e-21
0.325,0.015,0,1.28968313005539e-21
0.335,0.015,0,4.84327428183239e-21
0.345,0.015,0,6.99798187297074e-21
0.355,0.015,0,1.07312590074278e-21
0.365,0.015,0,1.1369647983044e-21
0.375,0.015,0,7.43979339181284e-22
0.385,0.015,0,4.78922221863205e-22
0.395,0.015,0,5.76492329014188e-23
0.405,0.015,0,2.95390257330701e-22
0.415,0.015,0,6.97522639107618e-22
0.425,0.015,0,5.20342415811907e-21
0.435,0.015,0,1.09198998639891e-20
0.445,0.015,0,9.25045072196323e-20
0.455,0.015,0,1.76261975997594e-19
0.465,0.015,0,7.82891858891582e-19
0.475,0.015,0,1.64527215773961e-18
0.485,0.015,0,1.28924133367593e-17
0.495,0.015,0,2.72262426265988e-17
0.505,0.015,0,2.2623263172213e-16
0.515,0.015,0,4.31932156862782e-16
0.525,0.015,0,3.23342612877598e-15
0.535,0.015,0,6.41021461052005e-15
0.545,0.015,0,4.19964636773217e-14
0.555,0.015,0,9.7632653544046e-14
0.565,0.015,0,5.05543619472097e-13
0.575,0.015,0,1.13572302734561e-12
0.585,0.015,0,3.33578407127115e-12
0.595,0.015,0,1.19935845239008e-11
0.605,0.015,0,3.94338526183731e-11
0.615,0.015,0,1.48374537154237e-10
0.625,0.015,0,4.56956618260528e-10
0.635,0.015,0,9.15544658083243e-10
0.645,0.015,0,3.2893777608299e-09
0.655,0.015,0,5.90490106296454e-09
0.665,0.015,0,1.10591986941688e-08
0.675,0.015,0,5.62428830465824e-08
0.685,0.015,0,8.67941842088223e-08
0.695,0.015,0,3.65641271033567e-07
0.705,0.015,0,1.04877701746819e-06
0.715,0.015,0,2.11237490471288e-06
0.725,0.015,0,4.80189926564985e-06
0.735,0.015,0,8.60690437315147e-06
0.745,0.015,0,8.72751433569037e-06
0.755,0.015,0,2.27973357791749e-05
0.765,0.015,0,3.91232897586327e-05
0.775,0.015,0,8.66975154063453e-05
0.785,0.015,0,0.000165134440648887
0.795,0.015,0,0.000192146288762914
0.805,0.015,0,0.000441915787414927
0.815,0.015,0,0.000793483872085723
0.825,0.015,0,0.000834375134817814
0.835,0.015,0,0.000933179220113241
0.845,0.015,0,0.00117970844979273
0.855,0.015,0,0.00162592017082632
0.865,0.015,0,0.00115011548082592
0.875,0.015,0,0.000896495683404765
0.885,0.015,0,0.00108686295255756
0.895,0.015,0,0.00109067070317395
0.905,0.015,0,0.000982180142804047
0.915,0.015,0,0.000624752524385288
0.925,0.015,0,0.000574513979489143
0.935,0.015,0,0.000493787578813167
0.945,0.015,0,0.000299425799263284
0.955,0.015,0,0.000205758309312772
0.965,0.015,0,0.000211624986944932
0.975,0.015,0,0.000190019662918102
0.985,0.015,0,0.000103504139719331
0.995,0.015,0,2.94322257864602e-05
1.005,0.015,0,1.61159699211016e-05
1.015,0.015,0,3.69593571182387e-06
1.025,0.015,0,2.13101100287121e-06
1.035,0.015,0,8.57302338763136e-07
1.045,0.015,0,4.31491955419492e-07
1.055,0.015,0,1.16188111947282e-07
1.065,0.015,0,9.45646315456804e-08
1.075,0.015,0,5.12602098271128e-08
1.085,0.015,0,5.59090393212591e-09
1.095,0.015,0,2.14795278376747e-09
1.105,0.015,0,5.26625738561278e-10
1.115,0.015,0,1.85337662620058e-10
1.125,0.015,0,2.32256255583013e-11
1.135,0.015,0,5.39887344536675e-12
1.145,0.015,0,1.03408439955753e-12
1.155,0.015,0,3.13858768886515e-13
1.165,0.015,0,4.14652226437392e-14
1.175,0.015,0,1.49615940999466e-14
1.185,0.015,0,1.01006492797954e-15
1.195,0.015,0,3.97141166693253e-16
1.205,0.015,0,1.89039165636535e-17
1.215,0.015,0,7.42206498991385e-18
1.225,0.015,0,3.05030889363538e-19
1.235,0.015,0,7.20721505253326e-20
1.245,0.015,0,3.35229293401988e-21
1.255,0.015,0,7.9740069914951e-23
1.265,0.015,0,3.59560071024999e-23
1.275,0.015,0,4.48974525333143e-24
1.285,0.015,0,3.48488923615372e-25
1.295,0.015,0,5.38455573632227e-26
1.305,0.015,0,2.44689075231507e-27
1.315,0.015,0,2.42410241695616e-28
1.325,0.015,0,1.16944565183443e-29
1.335,0.015,0,3.04454947249456e-31
1.345,0.015,0,1.22971738262714e-31
1.355,0.015,0,2.08429683518659e-33
1.365,0.015,0,5.67172032192503e-34
1.375,0.015,0,9.73515051386467e-36
1.385,0.015,0,2.10986083461831e-36
1.395,0.015,0,4.85372425951452e-38
1.405,0.015,0,1.65727737193734e-38
1.415,0.015,0,1.50875110024464e-40
1.425,0.015,0,2.48494802758053e-41
1.435,0.015,0,4.70621486478977e-43
1.445,0.015,0,6.3922173059024e-44
1.455,0.015,0,1.70954604314151e-36
1.465,0.015,0,5.99505563853037e-36
1.475,0.015,0,3.18753436732403e-31
1.485,0.015,0,5.95838145348795e-31
1.495,0.015,0,2.7881475931487e-29
1.505,0.015,0,8.77601248672728e-29
1.515,0.015,0,6.5996259761131e-28
1.525,0.015,0,9.48464296701363e-26
1.535,0.015,0,5.87682837436947e-27
1.545,0.015,0,9.1626073362859e-27
1.555,0.015,0,2.13463045794224e-26
1.565,0.015,0,2.84467975642096e-26
1.575,0.015,0,8.52659518610593e-26
1.585,0.015,0,1.44127523190121e-25
1.595,0.015,0,3.09008504418668e-25
1.605,0.015,0,5.31165199377377e-25
1.615,0.015,0,1.04642114229084e-24
1.625,0.015,0,2.17643540015293e-24
1.635,0.015,0,4.793795518671e-24
1.645,0.015,0,7.49915933964685e-24
1.655,0.015,0,1.02607615753718e-23
1.665,0.015,0,1.53851920820195e-23
1.675,0.015,0,1.43950643224068e-23
1.685,0.015,0,1.08836133484477e-22
1.695,0.015,0,1.76911831599834e-23
1.705,0.015,0,1.9355084826639e-23
1.715,0.015,0,2.07379117467238e-23
1.725,0.015,0,2.65054317771521e-23
1.735,0.015,0,2.335942149186e-23
1.745,0.015,0,1.54233586920445e-23
1.755,0.015,0,1.47994925547469e-23
1.765,0.015,0,1.51224652425534e-23
1.775,0.015,0,1.73286195154034e-23
1.785,0.015,0,2.18124787918017e-23
1.795,0.015,0,1.8978716205523e-23
1.805,0.015,0,1.54004537897204e-23
1.815,0.015,0,2.27379123030753e-23
1.825,0.015,0,6.90723996045255e-23
1.835,0.015,0,2.59803986838678e-22
1.845,0.015,0,2.94951239798593e-22
1.855,0.015,0,1.49230914868066e-22
1.865,0.015,0,7.97675473596355e-23
1.875,0.015,0,3.52568712434981e-22
1.885,0.015,0,5.06707224864343e-22
1.895,0.015,0,5.71036539834331e-22
1.905,0.015,0,6.04793288304079e-22
1.915,0.015,0,3.05914703902922e-21
1.925,0.015,0,4.63017063938951e-21
1.935,0.015,0,3.35011148447319e-21
1.945,0.015,0,1.85965457557373e-21
1.955,0.015,0,1.46325258224798e-21
1.965,0.015,0,8.27750644332405e-21
1.975,0.015,0,2.40272312268347e-21
1.985,0.015,0,1.24324442897503e-21
1.995,0.015,0,5.78218221151236e-22
2.005,0.015,0,1.56659775618033e-22
2.015,0.015,0,2.85580669556447e-23
2.025,0.015,0,1.7466134322691e-23
2.035,0.015,0,9.91530194733332e-24
2.045,0.015,0,6.41399074388298e-24
2.055,0.015,0,3.38195122683736e-24
2.065,0.015,0,9.89518158532845e-25
2.075,0.015,0,1.26071352882446e-24
2.085,0.015,0,1.74576780521545e-24
2.095,0.015,0,1.96670864928958e-24
2.105,0.015,0,1.77727761973082e-23
2.115,0.015,0,6.78827497694851e-23
2.125,0.015,0,1.08501297764715e-22
2.135,0.015,0,4.17005248942883e-21
2.145,0.015,0,1.15182542261771e-20
2.155,0.015,0,1.09753448413564e-20
2.165,0.015,0,7.5094244593533e-21
2.175,0.015,0,4.04926289441084e-21
2.185,0.015,0,3.58825083374451e-21
2.195,0.015,0,2.38617378264468e-21
2.205,0.015,0,1.5024011456233e-21
2.215,0.015,0,6.17180945290808e-22
2.225,0.015,0,4.24998773624287e-22
2.235,0.015,0,4.67724873482912e-22
2.245,0.015,0,1.04307488101654e-22
2.255,0.015,0,4.1852109106551e-23
2.265,0.015,0,2.46484883348405e-22
2.275,0.015,0,1.37614003478546e-22
2.285,0.015,0,4.34471480891234e-23
2.295,0.015,0,2.08002456444657e-23
2.305,0.015,0,1.65350536775654e-23
2.315,0.015,0,2.06750803629639e-23
2.325,0.015,0,2.03228661361769e-23
2.335,0.015,0,1.71278048986526e-23
2.345,0.015,0,1.03910589537285e-23
2.355,0.015,0,6.91901266049076e-24
2.365,0.015,0,9.67775388155996e-24
2.375,0.015,0,2.34366695305948e-23
2.385,0.015,0,6.3749426786346e-23
2.395,0.015,0,8.01901081364192e-23
2.405,0.015,0,6.47460058921591e-23
2.415,0.015,0,2.37464315936432e-23
2.425,0.015,0,7.28427135805723e-24
2.435,0.015,0,4.15318299682992e-24
2.445,0.015,0,1.11751963372507e-24
2.455,0.015,0,1.86234799291299e-25
2.465,0.015,0,1.31003497165943e-25
2.475,0.015,0,1.18918044615513e-25
2.485,0.015,0,9.12634075175177e-26
2.495,0.015,0,6.47901571466262e-26
2.505,0.015,0,7.11659100806146e-24
2.515,0.015,0,1.80525030762143e-23
2.525,0.015,0,3.1002898183536e-23
2.535,0.015,0,5.71162754775232e-23
2.545,0.015,0,9.23099559391272e-23
2.555,0.015,0,1.53055419687814e-22
2.565,0.015,0,3.50886389881969e-21
2.575,0.015,0,5.60634320133493e-21
2.585,0.015,0,1.15599296915861e-21
2.595,0.015,0,1.36865189462811e-21
2.605,0.015,0,2.43898375325512e-21
2.615,0.015,0,2.38339105299818e-21
2.625,0.015,0,1.37496793805011e-21
2.635,0.015,0,9.26468638573974e-22
2.645,0.015,0,1.30035735414084e-21
2.655,0.015,0,9.23568571409319e-22
2.665,0.015,0,1.7709736966119e-22
2.675,0.015,0,1.59113658008585e-22
2.685,0.015,0,1.38012691342841e-22
2.695,0.015,0,1.80619493311852e-22
2.705,0.015,0,2.60316364166686e-22
2.715,0.015,0,3.16795465858106e-23
2.725,0.015,0,2.75568281066104e-23
2.735,0.015,0,5.28987047900594e-24
2.745,0.015,0,4.14575236475831e-24
2.755,0.015,0,7.10852503103115e-24
2.765,0.015,0,7.85295444336297e-24
2.775,0.015,0,1.27182992644621e-23
2.785,0.015,0,1.73712802943901e-23
2.795,0.015,0,1.17865100445016e-23
2.805,0.015,0,4.11580569102104e-24
2.815,0.015,0,1.80186579557269e-24
2.825,0.015,0,9.42601229940903e-25
2.835,0.015,0,-6.77292184006833e-24
2.845,0.015,0,-2.24425002202537e-23
2.855,0.015,0,-3.81120786004384e-23
0.005,0.025,0,3.52278688244295e-29
0.015,0.025,0,2.35467520125271e-28
0.025,0.025,0,3.52223451754747e-28
0.035,0.025,0,5.02777715780428e-28
0.045,0.025,0,2.13478763850966e-27
0.055,0.025,0,6.93036767980285e-27
0.065,0.025,0,1.52644013073796e-26
0.075,0.025,0,4.90880743865673e-26
0.085,0.025,0,1.93899520642945e-25
0.095,0.025,0,2.84686953978692e-25
0.105,0.025,0,1.12790015098815e-24
0.115,0.025,0,2.78223165418455e-24
0.125,0.025,0,3.76367672008009e-24
0.135,0.025,0,4.82005425562655e-24
0.145,0.025,0,1.16311000321961e-23
0.155,0.025,0,1.85077613971047e-23
0.165,0.025,0,5.749830516562e-23
0.175,0.025,0,1.30811170298144e-22
0.185,0.025,0,4.66294639324056e-22
0.195,0.025,0,1.20676306312554e-21
0.205,0.025,0,1.76217143628083e-21
0.215,0.025,0,6.92825305835668e-21
0.225,0.025,0,7.21604049112993e-21
0.235,0.025,0,4.79948060103943e-21
0.245,0.025,0,2.27459341211297e-20
0.255,0.025,0,3.48264745989396e-20
0.265,0.025,0,2.64288359862935e-20
0.275,0.025,0,3.2303242678573e-20
0.285,0.025,0,1.76160404043524e-20
0.295,0.025,0,3.20277578688081e-20
0.305,0.025,0,6.35478736785982e-20
0.315,0.025,0,2.49856471548874e-20
0.325,0.025,0,5.61534991379055e-21
0.335,0.025,0,1.72065678589277e-20
0.345,0.025,0,1.74065404123864e-20
0.355,0.025,0,1.6795837187011e-20
0.365,0.025,0,8.29775629255586e-21
0.375,0.025,0,1.5156820081069e-20
0.385,0.025,0,1.51678415346093e-20
0.395,0.025,0,8.28651249434039e-21
0.405,0.025,0,5.58171554671019e-22
0.415,0.025,0,9.19865980277313e-22
0.425,0.025,0,7.28179880185516e-21
0.435,0.025,0,2.8020723000575e-20
0.445,0.025,0,1.30091356778695e-19
0.455,0.025,0,2.29451212621002e-19
0.465,0.025,0,2.07179860971901e-18
0.475,0.025,0,3.96476102289389e-18
0.485,0.025,0,1.66541988746571e-17
0.495,0.025,0,1.09037120177553e-16
0.505,0.025,0,3.10167776961962e-16
0.515,0.025,0,2.16231660399649e-15
0.525,0.025,0,4.95078786695263e-15
0.535,0.025,0,2.64266564221692e-14
0.545,0.025,0,7.72521297289619e-14
0.555,0.025,0,2.68526440626377e-13
0.565,0.025,0,1.1803570689246e-12
0.575,0.025,0,1.96518634520911e-12
0.585,0.025,0,6.95666460363413e-12
0.595,0.025,0,1.74658801055112e-11
0.605,0.025,0,4.05230741279101e-11
0.615,0.025,0,1.8400046191364e-10
0.625,0.025,0,8.41055997631704e-10
0.635,0.025,0,1.87566501638044e-09
0.645,0.025,0,5.89290889682486e-09
0.655,0.025,0,2.84213775495393e-08
0.665,0.025,0,5.05066126081369e-08
0.675,0.025,0,1.01980685902918e-07
0.685,0.025,0,4.63150732247723e-07
0.695,0.025,0,8.12288571023977e-07
0.705,0.025,0,2.31760054196378e-06
0.715,0.025,0,4.13263833089352e-06
0.725,0.025,0,1.12641673674492e-05
0.735,0.025,0,2.48751675682308e-05
0.745,0.025,0,6.40950525814101e-05
0.755,0.025,0,7.80619093721976e-05
0.765,0.025,0,0.000127295020372033
0.775,0.025,0,0.000218003077083726
0.785,0.025,0,0.000291319215213233
0.795,0.025,0,0.000715177450654769
0.805,0.025,0,0.00115072503034181
0.815,0.025,0,0.00150274792111698
0.825,0.025,0,0.00191705333641259
0.835,0.025,0,0.00412050767145661
0.845,0.025,0,0.00297525620031754
0.855,0.025,0,0.00336663846758438
0.865,0.025,0,0.0042493447434629
0.875,0.025,0,0.00519433825387043
0.885,0.025,0,0.00360655995919837
0.895,0.025,0,0.00256476355851738
0.905,0.025,0,0.00283330708436965
0.915,0.025,0,0.00245286881806379
0.925,0.025,0,0.00158471690863183
0.935,0.025,0,0.00137987377394589
0.945,0.025,0,0.00165120154955203
0.955,0.025,0,0.00131265870717623
0.965,0.025,0,0.000736841699214145
