5.000E-03,5.000E-03,0.000E+00,0.000E+00
1.500E-02,5.000E-03,0.000E+00,0.000E+00
2.500E-02,5.000E-03,0.000E+00,0.000E+00
3.500E-02,5.000E-03,0.000E+00,0.000E+00
4.500E-02,5.000E-03,0.000E+00,0.000E+00
5.500E-02,5.000E-03,0.000E+00,0.000E+00
6.500E-02,5.000E-03,0.000E+00,0.000E+00
7.500E-02,5.000E-03,0.000E+00,0.000E+00
8.500E-02,5.000E-03,0.000E+00,0.000E+00
9.500E-02,5.000E-03,0.000E+00,0.000E+00
1.050E-01,5.000E-03,0.000E+00,0.000E+00
1.150E-01,5.000E-03,0.000E+00,0.000E+00
1.250E-01,5.000E-03,0.000E+00,0.000E+00
1.350E-01,5.000E-03,0.000E+00,0.000E+00
1.450E-01,5.000E-03,0.000E+00,0.000E+00
1.550E-01,5.000E-03,0.000E+00,0.000E+00
1.650E-01,5.000E-03,0.000E+00,0.000E+00
1.750E-01,5.000E-03,0.000E+00,0.000E+00
1.850E-01,5.000E-03,0.000E+00,0.000E+00
1.950E-01,5.000E-03,0.000E+00,0.000E+00
2.050E-01,5.000E-03,0.000E+00,0.000E+00
2.150E-01,5.000E-03,0.000E+00,0.000E+00
2.250E-01,5.000E-03,0.000E+00,0.000E+00
2.350E-01,5.000E-03,0.000E+00,0.000E+00
2.450E-01,5.000E-03,0.000E+00,0.000E+00
2.550E-01,5.000E-03,0.000E+00,0.000E+00
2.650E-01,5.000E-03,0.000E+00,0.000E+00
2.750E-01,5.000E-03,0.000E+00,0.000E+00
2.850E-01,5.000E-03,0.000E+00,0.000E+00
2.950E-01,5.000E-03,0.000E+00,0.000E+00
3.050E-01,5.000E-03,0.000E+00,0.000E+00
3.150E-01,5.000E-03,0.000E+00,0.000E+00
3.250E-01,5.000E-03,0.000E+00,0.000E+00
3.350E-01,5.000E-03,0.000E+00,0.000E+00
3.450E-01,5.000E-03,0.000E+00,0.000E+00
3.550E-01,5.000E-03,0.000E+00,0.000E+00
3.650E-01,5.000E-03,0.000E+00,0.000E+00
3.750E-01,5.000E-03,0.000E+00,0.000E+00
3.850E-01,5.000E-03,0.000E+00,0.000E+00
3.950E-01,5.000E-03,0.000E+00,0.000E+00
4.050E-01,5.000E-03,0.000E+00,0.000E+00
4.150E-01,5.000E-03,0.000E+00,0.000E+00
