x,y,saturation,concentration
1.345,0.285,0,0.289139
1.355,0.285,0,0.193917
1.365,0.285,0,0.140187
1.375,0.285,0,0.119353
1.385,0.285,0,0.120704
1.395,0.285,0,0.125013
1.405,0.285,0,0.127989
1.415,0.285,0,0.127554
1.425,0.285,0,0.123642
1.435,0.285,0,0.116555
1.445,0.285,0,0.112049
1.455,0.285,0,0.109979
1.465,0.285,0,0.110726
1.475,0.285,0,0.114468
1.485,0.285,0,0.121298
1.495,0.285,0,0.135963
1.505,0.285,0,0.157474
1.515,0.285,0,0.194577
1.525,0.285,0,0.25077
1.535,0.285,0,0.32545
1.545,0.285,0,0.415404
1.555,0.285,0,0.479983
1.565,0.285,0,0.415811
1.575,0.285,0,0.305154
1.585,0.285,0,0.211103
1.595,0.285,0,0.16191
1.605,0.285,0,0.140248
1.615,0.285,0,0.141907
1.625,0.285,0,0.152678
1.635,0.285,0,0.162639
1.645,0.285,0,0.172434
1.655,0.285,0,0.184315
1.665,0.285,0,0.20359
1.675,0.285,0,0.249077
1.685,0.285,0,0.310593
1.695,0.285,0,0.379441
1.705,0.285,0,0.419538
1.715,0.285,0,0.399909
1.725,0.285,0,0.287513
1.735,0.285,0,0.18685
1.745,0.285,0,0.152983
1.755,0.285,0,0.148072
1.765,0.285,0,0.173139
1.775,0.285,0,0.234781
1.785,0.285,0,0.360612
1.795,0.285,0,0.477879
1.805,0.285,0,0.433024
1.815,0.285,0,0.353478
1.825,0.285,0,0.274435
1.835,0.285,0,0.216925
1.845,0.285,0,0.18307
1.855,0.285,0,0.164709
1.865,0.285,0,0.150279
1.875,0.285,0,0.134554
1.885,0.285,0,0.120835
1.895,0.285,0,0.112837
1.905,0.285,0,0.11506
1.915,0.285,0,0.124119
1.925,0.285,0,0.13235
1.935,0.285,0,0.139346
1.945,0.285,0,0.145058
1.955,0.285,0,0.149915
1.965,0.285,0,0.155563
1.975,0.285,0,0.165877
1.985,0.285,0,0.183761
1.995,0.285,0,0.214903
2.005,0.285,0,0.261815
2.015,0.285,0,0.32627
2.025,0.285,0,0.421296
2.035,0.285,0,0.437285
2.045,0.285,0,0.343903
2.055,0.285,0,0.239257
2.065,0.285,0,0.158439
2.075,0.285,0,0.118657
2.085,0.285,0,0.108605
2.095,0.285,0,0.128926
2.105,0.285,0,0.197457
2.115,0.285,0,0.186087
2.125,0.285,0,0.139547
2.135,0.285,0,0.119
2.145,0.285,0,0.103112
2.155,0.285,0,0.0913759
2.165,0.285,0,0.0852344
2.175,0.285,0,0.0835597
2.185,0.285,0,0.0870936
2.195,0.285,0,0.0966615
2.205,0.285,0,0.117329
2.215,0.285,0,0.148496
2.225,0.285,0,0.190991
2.235,0.285,0,0.247754
2.245,0.285,0,0.314169
2.255,0.285,0,0.377479
2.265,0.285,0,0.384448
2.275,0.285,0,0.284296
2.285,0.285,0,0.217753
2.295,0.285,0,0.171652
2.305,0.285,0,0.142397
2.315,0.285,0,0.125173
2.325,0.285,0,0.114125
2.335,0.285,0,0.10462
2.345,0.285,0,0.100254
2.355,0.285,0,0.0981477
2.365,0.285,0,0.0968848
2.375,0.285,0,0.0952742
2.385,0.285,0,0.093251
2.395,0.285,0,0.0993372
2.405,0.285,0,0.123057
2.415,0.285,0,0.16875
2.425,0.285,0,0.215117
2.435,0.285,0,0.226752
2.445,0.285,0,0.115281
2.455,0.285,0,0.0816933
2.465,0.285,0,0.0758954
2.475,0.285,0,0.0761804
2.485,0.285,0,0.0778839
2.495,0.285,0,0.081785
2.505,0.285,0,0.0854864
2.515,0.285,0,0.0857114
2.525,0.285,0,0.0842389
2.535,0.285,0,0.083315
2.545,0.285,0,0.085847
2.555,0.285,0,0.0956277
2.565,0.285,0,0.130445
2.575,0.285,0,0.186941
2.585,0.285,0,0.235658
2.595,0.285,0,0.260451
2.605,0.285,0,0.252362
2.615,0.285,0,0.209866
2.625,0.285,0,0.14032
2.635,0.285,0,0.0969871
2.645,0.285,0,0.0691742
2.655,0.285,0,0.0505891
2.665,0.285,0,0.0381559
2.675,0.285,0,0.0292064
2.685,0.285,0,0.0209741
2.695,0.285,0,0.0156713
2.705,0.285,0,0.0115339
2.715,0.285,0,0.00823346
2.725,0.285,0,0.00566375
2.735,0.285,0,0.00372725
2.745,0.285,0,0.00215358
2.755,0.285,0,0.00135439
2.765,0.285,0,0.000827664
2.775,0.285,0,0.000484612
2.785,0.285,0,0.000272614
2.795,0.285,0,0.000148202
2.805,0.285,0,7.11357e-05
2.815,0.285,0,4.07884e-05
2.825,0.285,0,2.26784e-05
2.835,0.285,0,1.22779e-05
2.845,0.285,0,6.71763e-06
2.855,0.285,0,4.12161e-06
0.005,0.295,0,2.04882e-05
0.015,0.295,0,2.06142e-05
0.025,0.295,0,2.08555e-05
0.035,0.295,0,2.12378e-05
0.045,0.295,0,2.17887e-05
0.055,0.295,0,2.25522e-05
0.065,0.295,0,2.39196e-05
0.075,0.295,0,2.54391e-05
0.085,0.295,0,2.72527e-05
0.095,0.295,0,2.90427e-05
0.105,0.295,0,3.06371e-05
0.115,0.295,0,3.20577e-05
0.125,0.295,0,3.35872e-05
0.135,0.295,0,3.47508e-05
0.145,0.295,0,3.59091e-05
0.155,0.295,0,3.71587e-05
0.165,0.295,0,3.86337e-05
0.175,0.295,0,4.05992e-05
0.185,0.295,0,4.3455e-05
0.195,0.295,0,4.58665e-05
0.205,0.295,0,4.80486e-05
0.215,0.295,0,4.99822e-05
0.225,0.295,0,5.13878e-05
0.235,0.295,0,5.1504e-05
0.245,0.295,0,6.21779e-05
0.255,0.295,0,7.22274e-05
0.265,0.295,0,8.22103e-05
0.275,0.295,0,9.10256e-05
0.285,0.295,0,9.80986e-05
0.295,0.295,0,0.000103881
0.305,0.295,0,0.00012081
0.315,0.295,0,0.000176536
0.325,0.295,0,0.000267482
0.335,0.295,0,0.000408653
0.345,0.295,0,0.000633277
0.355,0.295,0,0.00103957
0.365,0.295,0,0.00209641
0.375,0.295,0,0.00437977
0.385,0.295,0,0.00702054
0.395,0.295,0,0.0109104
0.405,0.295,0,0.0159548
0.415,0.295,0,0.0205269
0.425,0.295,0,0.0246068
0.435,0.295,0,0.0290774
0.445,0.295,0,0.0353966
0.455,0.295,0,0.0445678
0.465,0.295,0,0.0579156
0.475,0.295,0,0.0800736
0.485,0.295,0,0.118375
0.495,0.295,0,0.164105
0.505,0.295,0,0.215166
0.515,0.295,0,0.262625
0.525,0.295,0,0.300276
0.535,0.295,0,0.331834
0.545,0.295,0,0.354265
0.555,0.295,0,0.365724
0.565,0.295,0,0.371093
0.575,0.295,0,0.37075
0.585,0.295,0,0.365087
0.595,0.295,0,0.352744
0.605,0.295,0,0.333653
0.615,0.295,0,0.313506
0.625,0.295,0,0.291874
0.635,0.295,0,0.269849
0.645,0.295,0,0.248355
0.655,0.295,0,0.225863
0.665,0.295,0,0.205504
0.675,0.295,0,0.190432
0.685,0.295,0,0.177998
0.695,0.295,0,0.168173
0.705,0.295,0,0.160745
0.715,0.295,0,0.154603
0.725,0.295,0,0.150135
0.735,0.295,0,0.147832
0.745,0.295,0,0.148515
0.755,0.295,0,0.14967
0.765,0.295,0,0.150106
0.775,0.295,0,0.16228
0.785,0.295,0,0.196979
0.795,0.295,0,0.251749
0.805,0.295,0,0.297825
0.815,0.295,0,0.315846
0.825,0.295,0,0.294583
0.835,0.295,0,0.239015
0.845,0.295,0,0.193598
0.855,0.295,0,0.166491
0.865,0.295,0,0.148802
0.875,0.295,0,0.137923
0.885,0.295,0,0.131183
0.895,0.295,0,0.124604
0.905,0.295,0,0.118829
0.915,0.295,0,0.114214
0.925,0.295,0,0.110522
0.935,0.295,0,0.107967
0.945,0.295,0,0.106722
0.955,0.295,0,0.107354
0.965,0.295,0,0.110119
0.975,0.295,0,0.114428
0.985,0.295,0,0.121101
0.995,0.295,0,0.132199
1.005,0.295,0,0.150931
1.015,0.295,0,0.195415
1.025,0.295,0,0.270309
1.035,0.295,0,0.361801
1.045,0.295,0,0.413529
1.055,0.295,0,0.381019
1.065,0.295,0,0.243198
1.075,0.295,0,0.149752
1.085,0.295,0,0.140243
1.095,0.295,0,0.176048
1.105,0.295,0,0.271503
1.115,0.295,0,0.341863
1.125,0.295,0,0.266528
1.135,0.295,0,0.179595
1.145,0.295,0,0.141578
1.155,0.295,0,0.123726
1.165,0.295,0,0.115026
1.175,0.295,0,0.110485
1.185,0.295,0,0.10684
1.195,0.295,0,0.102887
1.205,0.295,0,0.101339
1.215,0.295,0,0.101815
1.225,0.295,0,0.103407
1.235,0.295,0,0.105554
1.245,0.295,0,0.107809
1.255,0.295,0,0.110409
1.265,0.295,0,0.114642
1.275,0.295,0,0.126848
1.285,0.295,0,0.15477
1.295,0.295,0,0.205735
1.305,0.295,0,0.286558
1.315,0.295,0,0.429074
1.325,0.295,0,0.466831
1.335,0.295,0,0.40841
1.345,0.295,0,0.307228
1.355,0.295,0,0.206653
1.365,0.295,0,0.14503
1.375,0.295,0,0.118098
1.385,0.295,0,0.117802
1.395,0.295,0,0.122137
1.405,0.295,0,0.126026
1.415,0.295,0,0.126789
1.425,0.295,0,0.123879
1.435,0.295,0,0.117252
1.445,0.295,0,0.112485
1.455,0.295,0,0.109831
1.465,0.295,0,0.109722
1.475,0.295,0,0.112372
1.485,0.295,0,0.117858
1.495,0.295,0,0.130926
1.505,0.295,0,0.149684
1.515,0.295,0,0.181776
1.525,0.295,0,0.233825
1.535,0.295,0,0.307344
1.545,0.295,0,0.400199
1.555,0.295,0,0.476846
1.565,0.295,0,0.423261
1.575,0.295,0,0.317085
1.585,0.295,0,0.221086
1.595,0.295,0,0.166062
1.605,0.295,0,0.140906
1.615,0.295,0,0.139889
1.625,0.295,0,0.150421
1.635,0.295,0,0.161081
1.645,0.295,0,0.172182
1.655,0.295,0,0.1858
1.665,0.295,0,0.207391
1.675,0.295,0,0.255729
1.685,0.295,0,0.31634
1.695,0.295,0,0.378817
1.705,0.295,0,0.413117
1.715,0.295,0,0.392088
1.725,0.295,0,0.282493
1.735,0.295,0,0.182414
1.745,0.295,0,0.152675
1.755,0.295,0,0.154404
1.765,0.295,0,0.189298
1.775,0.295,0,0.265247
1.785,0.295,0,0.414204
1.795,0.295,0,0.487494
1.805,0.295,0,0.445572
1.815,0.295,0,0.368653
1.825,0.295,0,0.288082
1.835,0.295,0,0.225355
1.845,0.295,0,0.185723
1.855,0.295,0,0.163789
1.865,0.295,0,0.147965
1.875,0.295,0,0.131444
1.885,0.295,0,0.118037
1.895,0.295,0,0.111492
1.905,0.295,0,0.114914
1.915,0.295,0,0.125123
1.925,0.295,0,0.134257
1.935,0.295,0,0.142131
1.945,0.295,0,0.148673
1.955,0.295,0,0.154303
1.965,0.295,0,0.160802
1.975,0.295,0,0.172631
1.985,0.295,0,0.192601
1.995,0.295,0,0.22568
2.005,0.295,0,0.273545
2.015,0.295,0,0.337629
2.025,0.295,0,0.432066
2.035,0.295,0,0.43896
2.045,0.295,0,0.329934
2.055,0.295,0,0.223748
2.065,0.295,0,0.150678
2.075,0.295,0,0.120482
2.085,0.295,0,0.123887
2.095,0.295,0,0.171601
2.105,0.295,0,0.290939
2.115,0.295,0,0.274661
2.125,0.295,0,0.193455
2.135,0.295,0,0.148043
2.145,0.295,0,0.119607
2.155,0.295,0,0.100441
2.165,0.295,0,0.0890953
2.175,0.295,0,0.0832389
2.185,0.295,0,0.0835408
2.195,0.295,0,0.0908436
2.205,0.295,0,0.110657
2.215,0.295,0,0.143317
2.225,0.295,0,0.18787
2.235,0.295,0,0.246543
2.245,0.295,0,0.314387
2.255,0.295,0,0.377677
2.265,0.295,0,0.375957
2.275,0.295,0,0.268576
2.285,0.295,0,0.204157
2.295,0.295,0,0.162037
2.305,0.295,0,0.137246
2.315,0.295,0,0.125568
2.325,0.295,0,0.127834
2.335,0.295,0,0.106788
2.345,0.295,0,0.10035
2.355,0.295,0,0.0976495
2.365,0.295,0,0.0959903
2.375,0.295,0,0.0949803
2.385,0.295,0,0.0993149
2.395,0.295,0,0.12147
2.405,0.295,0,0.168938
2.415,0.295,0,0.23441
2.425,0.295,0,0.2806
2.435,0.295,0,0.260742
2.445,0.295,0,0.131683
2.455,0.295,0,0.0896477
2.465,0.295,0,0.100689
2.475,0.295,0,0.0987275
2.485,0.295,0,0.0843608
2.495,0.295,0,0.0830198
2.505,0.295,0,0.0846442
2.515,0.295,0,0.0842267
2.525,0.295,0,0.082629
2.535,0.295,0,0.0818716
2.545,0.295,0,0.0847577
2.555,0.295,0,0.0949781
2.565,0.295,0,0.12993
2.575,0.295,0,0.18379
2.585,0.295,0,0.227978
2.595,0.295,0,0.245817
2.605,0.295,0,0.229258
2.615,0.295,0,0.179069
2.625,0.295,0,0.116519
2.635,0.295,0,0.079973
2.645,0.295,0,0.0568513
2.655,0.295,0,0.0414107
2.665,0.295,0,0.0309697
2.675,0.295,0,0.0234114
2.685,0.295,0,0.0165609
2.695,0.295,0,0.0122275
2.705,0.295,0,0.00888386
2.715,0.295,0,0.00624831
2.725,0.295,0,0.00422499
2.735,0.295,0,0.00272695
2.745,0.295,0,0.00153794
2.755,0.295,0,0.000948752
2.765,0.295,0,0.000566831
2.775,0.295,0,0.000322789
2.785,0.295,0,0.00017543
2.795,0.295,0,9.13998e-05
2.805,0.295,0,4.14694e-05
2.815,0.295,0,2.28019e-05
2.825,0.295,0,1.20572e-05
2.835,0.295,0,6.161e-06
2.845,0.295,0,3.16646e-06
2.855,0.295,0,1.83466e-06
0.005,0.305,0,7.49724e-06
0.015,0.305,0,7.54382e-06
0.025,0.305,0,7.63344e-06
0.035,0.305,0,7.77604e-06
0.045,0.305,0,7.98266e-06
0.055,0.305,0,8.27112e-06
0.065,0.305,0,8.80398e-06
0.075,0.305,0,9.45381e-06
0.085,0.305,0,1.03589e-05
0.095,0.305,0,1.11826e-05
0.105,0.305,0,1.17797e-05
0.115,0.305,0,1.22377e-05
0.125,0.305,0,1.26967e-05
0.135,0.305,0,1.30164e-05
0.145,0.305,0,1.33006e-05
0.155,0.305,0,1.36325e-05
0.165,0.305,0,1.40879e-05
0.175,0.305,0,1.47634e-05
0.185,0.305,0,1.59498e-05
0.195,0.305,0,1.69426e-05
0.205,0.305,0,1.7783e-05
0.215,0.305,0,1.82415e-05
0.225,0.305,0,1.85767e-05
0.235,0.305,0,1.98878e-05
0.245,0.305,0,2.5266e-05
0.255,0.305,0,3.05226e-05
0.265,0.305,0,3.60191e-05
0.275,0.305,0,4.15788e-05
0.285,0.305,0,4.72811e-05
0.295,0.305,0,5.40098e-05
0.305,0.305,0,6.88653e-05
0.315,0.305,0,9.79934e-05
0.325,0.305,0,0.000149607
0.335,0.305,0,0.000239026
0.345,0.305,0,0.000392969
0.355,0.305,0,0.000687075
0.365,0.305,0,0.00146262
0.375,0.305,0,0.00305294
0.385,0.305,0,0.00503571
0.395,0.305,0,0.00836236
0.405,0.305,0,0.0128766
0.415,0.305,0,0.0165265
0.425,0.305,0,0.0211132
0.435,0.305,0,0.0249674
0.445,0.305,0,0.0305927
0.455,0.305,0,0.0391639
0.465,0.305,0,0.0521938
0.475,0.305,0,0.0748438
0.485,0.305,0,0.116384
0.495,0.305,0,0.168713
0.505,0.305,0,0.220519
0.515,0.305,0,0.266629
0.525,0.305,0,0.304328
0.535,0.305,0,0.335414
0.545,0.305,0,0.356734
0.555,0.305,0,0.36699
0.565,0.305,0,0.371175
0.575,0.305,0,0.369831
0.585,0.305,0,0.3635
0.595,0.305,0,0.351001
0.605,0.305,0,0.332416
0.615,0.305,0,0.312882
0.625,0.305,0,0.291664
0.635,0.305,0,0.269676
0.645,0.305,0,0.247695
0.655,0.305,0,0.223774
0.665,0.305,0,0.202254
0.675,0.305,0,0.186091
0.685,0.305,0,0.173141
0.695,0.305,0,0.163084
0.705,0.305,0,0.155383
0.715,0.305,0,0.149305
0.725,0.305,0,0.147018
0.735,0.305,0,0.15151
0.745,0.305,0,0.172481
0.755,0.305,0,0.180829
0.765,0.305,0,0.154979
0.775,0.305,0,0.157755
0.785,0.305,0,0.188906
0.795,0.305,0,0.246833
0.805,0.305,0,0.290777
0.815,0.305,0,0.301992
0.825,0.305,0,0.273294
0.835,0.305,0,0.214606
0.845,0.305,0,0.175735
0.855,0.305,0,0.153208
0.865,0.305,0,0.138265
0.875,0.305,0,0.128523
0.885,0.305,0,0.121914
0.895,0.305,0,0.115649
0.905,0.305,0,0.110354
0.915,0.305,0,0.106369
0.925,0.305,0,0.103428
0.935,0.305,0,0.101698
0.945,0.305,0,0.101299
0.955,0.305,0,0.102819
0.965,0.305,0,0.106209
0.975,0.305,0,0.111135
0.985,0.305,0,0.118747
0.995,0.305,0,0.131531
1.005,0.305,0,0.153206
1.015,0.305,0,0.203946
1.025,0.305,0,0.284024
1.035,0.305,0,0.377082
1.045,0.305,0,0.419184
1.055,0.305,0,0.377388
1.065,0.305,0,0.247609
1.075,0.305,0,0.152317
1.085,0.305,0,0.150378
1.095,0.305,0,0.203703
1.105,0.305,0,0.295028
1.115,0.305,0,0.353895
1.125,0.305,0,0.292534
1.135,0.305,0,0.195876
1.145,0.305,0,0.14727
1.155,0.305,0,0.123705
1.165,0.305,0,0.112078
1.175,0.305,0,0.106337
1.185,0.305,0,0.102272
1.195,0.305,0,0.0981094
1.205,0.305,0,0.0965363
1.215,0.305,0,0.0970491
1.225,0.305,0,0.0987043
1.235,0.305,0,0.100982
1.245,0.305,0,0.103514
1.255,0.305,0,0.106498
1.265,0.305,0,0.111484
1.275,0.305,0,0.124898
1.285,0.305,0,0.154727
1.295,0.305,0,0.207874
1.305,0.305,0,0.290115
1.315,0.305,0,0.425923
1.325,0.305,0,0.45704
1.335,0.305,0,0.404229
1.345,0.305,0,0.31044
1.355,0.305,0,0.212557
1.365,0.305,0,0.145408
1.375,0.305,0,0.11555
1.385,0.305,0,0.114557
1.395,0.305,0,0.118859
1.405,0.305,0,0.123483
1.415,0.305,0,0.125555
1.425,0.305,0,0.124047
1.435,0.305,0,0.118489
1.445,0.305,0,0.113883
1.455,0.305,0,0.111046
1.465,0.305,0,0.110565
1.475,0.305,0,0.112985
1.485,0.305,0,0.118928
1.495,0.305,0,0.127418
1.505,0.305,0,0.142816
1.515,0.305,0,0.169748
1.525,0.305,0,0.214271
1.535,0.305,0,0.280903
1.545,0.305,0,0.375116
1.555,0.305,0,0.47005
1.565,0.305,0,0.426656
1.575,0.305,0,0.326063
1.585,0.305,0,0.229487
1.595,0.305,0,0.169484
1.605,0.305,0,0.14121
1.615,0.305,0,0.137901
1.625,0.305,0,0.147747
1.635,0.305,0,0.158685
1.645,0.305,0,0.17063
1.655,0.305,0,0.185311
1.665,0.305,0,0.207967
1.675,0.305,0,0.256142
1.685,0.305,0,0.313857
1.695,0.305,0,0.372168
1.705,0.305,0,0.406653
1.715,0.305,0,0.391362
1.725,0.305,0,0.286579
1.735,0.305,0,0.180712
1.745,0.305,0,0.153738
1.755,0.305,0,0.161
1.765,0.305,0,0.203694
1.775,0.305,0,0.289112
1.785,0.305,0,0.448627
1.795,0.305,0,0.49414
1.805,0.305,0,0.448636
1.815,0.305,0,0.37198
1.825,0.305,0,0.291602
1.835,0.305,0,0.22729
1.845,0.305,0,0.185158
1.855,0.305,0,0.161466
1.865,0.305,0,0.144331
1.875,0.305,0,0.12788
1.885,0.305,0,0.115476
1.895,0.305,0,0.110217
1.905,0.305,0,0.114585
1.915,0.305,0,0.125546
1.925,0.305,0,0.135261
1.935,0.305,0,0.143742
1.945,0.305,0,0.150918
1.955,0.305,0,0.157226
1.965,0.305,0,0.164628
1.975,0.305,0,0.178101
1.985,0.305,0,0.200051
1.995,0.305,0,0.235451
2.005,0.305,0,0.284656
2.015,0.305,0,0.349213
2.025,0.305,0,0.449489
2.035,0.305,0,0.443329
2.045,0.305,0,0.322375
2.055,0.305,0,0.216295
2.065,0.305,0,0.150322
2.075,0.305,0,0.128142
2.085,0.305,0,0.144207
2.095,0.305,0,0.212812
2.105,0.305,0,0.351577
2.115,0.305,0,0.34034
2.125,0.305,0,0.2482
2.135,0.305,0,0.180819
2.145,0.305,0,0.137533
2.155,0.305,0,0.110352
2.165,0.305,0,0.0939217
2.175,0.305,0,0.0841006
2.185,0.305,0,0.0813862
2.195,0.305,0,0.0866021
2.205,0.305,0,0.105508
2.215,0.305,0,0.138724
2.225,0.305,0,0.184596
2.235,0.305,0,0.245514
2.245,0.305,0,0.317035
2.255,0.305,0,0.384115
2.265,0.305,0,0.371573
2.275,0.305,0,0.255925
2.285,0.305,0,0.193455
2.295,0.305,0,0.157774
2.305,0.305,0,0.14538
2.315,0.305,0,0.155563
2.325,0.305,0,0.203367
2.335,0.305,0,0.126175
2.345,0.305,0,0.104684
2.355,0.305,0,0.0979628
2.365,0.305,0,0.0963826
2.375,0.305,0,0.0982747
2.385,0.305,0,0.112851
2.395,0.305,0,0.152253
2.405,0.305,0,0.21763
2.415,0.305,0,0.28461
2.425,0.305,0,0.312055
2.435,0.305,0,0.259882
2.445,0.305,0,0.136973
2.455,0.305,0,0.111043
2.465,0.305,0,0.170471
2.475,0.305,0,0.165218
2.485,0.305,0,0.111636
2.495,0.305,0,0.0917022
2.505,0.305,0,0.085592
2.515,0.305,0,0.0834306
2.525,0.305,0,0.0813359
2.535,0.305,0,0.0805465
2.545,0.305,0,0.0835565
2.555,0.305,0,0.0938808
2.565,0.305,0,0.128556
2.575,0.305,0,0.181288
2.585,0.305,0,0.220746
2.595,0.305,0,0.230499
2.605,0.305,0,0.205421
2.615,0.305,0,0.151001
2.625,0.305,0,0.0957965
2.635,0.305,0,0.065655
2.645,0.305,0,0.0465408
2.655,0.305,0,0.0337213
2.665,0.305,0,0.0250082
2.675,0.305,0,0.018694
2.685,0.305,0,0.0130436
2.695,0.305,0,0.00952178
2.705,0.305,0,0.0068342
2.715,0.305,0,0.00474201
2.725,0.305,0,0.00315924
2.735,0.305,0,0.00200726
2.745,0.305,0,0.00111181
2.755,0.305,0,0.000676908
2.765,0.305,0,0.000398456
2.775,0.305,0,0.000222938
2.785,0.305,0,0.000118606
2.795,0.305,0,6.01954e-05
2.805,0.305,0,2.63629e-05
2.815,0.305,0,1.41089e-05
2.825,0.305,0,7.21112e-06
2.835,0.305,0,3.53533e-06
2.845,0.305,0,1.73222e-06
2.855,0.305,0,9.57486e-07
0.005,0.315,0,3.00086e-06
0.015,0.315,0,3.02613e-06
0.025,0.315,0,3.07177e-06
0.035,0.315,0,3.1397e-06
0.045,0.315,0,3.23214e-06
0.055,0.315,0,3.35397e-06
0.065,0.315,0,3.5673e-06
0.075,0.315,0,3.84571e-06
0.085,0.315,0,4.36424e-06
0.095,0.315,0,4.75893e-06
0.105,0.315,0,4.9381e-06
0.115,0.315,0,5.07486e-06
0.125,0.315,0,5.24455e-06
0.135,0.315,0,5.38712e-06
0.145,0.315,0,5.52565e-06
0.155,0.315,0,5.65929e-06
0.165,0.315,0,5.91444e-06
0.175,0.315,0,6.65258e-06
0.185,0.315,0,7.70058e-06
0.195,0.315,0,8.72746e-06
0.205,0.315,0,9.89584e-06
0.215,0.315,0,1.11736e-05
0.225,0.315,0,1.27714e-05
0.235,0.315,0,1.54319e-05
0.245,0.315,0,2.07618e-05
0.255,0.315,0,2.65867e-05
0.265,0.315,0,3.34585e-05
0.275,0.315,0,4.14464e-05
0.285,0.315,0,5.0739e-05
0.295,0.315,0,6.24338e-05
0.305,0.315,0,8.1773e-05
0.315,0.315,0,0.000108494
0.325,0.315,0,0.000151814
0.335,0.315,0,0.000224641
0.345,0.315,0,0.000348083
0.355,0.315,0,0.00058057
0.365,0.315,0,0.00117158
0.375,0.315,0,0.00231005
0.385,0.315,0,0.00384251
0.395,0.315,0,0.00661377
0.405,0.315,0,0.0104619
0.415,0.315,0,0.0134851
0.425,0.315,0,0.0181075
0.435,0.315,0,0.0220796
0.445,0.315,0,0.0274352
0.455,0.315,0,0.0356629
0.465,0.315,0,0.0486902
0.475,0.315,0,0.0723057
0.485,0.315,0,0.11746
0.495,0.315,0,0.171458
0.505,0.315,0,0.22364
0.515,0.315,0,0.269602
0.525,0.315,0,0.307177
0.535,0.315,0,0.337715
0.545,0.315,0,0.35779
0.555,0.315,0,0.366604
0.565,0.315,0,0.369258
0.575,0.315,0,0.366472
0.585,0.315,0,0.358954
0.595,0.315,0,0.345688
0.605,0.315,0,0.327089
0.615,0.315,0,0.307963
0.625,0.315,0,0.287189
0.635,0.315,0,0.265355
0.645,0.315,0,0.242983
0.655,0.315,0,0.217887
0.665,0.315,0,0.196422
0.675,0.315,0,0.180702
0.685,0.315,0,0.168024
0.695,0.315,0,0.158232
0.705,0.315,0,0.151228
0.715,0.315,0,0.147716
0.725,0.315,0,0.153111
0.735,0.315,0,0.171898
0.745,0.315,0,0.212676
0.755,0.315,0,0.225123
0.765,0.315,0,0.17342
0.775,0.315,0,0.160838
0.785,0.315,0,0.185359
0.795,0.315,0,0.24721
0.805,0.315,0,0.287799
0.815,0.315,0,0.289133
0.825,0.315,0,0.250356
0.835,0.315,0,0.193635
0.845,0.315,0,0.160393
0.855,0.315,0,0.143359
0.865,0.315,0,0.13028
0.875,0.315,0,0.120277
0.885,0.315,0,0.114032
0.895,0.315,0,0.108005
0.905,0.315,0,0.103225
0.915,0.315,0,0.0998327
0.925,0.315,0,0.0975495
0.935,0.315,0,0.0965023
0.945,0.315,0,0.0967624
0.955,0.315,0,0.0988908
0.965,0.315,0,0.102581
0.975,0.315,0,0.107553
0.985,0.315,0,0.115391
0.995,0.315,0,0.128641
1.005,0.315,0,0.150964
1.015,0.315,0,0.202814
1.025,0.315,0,0.285033
1.035,0.315,0,0.380112
1.045,0.315,0,0.419184
1.055,0.315,0,0.374614
1.065,0.315,0,0.250637
1.075,0.315,0,0.157024
1.085,0.315,0,0.165512
1.095,0.315,0,0.24596
1.105,0.315,0,0.329785
1.115,0.315,0,0.363115
1.125,0.315,0,0.304459
1.135,0.315,0,0.20107
1.145,0.315,0,0.145267
1.155,0.315,0,0.119965
1.165,0.315,0,0.108445
1.175,0.315,0,0.10296
1.185,0.315,0,0.0983963
1.195,0.315,0,0.0940456
1.205,0.315,0,0.0924232
1.215,0.315,0,0.0932479
1.225,0.315,0,0.0958072
1.235,0.315,0,0.100601
1.245,0.315,0,0.108276
1.255,0.315,0,0.104265
1.265,0.315,0,0.108326
1.275,0.315,0,0.121238
1.285,0.315,0,0.150953
1.295,0.315,0,0.204422
1.305,0.315,0,0.287325
1.315,0.315,0,0.414688
1.325,0.315,0,0.443811
1.335,0.315,0,0.391603
1.345,0.315,0,0.303361
1.355,0.315,0,0.212088
1.365,0.315,0,0.143559
1.375,0.315,0,0.112813
1.385,0.315,0,0.111323
1.395,0.315,0,0.115424
1.405,0.315,0,0.120512
1.415,0.315,0,0.123745
1.425,0.315,0,0.123784
1.435,0.315,0,0.119758
1.445,0.315,0,0.115827
1.455,0.315,0,0.113855
1.465,0.315,0,0.116215
1.475,0.315,0,0.129616
1.485,0.315,0,0.16623
1.495,0.315,0,0.134516
1.505,0.315,0,0.141141
1.515,0.315,0,0.161371
1.525,0.315,0,0.199238
1.535,0.315,0,0.258955
1.545,0.315,0,0.347399
1.555,0.315,0,0.46089
1.565,0.315,0,0.427135
1.575,0.315,0,0.331145
1.585,0.315,0,0.234621
1.595,0.315,0,0.171828
1.605,0.315,0,0.141225
1.615,0.315,0,0.136101
1.625,0.315,0,0.145126
1.635,0.315,0,0.156077
1.645,0.315,0,0.168503
1.655,0.315,0,0.183709
1.665,0.315,0,0.206425
1.675,0.315,0,0.25198
1.685,0.315,0,0.307364
1.695,0.315,0,0.364494
1.705,0.315,0,0.402925
1.715,0.315,0,0.396767
1.725,0.315,0,0.299827
1.735,0.315,0,0.181485
1.745,0.315,0,0.155481
