# t, p_1, p_2, mob_A, imm_A, diss_A, seal_A, mob_B, imm_B, diss_B, seal_B, M_C
126000.000000,109397.157292,103588.035676,0.000000,0.000040,0.001016,0.000678,0.000001,0.000079,0.000976,0.000023,0.006645
126600.000000,109397.840570,103588.998218,0.000000,0.000040,0.001016,0.000678,0.000001,0.000078,0.000976,0.000023,0.006650
127200.000000,109398.573414,103589.157222,0.000000,0.000040,0.001016,0.000678,0.000001,0.000078,0.000976,0.000023,0.006656
127800.000000,109398.855388,103589.073820,0.000000,0.000040,0.001016,0.000678,0.000001,0.000078,0.000976,0.000023,0.006661
128400.000000,109398.938053,103589.700403,0.000000,0.000040,0.001016,0.000678,0.000001,0.000078,0.000976,0.000023,0.006666
129000.000000,109399.226315,103589.375914,0.000000,0.000040,0.001017,0.000678,0.000001,0.000078,0.000976,0.000023,0.006672
129600.000000,109399.783614,103590.719765,0.000000,0.000039,0.001017,0.000678,0.000001,0.000078,0.000977,0.000023,0.006677
130200.000000,109400.546805,103591.068330,0.000000,0.000039,0.001017,0.000678,0.000001,0.000078,0.000977,0.000023,0.006682
130800.000000,109401.402162,103591.635160,0.000000,0.000039,0.001017,0.000678,0.000001,0.000077,0.000977,0.000023,0.006687
131400.000000,109402.147101,103591.574218,0.000000,0.000039,0.001017,0.000678,0.000001,0.000077,0.000977,0.000023,0.006693
132000.000000,109402.909366,103592.250566,0.000000,0.000039,0.001017,0.000677,0.000001,0.000077,0.000977,0.000023,0.006698
132600.000000,109403.769489,103592.486911,0.000000,0.000039,0.001017,0.000677,0.000001,0.000077,0.000977,0.000023,0.006703
133200.000000,109404.726000,103593.979189,0.000000,0.000039,0.001017,0.000677,0.000001,0.000077,0.000977,0.000023,0.006708
133800.000000,109405.796559,103593.763035,0.000000,0.000039,0.001018,0.000677,0.000001,0.000077,0.000977,0.000023,0.006713
134400.000000,109406.410061,103594.525741,0.000000,0.000038,0.001018,0.000677,0.000001,0.000076,0.000977,0.000023,0.006718
135000.000000,109407.234448,103595.340132,0.000000,0.000038,0.001018,0.000677,0.000001,0.000076,0.000977,0.000023,0.006723
135600.000000,109408.127209,103596.368025,0.000000,0.000038,0.001018,0.000677,0.000001,0.000076,0.000977,0.000023,0.006728
136200.000000,109409.181013,103597.049940,0.000000,0.000038,0.001018,0.000677,0.000001,0.000076,0.000977,0.000023,0.006733
136800.000000,109409.935494,103597.861607,0.000000,0.000038,0.001018,0.000677,0.000001,0.000076,0.000977,0.000023,0.006738
137400.000000,109410.744896,103598.373528,0.000000,0.000038,0.001018,0.000677,0.000001,0.000076,0.000977,0.000023,0.006743
138000.000000,109411.470115,103599.474823,0.000000,0.000038,0.001018,0.000677,0.000001,0.000076,0.000977,0.000023,0.006748
138600.000000,109412.047681,103599.922496,0.000000,0.000038,0.001019,0.000677,0.000001,0.000075,0.000977,0.000023,0.006753
139200.000000,109413.437876,103600.332354,0.000000,0.000038,0.001019,0.000677,0.000001,0.000075,0.000978,0.000023,0.006758
139800.000000,109414.269103,103601.175510,0.000000,0.000037,0.001019,0.000677,0.000001,0.000075,0.000978,0.000023,0.006763
140400.000000,109415.011122,103601.952738,0.000000,0.000037,0.001019,0.000677,0.000001,0.000075,0.000978,0.000023,0.006768
141000.000000,109415.637469,103602.603226,0.000000,0.000037,0.001019,0.000677,0.000001,0.000075,0.000978,0.000023,0.006772
141600.000000,109416.262245,103603.083128,0.000000,0.000037,0.001019,0.000677,0.000001,0.000075,0.000978,0.000023,0.006777
142200.000000,109416.763489,103603.646217,0.000000,0.000037,0.001019,0.000677,0.000000,0.000075,0.000978,0.000023,0.006782
142800.000000,109417.226145,103604.011107,0.000000,0.000037,0.001020,0.000677,0.000000,0.000075,0.000978,0.000023,0.006787
143400.000000,109417.653159,103604.320350,0.000000,0.000037,0.001020,0.000677,0.000000,0.000074,0.000978,0.000023,0.006792
144000.000000,109417.973102,103603.994814,0.000000,0.000037,0.001020,0.000677,0.000000,0.000074,0.000978,0.000023,0.006796
144600.000000,109418.290106,103604.374076,0.000000,0.000037,0.001020,0.000677,0.000000,0.000074,0.000978,0.000023,0.006801
145200.000000,109418.625134,103604.865366,0.000000,0.000036,0.001020,0.000677,0.000000,0.000074,0.000978,0.000023,0.006806
145800.000000,109418.867492,103605.166929,0.000000,0.000036,0.001020,0.000677,0.000000,0.000074,0.000978,0.000023,0.006811
146400.000000,109419.198889,103605.356251,0.000000,0.000036,0.001020,0.000677,0.000000,0.000074,0.000978,0.000023,0.006815
147000.000000,109419.549637,103605.917758,0.000000,0.000036,0.001020,0.000677,0.000000,0.000074,0.000978,0.000023,0.006820
147600.000000,109419.874376,103606.247827,0.000000,0.000036,0.001020,0.000677,0.000000,0.000074,0.000978,0.000023,0.006824
148200.000000,109420.563802,103606.777765,0.000000,0.000036,0.001021,0.000677,0.000000,0.000073,0.000978,0.000023,0.006829
148800.000000,109421.026390,103607.235070,0.000000,0.000036,0.001021,0.000677,0.000000,0.000073,0.000978,0.000023,0.006834
149400.000000,109421.662682,103607.795307,0.000000,0.000036,0.001021,0.000677,0.000000,0.000073,0.000978,0.000023,0.006838
150000.000000,109422.000973,103608.283951,0.000000,0.000036,0.001021,0.000677,0.000000,0.000073,0.000978,0.000023,0.006843
150600.000000,109422.579011,103608.578192,0.000000,0.000036,0.001021,0.000677,0.000000,0.000073,0.000978,0.000023,0.006847
151200.000000,109423.157646,103608.574798,0.000000,0.000035,0.001021,0.000677,0.000000,0.000073,0.000979,0.000023,0.006852
151800.000000,109423.906557,103609.065574,0.000000,0.000035,0.001021,0.000677,0.000000,0.000073,0.000979,0.000023,0.006856
152400.000000,109424.080499,103609.122929,0.000000,0.000035,0.001021,0.000677,0.000000,0.000073,0.000979,0.000023,0.006861
153000.000000,109424.680908,103609.061215,0.000000,0.000035,0.001021,0.000677,0.000000,0.000072,0.000979,0.000023,0.006865
153600.000000,109425.411103,103609.526967,0.000000,0.000035,0.001022,0.000677,0.000000,0.000072,0.000979,0.000023,0.006869
154200.000000,109425.934304,103610.233124,0.000000,0.000035,0.001022,0.000677,0.000000,0.000072,0.000979,0.000023,0.006874
154800.000000,109426.389456,103610.522348,0.000000,0.000035,0.001022,0.000677,0.000000,0.000072,0.000979,0.000023,0.006878
155400.000000,109427.047055,103611.189447,0.000000,0.000035,0.001022,0.000677,0.000000,0.000072,0.000979,0.000023,0.006882
156000.000000,109427.543618,103611.742536,0.000000,0.000035,0.001022,0.000677,0.000000,0.000072,0.000979,0.000023,0.006886
156600.000000,109427.895737,103611.993285,0.000000,0.000035,0.001022,0.000677,0.000000,0.000072,0.000979,0.000023,0.006891
157200.000000,109428.313456,103612.665170,0.000000,0.000034,0.001022,0.000677,0.000000,0.000072,0.000979,0.000023,0.006895
157800.000000,109428.451506,103612.930954,0.000000,0.000034,0.001022,0.000677,0.000000,0.000072,0.000979,0.000023,0.006899
158400.000000,109428.469695,103612.846522,0.000000,0.000034,0.001023,0.000677,0.000000,0.000071,0.000979,0.000023,0.006903
159000.000000,109428.603038,103612.755330,0.000000,0.000034,0.001023,0.000677,0.000000,0.000071,0.000979,0.000023,0.006907
159600.000000,109428.682844,103612.617692,0.000000,0.000034,0.001023,0.000677,0.000000,0.000071,0.000979,0.000023,0.006911
160200.000000,109429.063174,103612.768647,0.000000,0.000034,0.001023,0.000677,0.000000,0.000071,0.000979,0.000023,0.006915
160800.000000,109429.782633,103613.192696,0.000000,0.000034,0.001023,0.000677,0.000000,0.000071,0.000979,0.000023,0.006919
161400.000000,109430.480140,103613.481399,0.000000,0.000034,0.001023,0.000677,0.000000,0.000071,0.000979,0.000023,0.006923
162000.000000,109431.065337,103613.659358,0.000000,0.000034,0.001023,0.000677,0.000000,0.000071,0.000979,0.000023,0.006927
162600.000000,109431.458502,103614.514762,0.000000,0.000034,0.001023,0.000677,0.000000,0.000071,0.000979,0.000023,0.006931
163200.000000,109432.005464,103614.759588,0.000000,0.000034,0.001023,0.000677,0.000000,0.000071,0.000979,0.000023,0.006935
163800.000000,109432.176058,103615.209213,0.000000,0.000033,0.001024,0.000677,0.000000,0.000071,0.000980,0.000023,0.006939
164400.000000,109432.710445,103615.990208,0.000000,0.000033,0.001024,0.000677,0.000000,0.000070,0.000980,0.000023,0.006943
165000.000000,109433.438163,103616.564909,0.000000,0.000033,0.001024,0.000677,0.000000,0.000070,0.000980,0.000023,0.006947
165600.000000,109434.255352,103617.158986,0.000000,0.000033,0.001024,0.000676,0.000000,0.000070,0.000980,0.000023,0.006951
166200.000000,109434.981524,103617.650237,0.000000,0.000033,0.001024,0.000676,0.000000,0.000070,0.000980,0.000023,0.006955
166800.000000,109435.809442,103617.895686,0.000000,0.000033,0.001024,0.000676,0.000000,0.000070,0.000980,0.000023,0.006958
167400.000000,109436.362489,103618.392692,0.000000,0.000033,0.001024,0.000676,0.000000,0.000070,0.000980,0.000023,0.006962
168000.000000,109436.818600,103618.771472,0.000000,0.000033,0.001024,0.000676,0.000000,0.000070,0.000980,0.000023,0.006966
168600.000000,109437.642642,103619.455266,0.000000,0.000033,0.001024,0.000676,0.000000,0.000070,0.000980,0.000023,0.006970
169200.000000,109438.349378,103620.011994,0.000000,0.000033,0.001025,0.000676,0.000000,0.000070,0.000980,0.000023,0.006973
169800.000000,109439.029864,103620.466654,0.000000,0.000033,0.001025,0.000676,0.000000,0.000069,0.000980,0.000023,0.006977
170400.000000,109439.746941,103621.006398,0.000000,0.000032,0.001025,0.000676,0.000000,0.000069,0.000980,0.000023,0.006980
171000.000000,109440.895435,103621.648900,0.000000,0.000032,0.001025,0.000676,0.000000,0.000069,0.000980,0.000023,0.006984
171600.000000,109441.802649,103622.263354,0.000000,0.000032,0.001025,0.000676,0.000000,0.000069,0.000980,0.000023,0.006987
172200.000000,109442.686236,103622.874174,0.000000,0.000032,0.001025,0.000676,0.000000,0.000069,0.000980,0.000023,0.006991
172800.000000,109443.617609,103623.359225,0.000000,0.000032,0.001025,0.000676,0.000000,0.000069,0.000980,0.000023,0.006994
173400.000000,109444.314825,103623.930861,0.000000,0.000032,0.001025,0.000676,0.000000,0.000069,0.000980,0.000023,0.006998
174000.000000,109444.999850,103624.430282,0.000000,0.000032,0.001025,0.000676,0.000000,0.000069,0.000980,0.000023,0.007001
174600.000000,109445.436075,103624.919813,0.000000,0.000032,0.001025,0.000676,0.000000,0.000069,0.000980,0.000023,0.007005
175200.000000,109445.877087,103625.325136,0.000000,0.000032,0.001026,0.000676,0.000000,0.000069,0.000980,0.000023,0.007008
175800.000000,109446.091855,103625.479926,0.000000,0.000032,0.001026,0.000676,0.000000,0.000068,0.000981,0.000023,0.007011
176400.000000,109446.445251,103625.787966,0.000000,0.000032,0.001026,0.000676,0.000000,0.000068,0.000981,0.000023,0.007015
177000.000000,109446.765866,103626.113742,0.000000,0.000031,0.001026,0.000676,0.000000,0.000068,0.000981,0.000023,0.007018
177600.000000,109447.036828,103626.340395,0.000000,0.000031,0.001026,0.000676,0.000000,0.000068,0.000981,0.000023,0.007021
178200.000000,109447.152626,103626.479884,0.000000,0.000031,0.001026,0.000676,0.000000,0.000068,0.000981,0.000023,0.007025
178800.000000,109447.083726,103626.499049,0.000000,0.000031,0.001026,0.000676,0.000000,0.000068,0.000981,0.000023,0.007028
179400.000000,109446.997926,103626.438220,0.000000,0.000031,0.001026,0.000676,0.000000,0.000068,0.000981,0.000023,0.007031
180000.000000,109446.844402,103626.323877,0.000000,0.000031,0.001026,0.000676,0.000000,0.000068,0.000981,0.000023,0.007034
180600.000000,109446.656563,103626.125494,0.000000,0.000031,0.001026,0.000676,0.000000,0.000068,0.000981,0.000023,0.007037
181200.000000,109446.601707,103626.131749,0.000000,0.000031,0.001026,0.000676,0.000000,0.000068,0.000981,0.000023,0.007040
181800.000000,109446.896527,103626.218875,0.000000,0.000031,0.001027,0.000676,0.000000,0.000068,0.000981,0.000023,0.007043
182400.000000,109447.112987,103626.639450,0.000000,0.000031,0.001027,0.000676,0.000000,0.000067,0.000981,0.000023,0.007047
183000.000000,109447.108891,103626.686246,0.000000,0.000031,0.001027,0.000676,0.000000,0.000067,0.000981,0.000023,0.007050
183600.000000,109447.244958,103626.685181,0.000000,0.000031,0.001027,0.000676,0.000000,0.000067,0.000981,0.000023,0.007053
184200.000000,109447.537277,103626.697680,0.000000,0.000031,0.001027,0.000676,0.000000,0.000067,0.000981,0.000023,0.007056
184800.000000,109447.916001,103626.560295,0.000000,0.000030,0.001027,0.000676,0.000000,0.000067,0.000981,0.000023,0.007059
185400.000000,109448.405350,103626.892923,0.000000,0.000030,0.001027,0.000676,0.000000,0.000067,0.000981,0.000023,0.007062
186000.000000,109449.152203,103627.458667,0.000000,0.000030,0.001027,0.000676,0.000000,0.000067,0.000981,0.000023,0.007064
186600.000000,109449.748983,103627.982241,0.000000,0.000030,0.001027,0.000675,0.000000,0.000067,0.000981,0.000023,0.007067
187200.000000,109450.078931,103628.389705,0.000000,0.000030,0.001027,0.000675,0.000000,0.000067,0.000981,0.000023,0.007070
187800.000000,109450.251630,103628.619294,0.000000,0.000030,0.001027,0.000675,0.000000,0.000067,0.000981,0.000023,0.007073
188400.000000,109450.409412,103628.453174,0.000000,0.000030,0.001028,0.000675,0.000000,0.000066,0.000981,0.000023,0.007076
189000.000000,109450.623804,103628.713249,0.000000,0.000030,0.001028,0.000675,0.000000,0.000066,0.000981,0.000023,0.007078
189600.000000,109450.763855,103628.616458,0.000000,0.000030,0.001028,0.000675,0.000000,0.000066,0.000982,0.000023,0.007081
190200.000000,109450.787761,103628.390102,0.000000,0.000030,0.001028,0.000675,0.000000,0.000066,0.000982,0.000023,0.007084
190800.000000,109450.747801,103628.151149,0.000000,0.000030,0.001028,0.000675,0.000000,0.000066,0.000982,0.000023,0.007087
191400.000000,109451.012523,103628.388431,0.000000,0.000030,0.001028,0.000675,0.000000,0.000066,0.000982,0.000023,0.007089
192000.000000,109450.786559,103628.452953,0.000000,0.000029,0.001028,0.000675,0.000000,0.000066,0.000982,0.000023,0.007092
192600.000000,109450.684218,103628.576677,0.000000,0.000029,0.001028,0.000675,0.000000,0.000066,0.000982,0.000023,0.007095
193200.000000,109450.722765,103628.673871,0.000000,0.000029,0.001028,0.000675,0.000000,0.000066,0.000982,0.000023,0.007098
193800.000000,109450.889692,103628.668399,0.000000,0.000029,0.001028,0.000675,0.000000,0.000066,0.000982,0.000023,0.007100
194400.000000,109450.974353,103628.749291,0.000000,0.000029,0.001029,0.000675,0.000000,0.000066,0.000982,0.000023,0.007103
195000.000000,109451.085201,103628.817929,0.000000,0.000029,0.001029,0.000675,0.000000,0.000065,0.000982,0.000023,0.007105
195600.000000,109451.272917,103628.874326,0.000000,0.000029,0.001029,0.000675,0.000000,0.000065,0.000982,0.000023,0.007108
196200.000000,109451.373358,103628.843740,0.000000,0.000029,0.001029,0.000675,0.000000,0.000065,0.000982,0.000023,0.007110
196800.000000,109451.509437,103628.927274,0.000000,0.000029,0.001029,0.000675,0.000000,0.000065,0.000982,0.000023,0.007113
197400.000000,109451.617813,103628.703297,0.000000,0.000029,0.001029,0.000675,0.000000,0.000065,0.000982,0.000023,0.007115
198000.000000,109451.662571,103628.754512,0.000000,0.000029,0.001029,0.000675,0.000000,0.000065,0.000982,0.000023,0.007118
198600.000000,109451.692594,103628.859675,0.000000,0.000029,0.001029,0.000675,0.000000,0.000065,0.000982,0.000023,0.007120
199200.000000,109451.742262,103628.919977,0.000000,0.000029,0.001029,0.000675,0.000000,0.000065,0.000982,0.000023,0.007123
199800.000000,109451.891089,103629.138037,0.000000,0.000028,0.001029,0.000675,0.000000,0.000065,0.000982,0.000023,0.007125
200400.000000,109452.142715,103629.472675,0.000000,0.000028,0.001029,0.000675,0.000000,0.000065,0.000982,0.000023,0.007127
201000.000000,109452.336746,103629.785672,0.000000,0.000028,0.001030,0.000675,0.000000,0.000065,0.000982,0.000023,0.007130
201600.000000,109452.270694,103629.824669,0.000000,0.000028,0.001030,0.000675,0.000000,0.000064,0.000982,0.000023,0.007132
202200.000000,109452.165583,103629.684074,0.000000,0.000028,0.001030,0.000675,0.000000,0.000064,0.000982,0.000023,0.007134
202800.000000,109452.360654,103630.048952,0.000000,0.000028,0.001030,0.000675,0.000000,0.000064,0.000982,0.000023,0.007137
203400.000000,109452.503052,103630.351070,0.000000,0.000028,0.001030,0.000675,0.000000,0.000064,0.000982,0.000023,0.007139
204000.000000,109452.643022,103630.542728,0.000000,0.000028,0.001030,0.000675,0.000000,0.000064,0.000983,0.000023,0.007141
204600.000000,109452.661772,103630.569187,0.000000,0.000028,0.001030,0.000675,0.000000,0.000064,0.000983,0.000023,0.007143
205200.000000,109452.816244,103630.610354,0.000000,0.000028,0.001030,0.000675,0.000000,0.000064,0.000983,0.000023,0.007145
205800.000000,109452.906937,103630.648227,0.000000,0.000028,0.001030,0.000675,0.000000,0.000064,0.000983,0.000023,0.007147
206400.000000,109453.011570,103630.851936,0.000000,0.000028,0.001030,0.000675,0.000000,0.000064,0.000983,0.000023,0.007149
207000.000000,109453.118113,103630.686980,0.000000,0.000028,0.001030,0.000674,0.000000,0.000064,0.000983,0.000023,0.007151
207600.000000,109453.382707,103631.094593,0.000000,0.000027,0.001031,0.000674,0.000000,0.000063,0.000983,0.000023,0.007153
208200.000000,109453.599251,103631.385477,0.000000,0.000027,0.001031,0.000674,0.000000,0.000063,0.000983,0.000023,0.007155
208800.000000,109454.079884,103631.600997,0.000000,0.000027,0.001031,0.000674,0.000000,0.000063,0.000983,0.000023,0.007157
209400.000000,109454.322955,103631.831131,0.000000,0.000027,0.001031,0.000674,0.000000,0.000063,0.000983,0.000023,0.007159
210000.000000,109454.655610,103632.006531,0.000000,0.000027,0.001031,0.000674,0.000000,0.000063,0.000983,0.000023,0.007161
210600.000000,109455.060737,103632.128564,0.000000,0.000027,0.001031,0.000674,0.000000,0.000063,0.000983,0.000023,0.007163
211200.000000,109455.401223,103632.341735,0.000000,0.000027,0.001031,0.000674,0.000000,0.000063,0.000983,0.000023,0.007165
211800.000000,109455.516731,103632.566600,0.000000,0.000027,0.001031,0.000674,0.000000,0.000063,0.000983,0.000023,0.007166
212400.000000,109455.914544,103632.892693,0.000000,0.000027,0.001031,0.000674,0.000000,0.000063,0.000983,0.000023,0.007168
213000.000000,109456.227800,103633.045791,0.000000,0.000027,0.001031,0.000674,0.000000,0.000063,0.000983,0.000023,0.007170
213600.000000,109456.611804,103633.248675,0.000000,0.000027,0.001031,0.000674,0.000000,0.000063,0.000983,0.000023,0.007172
214200.000000,109456.845607,103633.048989,0.000000,0.000027,0.001032,0.000674,0.000000,0.000063,0.000983,0.000023,0.007174
214800.000000,109456.976226,103632.832354,0.000000,0.000027,0.001032,0.000674,0.000000,0.000062,0.000983,0.000023,0.007176
215400.000000,109457.024223,103633.220638,0.000000,0.000027,0.001032,0.000674,0.000000,0.000062,0.000983,0.000023,0.007178
216000.000000,109457.159206,103633.523818,0.000000,0.000026,0.001032,0.000674,0.000000,0.000062,0.000983,0.000023,0.007180
216600.000000,109457.457776,103633.724981,0.000000,0.000026,0.001032,0.000674,0.000000,0.000062,0.000983,0.000023,0.007181
217200.000000,109457.728410,103633.883032,0.000000,0.000026,0.001032,0.000674,0.000000,0.000062,0.000983,0.000023,0.007183
217800.000000,109457.873236,103633.899563,0.000000,0.000026,0.001032,0.000674,0.000000,0.000062,0.000983,0.000023,0.007185
218400.000000,109458.048062,103633.629152,0.000000,0.000026,0.001032,0.000674,0.000000,0.000062,0.000983,0.000023,0.007187
219000.000000,109458.168236,103633.588141,0.000000,0.000026,0.001032,0.000674,0.000000,0.000062,0.000983,0.000023,0.007189
219600.000000,109458.521379,103633.611050,0.000000,0.000026,0.001032,0.000674,0.000000,0.000062,0.000983,0.000023,0.007191
220200.000000,109458.561506,103633.511735,0.000000,0.000026,0.001032,0.000674,0.000000,0.000062,0.000983,0.000023,0.007192
220800.000000,109459.038873,103634.278782,0.000000,0.000026,0.001032,0.000674,0.000000,0.000062,0.000983,0.000023,0.007194
221400.000000,109459.204885,103634.554494,0.000000,0.000026,0.001032,0.000674,0.000000,0.000062,0.000983,0.000023,0.007196
222000.000000,109459.255886,103634.885579,0.000000,0.000026,0.001033,0.000674,0.000000,0.000062,0.000984,0.000023,0.007197
222600.000000,109459.392465,103635.517552,0.000000,0.000026,0.001033,0.000674,0.000000,0.000061,0.000984,0.000023,0.007199
223200.000000,109459.633399,103635.829499,0.000000,0.000026,0.001033,0.000674,0.000000,0.000061,0.000984,0.000023,0.007201
223800.000000,109459.780335,103636.002312,0.000000,0.000026,0.001033,0.000673,0.000000,0.000061,0.000984,0.000023,0.007202
224400.000000,109459.911663,103636.241401,0.000000,0.000026,0.001033,0.000673,0.000000,0.000061,0.000984,0.000023,0.007204
225000.000000,109460.060396,103636.372724,0.000000,0.000025,0.001033,0.000673,0.000000,0.000061,0.000984,0.000023,0.007206
225600.000000,109460.264874,103636.561254,0.000000,0.000025,0.001033,0.000673,0.000000,0.000061,0.000984,0.000023,0.007207
226200.000000,109460.502655,103636.811376,0.000000,0.000025,0.001033,0.000673,0.000000,0.000061,0.000984,0.000023,0.007209
226800.000000,109460.723773,103636.983988,0.000000,0.000025,0.001033,0.000673,0.000000,0.000061,0.000984,0.000023,0.007210
227400.000000,109460.880948,103637.131137,0.000000,0.000025,0.001033,0.000673,0.000000,0.000061,0.000984,0.000023,0.007211
228000.000000,109461.235083,103637.441900,0.000000,0.000025,0.001033,0.000673,0.000000,0.000061,0.000984,0.000023,0.007213
228600.000000,109461.789185,103637.376890,0.000000,0.000025,0.001033,0.000673,0.000000,0.000061,0.000984,0.000023,0.007214
229200.000000,109461.980436,103637.700921,0.000000,0.000025,0.001033,0.000673,0.000000,0.000061,0.000984,0.000023,0.007215
229800.000000,109462.022214,103637.866974,0.000000,0.000025,0.001033,0.000673,0.000000,0.000061,0.000984,0.000023,0.007217
230400.000000,109462.129304,103638.007300,0.000000,0.000025,0.001034,0.000673,0.000000,0.000060,0.000984,0.000023,0.007218
231000.000000,109462.254117,103638.007804,0.000000,0.000025,0.001034,0.000673,0.000000,0.000060,0.000984,0.000023,0.007219
231600.000000,109462.343123,103638.082207,0.000000,0.000025,0.001034,0.000673,0.000000,0.000060,0.000984,0.000023,0.007221
232200.000000,109462.389650,103638.176867,0.000000,0.000025,0.001034,0.000673,0.000000,0.000060,0.000984,0.000023,0.007222
232800.000000,109462.410432,103638.272726,0.000000,0.000025,0.001034,0.000673,0.000000,0.000060,0.000984,0.000023,0.007223
233400.000000,109462.544302,103638.337267,0.000000,0.000025,0.001034,0.000673,0.000000,0.000060,0.000984,0.000023,0.007225
234000.000000,109462.722245,103638.405438,0.000000,0.000025,0.001034,0.000673,0.000000,0.000060,0.000984,0.000023,0.007226
234600.000000,109462.813350,103638.527992,0.000000,0.000024,0.001034,0.000673,0.000000,0.000060,0.000984,0.000023,0.007227
235200.000000,109462.953347,103638.667491,0.000000,0.000024,0.001034,0.000673,0.000000,0.000060,0.000984,0.000023,0.007229
235800.000000,109462.846268,103638.332312,0.000000,0.000024,0.001034,0.000673,0.000000,0.000060,0.000984,0.000023,0.007230
236400.000000,109462.824897,103638.091884,0.000000,0.000024,0.001034,0.000673,0.000000,0.000060,0.000984,0.000023,0.007231
237000.000000,109462.788319,103638.120110,0.000000,0.000024,0.001034,0.000673,0.000000,0.000060,0.000984,0.000023,0.007232
237600.000000,109462.816093,103638.140056,0.000000,0.000024,0.001034,0.000673,0.000000,0.000060,0.000984,0.000023,0.007234
238200.000000,109462.864722,103638.161073,0.000000,0.000024,0.001034,0.000673,0.000000,0.000059,0.000984,0.000023,0.007235
238800.000000,109462.945307,103638.273426,0.000000,0.000024,0.001035,0.000672,0.000000,0.000059,0.000984,0.000023,0.007236
239400.000000,109462.923968,103637.671009,0.000000,0.000024,0.001035,0.000672,0.000000,0.000059,0.000984,0.000023,0.007237
240000.000000,109462.632096,103637.169959,0.000000,0.000024,0.001035,0.000672,0.000000,0.000059,0.000984,0.000023,0.007238
240600.000000,109462.773281,103637.536326,0.000000,0.000024,0.001035,0.000672,0.000000,0.000059,0.000984,0.000023,0.007239
241200.000000,109462.930030,103637.733538,0.000000,0.000024,0.001035,0.000672,0.000000,0.000059,0.000984,0.000023,0.007241
241800.000000,109463.039311,103637.860506,0.000000,0.000024,0.001035,0.000672,0.000000,0.000059,0.000984,0.000023,0.007242
242400.000000,109463.300529,103638.450132,0.000000,0.000024,0.001035,0.000672,0.000000,0.000059,0.000984,0.000023,0.007243
243000.000000,109463.601179,103638.837325,0.000000,0.000024,0.001035,0.000672,0.000000,0.000059,0.000985,0.000023,0.007244
243600.000000,109463.874863,103639.104506,0.000000,0.000024,0.001035,0.000672,0.000000,0.000059,0.000985,0.000023,0.007245
244200.000000,109464.197706,103639.250156,0.000000,0.000024,0.001035,0.000672,0.000000,0.000059,0.000985,0.000023,0.007246
244800.000000,109464.375358,103639.406061,0.000000,0.000023,0.001035,0.000672,0.000000,0.000059,0.000985,0.000023,0.007246
245400.000000,109464.561259,103639.534450,0.000000,0.000023,0.001035,0.000672,0.000000,0.000059,0.000985,0.000023,0.007247
246000.000000,109464.759700,103639.687429,0.000000,0.000023,0.001035,0.000672,0.000000,0.000058,0.000985,0.000023,0.007248
246600.000000,109465.030356,103639.823236,0.000000,0.000023,0.001036,0.000672,0.000000,0.000058,0.000985,0.000023,0.007249
247200.000000,109465.170788,103639.949576,0.000000,0.000023,0.001036,0.000672,0.000000,0.000058,0.000985,0.000023,0.007250
247800.000000,109465.086691,103639.748719,0.000000,0.000023,0.001036,0.000672,0.000000,0.000058,0.000985,0.000023,0.007251
248400.000000,109464.975754,103639.503534,0.000000,0.000023,0.001036,0.000672,0.000000,0.000058,0.000985,0.000023,0.007252
249000.000000,109464.738019,103639.456635,0.000000,0.000023,0.001036,0.000672,0.000000,0.000058,0.000985,0.000023,0.007253
249600.000000,109464.831829,103639.421265,0.000000,0.000023,0.001036,0.000672,0.000000,0.000058,0.000985,0.000023,0.007254
250200.000000,109464.840792,103639.419066,0.000000,0.000023,0.001036,0.000672,0.000000,0.000058,0.000985,0.000023,0.007255
250800.000000,109465.115467,103639.508915,0.000000,0.000023,0.001036,0.000672,0.000000,0.000058,0.000985,0.000023,0.007256
251400.000000,109465.173121,103639.592971,0.000000,0.000023,0.001036,0.000672,0.000000,0.000058,0.000985,0.000023,0.007257
252000.000000,109465.388023,103639.759336,0.000000,0.000023,0.001036,0.000672,0.000000,0.000058,0.000985,0.000023,0.007257
252600.000000,109465.597545,103639.960028,0.000000,0.000023,0.001036,0.000672,0.000000,0.000058,0.000985,0.000023,0.007258
253200.000000,109465.826492,103640.107533,0.000000,0.000023,0.001036,0.000672,0.000000,0.000058,0.000985,0.000023,0.007259
253800.000000,109466.024829,103640.177429,0.000000,0.000023,0.001036,0.000672,0.000000,0.000058,0.000985,0.000023,0.007260
254400.000000,109466.170949,103640.189198,0.000000,0.000023,0.001036,0.000672,0.000000,0.000057,0.000985,0.000023,0.007260
255000.000000,109466.286745,103640.204174,0.000000,0.000022,0.001037,0.000671,0.000000,0.000057,0.000985,0.000023,0.007261
255600.000000,109466.453466,103640.437499,0.000000,0.000022,0.001037,0.000671,0.000000,0.000057,0.000985,0.000023,0.007262
256200.000000,109466.977712,103640.684907,0.000000,0.000022,0.001037,0.000671,0.000000,0.000057,0.000985,0.000023,0.007262
256800.000000,109467.232410,103640.877647,0.000000,0.000022,0.001037,0.000671,0.000000,0.000057,0.000985,0.000023,0.007263
257400.000000,109467.445120,103640.988087,0.000000,0.000022,0.001037,0.000671,0.000000,0.000057,0.000985,0.000023,0.007264
258000.000000,109467.671994,103641.194637,0.000000,0.000022,0.001037,0.000671,0.000000,0.000057,0.000985,0.000023,0.007264
