x,y,gas saturation [-],CO2 concentration in water [kg/m3]
5.000E-03,5.000E-03,0.000E+00,4.838E-48
1.500E-02,5.000E-03,0.000E+00,4.605E-46
2.500E-02,5.000E-03,0.000E+00,4.055E-44
3.500E-02,5.000E-03,0.000E+00,3.331E-42
4.500E-02,5.000E-03,0.000E+00,2.526E-40
5.500E-02,5.000E-03,0.000E+00,1.799E-38
6.500E-02,5.000E-03,0.000E+00,1.185E-36
7.500E-02,5.000E-03,0.000E+00,7.213E-35
8.500E-02,5.000E-03,0.000E+00,4.136E-33
9.500E-02,5.000E-03,0.000E+00,2.189E-31
1.050E-01,5.000E-03,0.000E+00,1.077E-29
1.150E-01,5.000E-03,0.000E+00,4.904E-28
1.250E-01,5.000E-03,0.000E+00,2.064E-26
1.350E-01,5.000E-03,0.000E+00,7.980E-25
1.450E-01,5.000E-03,0.000E+00,2.871E-23
1.550E-01,5.000E-03,0.000E+00,9.358E-22
1.650E-01,5.000E-03,0.000E+00,2.791E-20
1.750E-01,5.000E-03,0.000E+00,7.628E-19
1.850E-01,5.000E-03,0.000E+00,1.893E-17
1.950E-01,5.000E-03,0.000E+00,4.278E-16
2.050E-01,5.000E-03,0.000E+00,8.672E-15
2.150E-01,5.000E-03,0.000E+00,1.569E-13
2.250E-01,5.000E-03,0.000E+00,2.547E-12
2.350E-01,5.000E-03,0.000E+00,3.644E-11
2.450E-01,5.000E-03,0.000E+00,4.692E-10
2.550E-01,5.000E-03,0.000E+00,5.275E-09
2.650E-01,5.000E-03,0.000E+00,5.163E-08
2.750E-01,5.000E-03,0.000E+00,4.245E-07
2.850E-01,5.000E-03,0.000E+00,2.828E-06
2.950E-01,5.000E-03,0.000E+00,1.564E-05
3.050E-01,5.000E-03,0.000E+00,7.357E-05
3.150E-01,5.000E-03,0.000E+00,3.028E-04
3.250E-01,5.000E-03,0.000E+00,1.085E-03
3.350E-01,5.000E-03,0.000E+00,3.553E-03
3.450E-01,5.000E-03,0.000E+00,1.017E-02
3.550E-01,5.000E-03,0.000E+00,2.507E-02
3.650E-01,5.000E-03,0.000E+00,5.307E-02
3.750E-01,5.000E-03,0.000E+00,9.798E-02
3.850E-01,5.000E-03,0.000E+00,1.603E-01
3.950E-01,5.000E-03,0.000E+00,2.419E-01
4.050E-01,5.000E-03,0.000E+00,3.398E-01
4.150E-01,5.000E-03,0.000E+00,4.417E-01
4.250E-01,5.000E-03,0.000E+00,5.364E-01
4.350E-01,5.000E-03,0.000E+00,6.200E-01
4.450E-01,5.000E-03,0.000E+00,6.955E-01
4.550E-01,5.000E-03,0.000E+00,7.667E-01
4.650E-01,5.000E-03,0.000E+00,6.241E-01
4.750E-01,5.000E-03,0.000E+00,5.114E-01
4.850E-01,5.000E-03,0.000E+00,3.944E-01
4.950E-01,5.000E-03,0.000E+00,2.752E-01
5.050E-01,5.000E-03,0.000E+00,1.707E-01
5.150E-01,5.000E-03,0.000E+00,9.638E-02
5.250E-01,5.000E-03,0.000E+00,4.694E-02
5.350E-01,5.000E-03,0.000E+00,2.003E-02
5.450E-01,5.000E-03,0.000E+00,6.937E-02
5.550E-01,5.000E-03,0.000E+00,3.890E-01
5.650E-01,5.000E-03,0.000E+00,6.309E-01
5.750E-01,5.000E-03,0.000E+00,7.989E-01
5.850E-01,5.000E-03,0.000E+00,9.169E-01
5.950E-01,5.000E-03,0.000E+00,1.003E+00
6.050E-01,5.000E-03,0.000E+00,1.070E+00
6.150E-01,5.000E-03,0.000E+00,1.124E+00
6.250E-01,5.000E-03,0.000E+00,1.168E+00
6.350E-01,5.000E-03,0.000E+00,1.207E+00
6.450E-01,5.000E-03,0.000E+00,1.240E+00
6.550E-01,5.000E-03,0.000E+00,1.269E+00
6.650E-01,5.000E-03,0.000E+00,1.294E+00
6.750E-01,5.000E-03,0.000E+00,1.315E+00
6.850E-01,5.000E-03,0.000E+00,1.335E+00
6.950E-01,5.000E-03,0.000E+00,1.351E+00
7.050E-01,5.000E-03,0.000E+00,1.366E+00
7.150E-01,5.000E-03,0.000E+00,1.378E+00
7.250E-01,5.000E-03,0.000E+00,1.387E+00
7.350E-01,5.000E-03,0.000E+00,1.394E+00
7.450E-01,5.000E-03,0.000E+00,1.398E+00
7.550E-01,5.000E-03,0.000E+00,1.398E+00
7.650E-01,5.000E-03,0.000E+00,1.392E+00
7.750E-01,5.000E-03,0.000E+00,1.380E+00
7.850E-01,5.000E-03,0.000E+00,1.371E+00
7.950E-01,5.000E-03,0.000E+00,1.363E+00
8.050E-01,5.000E-03,0.000E+00,1.355E+00
8.150E-01,5.000E-03,0.000E+00,1.347E+00
8.250E-01,5.000E-03,0.000E+00,1.338E+00
8.350E-01,5.000E-03,0.000E+00,1.329E+00
8.450E-01,5.000E-03,0.000E+00,1.318E+00
8.550E-01,5.000E-03,0.000E+00,1.307E+00
8.650E-01,5.000E-03,0.000E+00,1.295E+00
8.750E-01,5.000E-03,0.000E+00,1.281E+00
8.850E-01,5.000E-03,0.000E+00,1.266E+00
8.950E-01,5.000E-03,0.000E+00,1.249E+00
9.050E-01,5.000E-03,0.000E+00,1.231E+00
9.150E-01,5.000E-03,0.000E+00,1.211E+00
9.250E-01,5.000E-03,0.000E+00,1.189E+00
9.350E-01,5.000E-03,0.000E+00,1.165E+00
9.450E-01,5.000E-03,0.000E+00,1.138E+00
9.550E-01,5.000E-03,0.000E+00,1.109E+00
9.650E-01,5.000E-03,0.000E+00,1.076E+00
9.750E-01,5.000E-03,0.000E+00,1.041E+00
9.850E-01,5.000E-03,0.000E+00,1.001E+00
9.950E-01,5.000E-03,0.000E+00,9.566E-01
1.005E+00,5.000E-03,0.000E+00,9.075E-01
1.015E+00,5.000E-03,0.000E+00,8.522E-01
1.025E+00,5.000E-03,0.000E+00,7.913E-01
1.035E+00,5.000E-03,0.000E+00,7.216E-01
1.045E+00,5.000E-03,0.000E+00,6.438E-01
1.055E+00,5.000E-03,0.000E+00,5.561E-01
1.065E+00,5.000E-03,0.000E+00,4.596E-01
1.075E+00,5.000E-03,0.000E+00,3.557E-01
1.085E+00,5.000E-03,0.000E+00,2.536E-01
1.095E+00,5.000E-03,0.000E+00,1.604E-01
1.105E+00,5.000E-03,0.000E+00,8.779E-02
1.115E+00,5.000E-03,0.000E+00,4.099E-02
1.125E+00,5.000E-03,0.000E+00,1.641E-02
1.135E+00,5.000E-03,0.000E+00,5.620E-03
1.145E+00,5.000E-03,0.000E+00,1.668E-03
1.155E+00,5.000E-03,0.000E+00,4.457E-04
1.165E+00,5.000E-03,0.000E+00,1.069E-04
1.175E+00,5.000E-03,0.000E+00,2.343E-05
1.185E+00,5.000E-03,0.000E+00,4.738E-06
1.195E+00,5.000E-03,0.000E+00,8.923E-07
1.205E+00,5.000E-03,0.000E+00,1.565E-07
1.215E+00,5.000E-03,0.000E+00,2.580E-08
1.225E+00,5.000E-03,0.000E+00,3.995E-09
1.235E+00,5.000E-03,0.000E+00,5.863E-10
1.245E+00,5.000E-03,0.000E+00,8.011E-11
1.255E+00,5.000E-03,0.000E+00,1.057E-11
1.265E+00,5.000E-03,0.000E+00,1.308E-12
1.275E+00,5.000E-03,0.000E+00,1.545E-13
1.285E+00,5.000E-03,0.000E+00,1.764E-14
1.295E+00,5.000E-03,0.000E+00,1.903E-15
1.305E+00,5.000E-03,0.000E+00,2.002E-16
1.315E+00,5.000E-03,0.000E+00,1.995E-17
1.325E+00,5.000E-03,0.000E+00,1.912E-18
1.335E+00,5.000E-03,0.000E+00,1.769E-19
1.345E+00,5.000E-03,0.000E+00,1.584E-20
1.355E+00,5.000E-03,0.000E+00,1.377E-21
1.365E+00,5.000E-03,0.000E+00,1.149E-22
1.375E+00,5.000E-03,0.000E+00,9.346E-24
1.385E+00,5.000E-03,0.000E+00,7.316E-25
1.395E+00,5.000E-03,0.000E+00,6.007E-26
1.405E+00,5.000E-03,0.000E+00,9.789E-27
1.415E+00,5.000E-03,0.000E+00,7.261E-27
1.425E+00,5.000E-03,0.000E+00,8.417E-27
1.435E+00,5.000E-03,0.000E+00,1.011E-26
1.445E+00,5.000E-03,0.000E+00,1.206E-26
1.455E+00,5.000E-03,0.000E+00,1.431E-26
1.465E+00,5.000E-03,0.000E+00,1.700E-26
1.475E+00,5.000E-03,0.000E+00,2.002E-26
1.485E+00,5.000E-03,0.000E+00,2.344E-26
1.495E+00,5.000E-03,0.000E+00,2.762E-26
1.505E+00,5.000E-03,0.000E+00,3.227E-26
1.515E+00,5.000E-03,0.000E+00,3.752E-26
1.525E+00,5.000E-03,0.000E+00,4.360E-26
1.535E+00,5.000E-03,0.000E+00,5.019E-26
1.545E+00,5.000E-03,0.000E+00,5.746E-26
1.555E+00,5.000E-03,0.000E+00,6.513E-26
1.565E+00,5.000E-03,0.000E+00,7.263E-26
1.575E+00,5.000E-03,0.000E+00,8.079E-26
1.585E+00,5.000E-03,0.000E+00,8.878E-26
1.595E+00,5.000E-03,0.000E+00,9.637E-26
1.605E+00,5.000E-03,0.000E+00,1.045E-25
1.615E+00,5.000E-03,0.000E+00,1.120E-25
1.625E+00,5.000E-03,0.000E+00,1.194E-25
1.635E+00,5.000E-03,0.000E+00,1.266E-25
1.645E+00,5.000E-03,0.000E+00,1.333E-25
1.655E+00,5.000E-03,0.000E+00,1.397E-25
1.665E+00,5.000E-03,0.000E+00,1.453E-25
1.675E+00,5.000E-03,0.000E+00,1.503E-25
1.685E+00,5.000E-03,0.000E+00,1.541E-25
1.695E+00,5.000E-03,0.000E+00,1.578E-25
1.705E+00,5.000E-03,0.000E+00,1.605E-25
1.715E+00,5.000E-03,0.000E+00,1.633E-25
1.725E+00,5.000E-03,0.000E+00,1.648E-25
1.735E+00,5.000E-03,0.000E+00,1.667E-25
1.745E+00,5.000E-03,0.000E+00,1.673E-25
1.755E+00,5.000E-03,0.000E+00,1.678E-25
1.765E+00,5.000E-03,0.000E+00,1.683E-25
1.775E+00,5.000E-03,0.000E+00,1.689E-25
1.785E+00,5.000E-03,0.000E+00,1.685E-25
1.795E+00,5.000E-03,0.000E+00,1.681E-25
1.805E+00,5.000E-03,0.000E+00,1.666E-25
1.815E+00,5.000E-03,0.000E+00,1.664E-25
1.825E+00,5.000E-03,0.000E+00,1.647E-25
1.835E+00,5.000E-03,0.000E+00,1.633E-25
1.845E+00,5.000E-03,0.000E+00,1.612E-25
1.855E+00,5.000E-03,0.000E+00,1.585E-25
1.865E+00,5.000E-03,0.000E+00,1.554E-25
1.875E+00,5.000E-03,0.000E+00,1.528E-25
1.885E+00,5.000E-03,0.000E+00,1.496E-25
1.895E+00,5.000E-03,0.000E+00,1.458E-25
1.905E+00,5.000E-03,0.000E+00,1.421E-25
1.915E+00,5.000E-03,0.000E+00,1.391E-25
1.925E+00,5.000E-03,0.000E+00,1.350E-25
1.935E+00,5.000E-03,0.000E+00,1.309E-25
1.945E+00,5.000E-03,0.000E+00,1.277E-25
1.955E+00,5.000E-03,0.000E+00,1.229E-25
1.965E+00,5.000E-03,0.000E+00,1.185E-25
1.975E+00,5.000E-03,0.000E+00,1.138E-25
1.985E+00,5.000E-03,0.000E+00,1.089E-25
1.995E+00,5.000E-03,0.000E+00,1.034E-25
2.005E+00,5.000E-03,0.000E+00,9.707E-26
2.015E+00,5.000E-03,0.000E+00,9.144E-26
2.025E+00,5.000E-03,0.000E+00,8.591E-26
2.035E+00,5.000E-03,0.000E+00,8.029E-26
2.045E+00,5.000E-03,0.000E+00,7.502E-26
2.055E+00,5.000E-03,0.000E+00,7.012E-26
2.065E+00,5.000E-03,0.000E+00,6.561E-26
2.075E+00,5.000E-03,0.000E+00,5.777E-26
2.085E+00,5.000E-03,0.000E+00,4.886E-26
2.095E+00,5.000E-03,0.000E+00,4.051E-26
2.105E+00,5.000E-03,0.000E+00,3.300E-26
2.115E+00,5.000E-03,0.000E+00,2.652E-26
2.125E+00,5.000E-03,0.000E+00,2.085E-26
2.135E+00,5.000E-03,0.000E+00,1.644E-26
2.145E+00,5.000E-03,0.000E+00,1.304E-26
2.155E+00,5.000E-03,0.000E+00,1.050E-26
2.165E+00,5.000E-03,0.000E+00,8.537E-27
2.175E+00,5.000E-03,0.000E+00,6.962E-27
2.185E+00,5.000E-03,0.000E+00,5.707E-27
2.195E+00,5.000E-03,0.000E+00,4.690E-27
2.205E+00,5.000E-03,0.000E+00,3.775E-27
2.215E+00,5.000E-03,0.000E+00,3.012E-27
2.225E+00,5.000E-03,0.000E+00,2.337E-27
2.235E+00,5.000E-03,0.000E+00,1.771E-27
2.245E+00,5.000E-03,0.000E+00,1.311E-27
2.255E+00,5.000E-03,0.000E+00,9.464E-28
2.265E+00,5.000E-03,0.000E+00,6.652E-28
2.275E+00,5.000E-03,0.000E+00,4.560E-28
2.285E+00,5.000E-03,0.000E+00,3.050E-28
2.295E+00,5.000E-03,0.000E+00,2.011E-28
2.305E+00,5.000E-03,0.000E+00,1.298E-28
2.315E+00,5.000E-03,0.000E+00,8.221E-29
2.325E+00,5.000E-03,0.000E+00,5.096E-29
2.335E+00,5.000E-03,0.000E+00,3.081E-29
2.345E+00,5.000E-03,0.000E+00,1.827E-29
2.355E+00,5.000E-03,0.000E+00,1.065E-29
2.365E+00,5.000E-03,0.000E+00,6.055E-30
2.375E+00,5.000E-03,0.000E+00,3.360E-30
2.385E+00,5.000E-03,0.000E+00,1.820E-30
2.395E+00,5.000E-03,0.000E+00,9.771E-31
2.405E+00,5.000E-03,0.000E+00,5.221E-31
2.415E+00,5.000E-03,0.000E+00,2.703E-31
2.425E+00,5.000E-03,0.000E+00,1.392E-31
2.435E+00,5.000E-03,0.000E+00,7.016E-32
2.445E+00,5.000E-03,0.000E+00,3.473E-32
2.455E+00,5.000E-03,0.000E+00,1.674E-32
2.465E+00,5.000E-03,0.000E+00,7.914E-33
2.475E+00,5.000E-03,0.000E+00,3.677E-33
2.485E+00,5.000E-03,0.000E+00,1.691E-33
2.495E+00,5.000E-03,0.000E+00,7.613E-34
2.505E+00,5.000E-03,0.000E+00,3.392E-34
2.515E+00,5.000E-03,0.000E+00,1.490E-34
2.525E+00,5.000E-03,0.000E+00,6.366E-35
2.535E+00,5.000E-03,0.000E+00,2.697E-35
2.545E+00,5.000E-03,0.000E+00,1.106E-35
2.555E+00,5.000E-03,0.000E+00,5.010E-36
2.565E+00,5.000E-03,0.000E+00,1.047E-35
2.575E+00,5.000E-03,0.000E+00,9.735E-35
2.585E+00,5.000E-03,0.000E+00,9.022E-34
2.595E+00,5.000E-03,0.000E+00,6.976E-33
2.605E+00,5.000E-03,0.000E+00,4.320E-32
2.615E+00,5.000E-03,0.000E+00,2.010E-31
2.625E+00,5.000E-03,0.000E+00,6.387E-31
2.635E+00,5.000E-03,0.000E+00,1.188E-30
2.645E+00,5.000E-03,0.000E+00,8.715E-31
2.655E+00,5.000E-03,0.000E+00,3.752E-31
2.665E+00,5.000E-03,0.000E+00,1.151E-31
2.675E+00,5.000E-03,0.000E+00,2.692E-32
2.685E+00,5.000E-03,0.000E+00,5.145E-33
2.695E+00,5.000E-03,0.000E+00,8.286E-34
2.705E+00,5.000E-03,0.000E+00,1.165E-34
2.715E+00,5.000E-03,0.000E+00,1.419E-35
2.725E+00,5.000E-03,0.000E+00,1.557E-36
2.735E+00,5.000E-03,0.000E+00,1.531E-37
2.745E+00,5.000E-03,0.000E+00,1.353E-38
2.755E+00,5.000E-03,0.000E+00,1.091E-39
2.765E+00,5.000E-03,0.000E+00,8.133E-41
2.775E+00,5.000E-03,0.000E+00,5.616E-42
2.785E+00,5.000E-03,0.000E+00,3.541E-43
2.795E+00,5.000E-03,0.000E+00,2.088E-44
2.805E+00,5.000E-03,0.000E+00,1.159E-45
2.815E+00,5.000E-03,0.000E+00,6.069E-47
2.825E+00,5.000E-03,0.000E+00,3.008E-48
2.835E+00,5.000E-03,0.000E+00,1.459E-49
2.845E+00,5.000E-03,0.000E+00,7.010E-51
2.855E+00,5.000E-03,0.000E+00,3.659E-52
5.000E-03,1.500E-02,0.000E+00,2.139E-47
1.500E-02,1.500E-02,0.000E+00,1.950E-45
2.500E-02,1.500E-02,0.000E+00,1.655E-43
3.500E-02,1.500E-02,0.000E+00,1.318E-41
4.500E-02,1.500E-02,0.000E+00,9.651E-40
5.500E-02,1.500E-02,0.000E+00,6.535E-38
6.500E-02,1.500E-02,0.000E+00,4.129E-36
7.500E-02,1.500E-02,0.000E+00,2.407E-34
8.500E-02,1.500E-02,0.000E+00,1.311E-32
9.500E-02,1.500E-02,0.000E+00,6.607E-31
1.050E-01,1.500E-02,0.000E+00,3.069E-29
1.150E-01,1.500E-02,0.000E+00,1.329E-27
1.250E-01,1.500E-02,0.000E+00,5.302E-26
1.350E-01,1.500E-02,0.000E+00,1.961E-24
1.450E-01,1.500E-02,0.000E+00,6.581E-23
1.550E-01,1.500E-02,0.000E+00,2.026E-21
1.650E-01,1.500E-02,0.000E+00,5.686E-20
1.750E-01,1.500E-02,0.000E+00,1.449E-18
1.850E-01,1.500E-02,0.000E+00,3.345E-17
1.950E-01,1.500E-02,0.000E+00,6.992E-16
2.050E-01,1.500E-02,0.000E+00,1.332E-14
2.150E-01,1.500E-02,0.000E+00,2.281E-13
2.250E-01,1.500E-02,0.000E+00,3.486E-12
2.350E-01,1.500E-02,0.000E+00,4.706E-11
2.450E-01,1.500E-02,0.000E+00,5.612E-10
2.550E-01,1.500E-02,0.000E+00,5.884E-09
2.650E-01,1.500E-02,0.000E+00,5.435E-08
2.750E-01,1.500E-02,0.000E+00,4.415E-07
2.850E-01,1.500E-02,0.000E+00,3.411E-06
2.950E-01,1.500E-02,0.000E+00,2.240E-05
3.050E-01,1.500E-02,0.000E+00,1.276E-04
3.150E-01,1.500E-02,0.000E+00,6.183E-04
3.250E-01,1.500E-02,0.000E+00,2.546E-03
3.350E-01,1.500E-02,0.000E+00,8.039E-03
3.450E-01,1.500E-02,0.000E+00,2.229E-02
3.550E-01,1.500E-02,0.000E+00,5.277E-02
3.650E-01,1.500E-02,0.000E+00,1.071E-01
3.750E-01,1.500E-02,0.000E+00,1.907E-01
3.850E-01,1.500E-02,0.000E+00,3.034E-01
3.950E-01,1.500E-02,0.000E+00,4.390E-01
4.050E-01,1.500E-02,0.000E+00,5.807E-01
4.150E-01,1.500E-02,0.000E+00,7.087E-01
4.250E-01,1.500E-02,0.000E+00,8.112E-01
4.350E-01,1.500E-02,0.000E+00,8.900E-01
4.450E-01,1.500E-02,0.000E+00,9.439E-01
4.550E-01,1.500E-02,0.000E+00,9.736E-01
4.650E-01,1.500E-02,0.000E+00,9.048E-01
4.750E-01,1.500E-02,0.000E+00,8.035E-01
4.850E-01,1.500E-02,0.000E+00,6.734E-01
4.950E-01,1.500E-02,0.000E+00,5.133E-01
5.050E-01,1.500E-02,0.000E+00,3.439E-01
5.150E-01,1.500E-02,0.000E+00,2.050E-01
5.250E-01,1.500E-02,0.000E+00,1.061E-01
5.350E-01,1.500E-02,0.000E+00,4.531E-02
5.450E-01,1.500E-02,0.000E+00,3.783E-02
5.550E-01,1.500E-02,0.000E+00,1.336E-01
5.650E-01,1.500E-02,0.000E+00,3.513E-01
5.750E-01,1.500E-02,0.000E+00,6.065E-01
5.850E-01,1.500E-02,0.000E+00,7.844E-01
5.950E-01,1.500E-02,0.000E+00,9.163E-01
6.050E-01,1.500E-02,0.000E+00,1.013E+00
6.150E-01,1.500E-02,0.000E+00,1.085E+00
6.250E-01,1.500E-02,0.000E+00,1.140E+00
6.350E-01,1.500E-02,0.000E+00,1.184E+00
6.450E-01,1.500E-02,0.000E+00,1.221E+00
6.550E-01,1.500E-02,0.000E+00,1.253E+00
6.650E-01,1.500E-02,0.000E+00,1.279E+00
6.750E-01,1.500E-02,0.000E+00,1.301E+00
6.850E-01,1.500E-02,0.000E+00,1.320E+00
6.950E-01,1.500E-02,0.000E+00,1.336E+00
7.050E-01,1.500E-02,0.000E+00,1.350E+00
7.150E-01,1.500E-02,0.000E+00,1.361E+00
7.250E-01,1.500E-02,0.000E+00,1.370E+00
7.350E-01,1.500E-02,0.000E+00,1.376E+00
7.450E-01,1.500E-02,0.000E+00,1.381E+00
7.550E-01,1.500E-02,0.000E+00,1.384E+00
7.650E-01,1.500E-02,0.000E+00,1.385E+00
7.750E-01,1.500E-02,0.000E+00,1.384E+00
7.850E-01,1.500E-02,0.000E+00,1.382E+00
7.950E-01,1.500E-02,0.000E+00,1.379E+00
8.050E-01,1.500E-02,0.000E+00,1.375E+00
8.150E-01,1.500E-02,0.000E+00,1.370E+00
8.250E-01,1.500E-02,0.000E+00,1.364E+00
8.350E-01,1.500E-02,0.000E+00,1.357E+00
8.450E-01,1.500E-02,0.000E+00,1.349E+00
8.550E-01,1.500E-02,0.000E+00,1.340E+00
8.650E-01,1.500E-02,0.000E+00,1.330E+00
8.750E-01,1.500E-02,0.000E+00,1.318E+00
8.850E-01,1.500E-02,0.000E+00,1.304E+00
8.950E-01,1.500E-02,0.000E+00,1.289E+00
9.050E-01,1.500E-02,0.000E+00,1.271E+00
9.150E-01,1.500E-02,0.000E+00,1.250E+00
9.250E-01,1.500E-02,0.000E+00,1.227E+00
9.350E-01,1.500E-02,0.000E+00,1.201E+00
9.450E-01,1.500E-02,0.000E+00,1.172E+00
9.550E-01,1.500E-02,0.000E+00,1.139E+00
9.650E-01,1.500E-02,0.000E+00,1.102E+00
9.750E-01,1.500E-02,0.000E+00,1.061E+00
9.850E-01,1.500E-02,0.000E+00,1.015E+00
9.950E-01,1.500E-02,0.000E+00,9.629E-01
1.005E+00,1.500E-02,0.000E+00,9.057E-01
1.015E+00,1.500E-02,0.000E+00,8.409E-01
1.025E+00,1.500E-02,0.000E+00,7.679E-01
1.035E+00,1.500E-02,0.000E+00,6.859E-01
1.045E+00,1.500E-02,0.000E+00,5.937E-01
1.055E+00,1.500E-02,0.000E+00,4.922E-01
1.065E+00,1.500E-02,0.000E+00,3.875E-01
1.075E+00,1.500E-02,0.000E+00,2.844E-01
1.085E+00,1.500E-02,0.000E+00,1.906E-01
1.095E+00,1.500E-02,0.000E+00,1.142E-01
1.105E+00,1.500E-02,0.000E+00,5.989E-02
1.115E+00,1.500E-02,0.000E+00,2.742E-02
1.125E+00,1.500E-02,0.000E+00,1.082E-02
1.135E+00,1.500E-02,0.000E+00,3.749E-03
1.145E+00,1.500E-02,0.000E+00,1.139E-03
1.155E+00,1.500E-02,0.000E+00,3.113E-04
1.165E+00,1.500E-02,0.000E+00,7.745E-05
1.175E+00,1.500E-02,0.000E+00,1.770E-05
1.185E+00,1.500E-02,0.000E+00,3.686E-06
1.195E+00,1.500E-02,0.000E+00,7.162E-07
1.205E+00,1.500E-02,0.000E+00,1.299E-07
1.215E+00,1.500E-02,0.000E+00,2.199E-08
1.225E+00,1.500E-02,0.000E+00,3.527E-09
1.235E+00,1.500E-02,0.000E+00,5.367E-10
1.245E+00,1.500E-02,0.000E+00,7.645E-11
1.255E+00,1.500E-02,0.000E+00,1.038E-11
1.265E+00,1.500E-02,0.000E+00,1.352E-12
1.275E+00,1.500E-02,0.000E+00,1.668E-13
1.285E+00,1.500E-02,0.000E+00,1.977E-14
1.295E+00,1.500E-02,0.000E+00,2.230E-15
1.305E+00,1.500E-02,0.000E+00,2.405E-16
1.315E+00,1.500E-02,0.000E+00,2.480E-17
1.325E+00,1.500E-02,0.000E+00,2.445E-18
1.335E+00,1.500E-02,0.000E+00,2.327E-19
1.345E+00,1.500E-02,0.000E+00,2.135E-20
1.355E+00,1.500E-02,0.000E+00,1.911E-21
1.365E+00,1.500E-02,0.000E+00,1.651E-22
1.375E+00,1.500E-02,0.000E+00,1.373E-23
1.385E+00,1.500E-02,0.000E+00,1.152E-24
1.395E+00,1.500E-02,0.000E+00,1.301E-25
1.405E+00,1.500E-02,0.000E+00,5.875E-26
1.415E+00,1.500E-02,0.000E+00,6.370E-26
1.425E+00,1.500E-02,0.000E+00,7.627E-26
1.435E+00,1.500E-02,0.000E+00,9.150E-26
1.445E+00,1.500E-02,0.000E+00,1.094E-25
1.455E+00,1.500E-02,0.000E+00,1.303E-25
1.465E+00,1.500E-02,0.000E+00,1.541E-25
1.475E+00,1.500E-02,0.000E+00,1.818E-25
1.485E+00,1.500E-02,0.000E+00,2.135E-25
1.495E+00,1.500E-02,0.000E+00,2.496E-25
1.505E+00,1.500E-02,0.000E+00,2.932E-25
1.515E+00,1.500E-02,0.000E+00,3.408E-25
1.525E+00,1.500E-02,0.000E+00,3.939E-25
1.535E+00,1.500E-02,0.000E+00,4.547E-25
1.545E+00,1.500E-02,0.000E+00,5.203E-25
1.555E+00,1.500E-02,0.000E+00,5.886E-25
1.565E+00,1.500E-02,0.000E+00,6.591E-25
1.575E+00,1.500E-02,0.000E+00,7.298E-25
1.585E+00,1.500E-02,0.000E+00,7.968E-25
1.595E+00,1.500E-02,0.000E+00,8.668E-25
1.605E+00,1.500E-02,0.000E+00,9.361E-25
1.615E+00,1.500E-02,0.000E+00,9.993E-25
1.625E+00,1.500E-02,0.000E+00,1.061E-24
1.635E+00,1.500E-02,0.000E+00,1.123E-24
1.645E+00,1.500E-02,0.000E+00,1.180E-24
1.655E+00,1.500E-02,0.000E+00,1.236E-24
1.665E+00,1.500E-02,0.000E+00,1.285E-24
1.675E+00,1.500E-02,0.000E+00,1.328E-24
1.685E+00,1.500E-02,0.000E+00,1.367E-24
1.695E+00,1.500E-02,0.000E+00,1.395E-24
1.705E+00,1.500E-02,0.000E+00,1.422E-24
1.715E+00,1.500E-02,0.000E+00,1.440E-24
1.725E+00,1.500E-02,0.000E+00,1.456E-24
1.735E+00,1.500E-02,0.000E+00,1.472E-24
1.745E+00,1.500E-02,0.000E+00,1.476E-24
1.755E+00,1.500E-02,0.000E+00,1.484E-24
1.765E+00,1.500E-02,0.000E+00,1.481E-24
1.775E+00,1.500E-02,0.000E+00,1.485E-24
1.785E+00,1.500E-02,0.000E+00,1.483E-24
1.795E+00,1.500E-02,0.000E+00,1.477E-24
1.805E+00,1.500E-02,0.000E+00,1.470E-24
1.815E+00,1.500E-02,0.000E+00,1.453E-24
1.825E+00,1.500E-02,0.000E+00,1.442E-24
1.835E+00,1.500E-02,0.000E+00,1.424E-24
1.845E+00,1.500E-02,0.000E+00,1.409E-24
1.855E+00,1.500E-02,0.000E+00,1.389E-24
1.865E+00,1.500E-02,0.000E+00,1.365E-24
1.875E+00,1.500E-02,0.000E+00,1.344E-24
1.885E+00,1.500E-02,0.000E+00,1.315E-24
1.895E+00,1.500E-02,0.000E+00,1.288E-24
1.905E+00,1.500E-02,0.000E+00,1.261E-24
1.915E+00,1.500E-02,0.000E+00,1.229E-24
1.925E+00,1.500E-02,0.000E+00,1.200E-24
1.935E+00,1.500E-02,0.000E+00,1.164E-24
1.945E+00,1.500E-02,0.000E+00,1.136E-24
1.955E+00,1.500E-02,0.000E+00,1.104E-24
1.965E+00,1.500E-02,0.000E+00,1.071E-24
1.975E+00,1.500E-02,0.000E+00,1.033E-24
1.985E+00,1.500E-02,0.000E+00,9.880E-25
1.995E+00,1.500E-02,0.000E+00,9.428E-25
2.005E+00,1.500E-02,0.000E+00,8.929E-25
2.015E+00,1.500E-02,0.000E+00,8.430E-25
2.025E+00,1.500E-02,0.000E+00,7.949E-25
2.035E+00,1.500E-02,0.000E+00,7.515E-25
2.045E+00,1.500E-02,0.000E+00,7.187E-25
2.055E+00,1.500E-02,0.000E+00,7.160E-25
2.065E+00,1.500E-02,0.000E+00,7.832E-25
2.075E+00,1.500E-02,0.000E+00,6.709E-25
2.085E+00,1.500E-02,0.000E+00,5.255E-25
2.095E+00,1.500E-02,0.000E+00,4.148E-25
2.105E+00,1.500E-02,0.000E+00,3.319E-25
2.115E+00,1.500E-02,0.000E+00,2.631E-25
