x_m,y_m,Sg,C_kgm3
1.335,0.005,0,0.998891844233808
1.345,0.005,0,0.999745113971867
1.355,0.005,0,1.00057687930289
1.365,0.005,0,0.995851183860249
1.375,0.005,0,1.00656602457463
1.385,0.005,0,1.00248253967366
1.395,0.005,0,1.00314617186786
1.405,0.005,0,1.00374087105459
1.415,0.005,0,1.00426179782421
1.425,0.005,0,1.00470671797901
1.435,0.005,0,1.00507568805104
1.445,0.005,0,1.00537053560386
1.455,0.005,0,1.00559421664046
1.465,0.005,0,1.00575021390811
1.475,0.005,0,1.00584209904195
1.485,0.005,0,1.0058733179036
1.495,0.005,0,1.00584714182461
1.505,0.005,0,1.00576668086637
1.515,0.005,0,1.00563485342245
1.525,0.005,0,1.0054542628447
1.535,0.005,0,1.00522701084757
1.545,0.005,0,1.004954513031
1.555,0.005,0,1.00463740241204
1.565,0.005,0,1.0042755721731
1.575,0.005,0,1.00386837257731
1.585,0.005,0,1.00341492546189
1.595,0.005,0,1.00291450418376
1.605,0.005,0,1.00236690704001
1.615,0.005,0,1.00177276854745
1.625,0.005,0,1.0011337678556
1.635,0.005,0,1.00045269785718
1.645,0.005,0,0.999733375881978
1.655,0.005,0,0.998980360252477
1.665,0.005,0,0.998198434507202
1.675,0.005,0,0.997391828069031
1.685,0.005,0,0.996563183477928
1.695,0.005,0,0.995712413665745
1.705,0.005,0,0.994835705925981
1.715,0.005,0,0.993924953024338
1.725,0.005,0,0.992967772616577
1.735,0.005,0,0.991948026229714
1.745,0.005,0,0.990846676058739
1.755,0.005,0,0.98964290396552
1.765,0.005,0,0.988315451221998
1.775,0.005,0,0.986844319190632
1.785,0.005,0,0.985212344233583
1.795,0.005,0,0.98340622856803
1.805,0.005,0,0.981417160370382
1.815,0.005,0,0.979240547244192
1.825,0.005,0,0.976874895980746
1.835,0.005,0,0.974320954602929
1.845,0.005,0,0.971581399629968
1.855,0.005,0,0.968660567104825
1.865,0.005,0,0.965564019570568
1.875,0.005,0,0.962297863909884
1.885,0.005,0,0.958867921410079
1.895,0.005,0,0.955279064972846
1.905,0.005,0,0.951534914661428
1.915,0.005,0,0.947637742485185
1.925,0.005,0,0.943588401306873
1.935,0.005,0,0.939386098685939
1.945,0.005,0,0.935028021698474
1.955,0.005,0,0.930508537028647
1.965,0.005,0,0.925817617284387
1.975,0.005,0,0.920940674737495
1.985,0.005,0,0.915860869044528
1.995,0.005,0,0.910559865416406
2.005,0.005,0,0.905016273915912
2.015,0.005,0,0.899206003752511
2.025,0.005,0,0.893102254263472
2.035,0.005,0,0.886675994763643
2.045,0.005,0,0.879896930975711
2.055,0.005,0,0.872734164680787
2.065,0.005,0,0.865156620684413
2.075,0.005,0,0.857132878231429
2.085,0.005,0,0.848630126773598
2.095,0.005,0,0.839614338741171
2.105,0.005,0,0.830049510159255
2.115,0.005,0,0.819897966072501
2.125,0.005,0,0.809120114788746
2.135,0.005,0,0.794665175215777
2.145,0.005,0,0.77915387949408
2.155,0.005,0,0.7658358658832
2.165,0.005,0,0.751679395807356
2.175,0.005,0,0.736628504725891
2.185,0.005,0,0.720630457147546
2.195,0.005,0,0.703637935673717
2.205,0.005,0,0.68559767559606
2.215,0.005,0,0.666437797144624
2.225,0.005,0,0.646047029841419
2.235,0.005,0,0.624229978456914
2.245,0.005,0,0.600650610216592
2.255,0.005,0,0.574839889978276
2.265,0.005,0,0.546404804300196
2.275,0.005,0,0.515611711969253
2.285,0.005,0,0.483716124306995
2.295,0.005,0,0.454118524926935
2.305,0.005,0,0.432793195191457
2.315,0.005,0,0.423261732926383
2.325,0.005,0,0.421721576742337
2.335,0.005,0,0.422713819899182
2.345,0.005,0,0.423833372165607
2.355,0.005,0,0.424592843579636
2.365,0.005,0,0.424975562748362
2.375,0.005,0,0.425012664892284
2.385,0.005,0,0.42472316615913
2.395,0.005,0,0.424115662454943
2.405,0.005,0,0.423193042537524
2.415,0.005,0,0.421954625353253
2.425,0.005,0,0.420396710943537
2.435,0.005,0,0.418512412694551
2.445,0.005,0,0.41629127712396
2.455,0.005,0,0.413719076651853
2.465,0.005,0,0.410778136133805
2.475,0.005,0,0.407448530691967
2.485,0.005,0,0.403710424555231
2.495,0.005,0,0.399547683506317
2.505,0.005,0,0.394952667009762
2.515,0.005,0,0.38993177577125
2.525,0.005,0,0.38451090332245
2.535,0.005,0,0.378739478816592
2.545,0.005,0,0.372691449700383
2.555,0.005,0,0.36646158314448
2.565,0.005,0,0.36015612898291
2.575,0.005,0,0.35387855480175
2.585,0.005,0,0.347714758798075
2.595,0.005,0,0.341716439991303
2.605,0.005,0,0.335874829690922
2.615,0.005,0,0.330129726323529
2.625,0.005,0,0.324376453001112
2.635,0.005,0,0.318468055376717
2.645,0.005,0,0.312215427069172
2.655,0.005,0,0.305387281081701
2.665,0.005,0,0.297727904218171
2.675,0.005,0,0.289045110714137
2.685,0.005,0,0.279460276210104
2.695,0.005,0,0.269842841714728
2.705,0.005,0,0.262029341899643
2.715,0.005,0,0.257913935357564
2.725,0.005,0,0.257668659677105
2.735,0.005,0,0.259561120216818
2.745,0.005,0,0.261732887154753
2.755,0.005,0,0.263294705147481
2.765,0.005,0,0.264081930104285
2.775,0.005,0,0.264174029192711
2.785,0.005,0,0.263662046291524
2.795,0.005,0,0.26256692240974
2.805,0.005,0,0.260813655150459
2.815,0.005,0,0.258212507513621
2.825,0.005,0,0.254411768606476
2.835,0.005,0,0.248738582346669
2.845,0.005,0,0.242553480137895
2.855,0.005,0,0.231519864904854
0.005,0.015,0,1.05798206217188
0.015,0.015,0,1.05798126237854
0.025,0.015,0,1.05797974653749
0.035,0.015,0,1.05797635030111
0.045,0.015,0,1.05797034206157
0.055,0.015,0,1.05795993555151
0.065,0.015,0,1.05794259017388
0.075,0.015,0,1.05791510071754
0.085,0.015,0,1.05787372778155
0.095,0.015,0,1.05781432892966
0.105,0.015,0,1.05773247028523
0.115,0.015,0,1.05762351139599
0.125,0.015,0,1.0574826656344
0.135,0.015,0,1.05730504029461
0.145,0.015,0,1.05708565894873
0.155,0.015,0,1.05681946780021
0.165,0.015,0,1.05650132467724
0.175,0.015,0,1.05612596896905
0.185,0.015,0,1.05568797165038
0.195,0.015,0,1.05518165959674
0.205,0.015,0,1.05460101554435
0.215,0.015,0,1.05393954367295
0.225,0.015,0,1.0531901042619
0.235,0.015,0,1.05234470200072
0.245,0.015,0,1.05139422217905
0.255,0.015,0,1.0503281059366
0.265,0.015,0,1.04913395169569
0.275,0.015,0,1.04779694988372
0.285,0.015,0,1.04629863137404
0.295,0.015,0,1.044612736464
0.305,0.015,0,1.04270280086817
0.315,0.015,0,1.05813273027622
0.325,0.015,0,1.03911035102456
0.335,0.015,0,1.03644556799215
0.345,0.015,0,1.03399898511218
0.355,0.015,0,1.03854828571369
0.365,0.015,0,1.03120859477942
0.375,0.015,0,1.02523510971527
0.385,0.015,0,1.02280185387095
0.395,0.015,0,1.01942140817035
0.405,0.015,0,1.01593146968002
0.415,0.015,0,1.01229786395109
0.425,0.015,0,1.008478429272
0.435,0.015,0,1.00441475507703
0.445,0.015,0,1.00008506675203
0.455,0.015,0,0.995530539802719
0.465,0.015,0,0.990790783681086
0.475,0.015,0,0.985911062417726
0.485,0.015,0,0.980926098734017
0.495,0.015,0,0.975846658990872
0.505,0.015,0,0.970686552642864
0.515,0.015,0,0.96546396652978
0.525,0.015,0,0.960199354009861
0.535,0.015,0,0.954914528214743
0.545,0.015,0,0.949632519625038
0.555,0.015,0,0.944377423289806
0.565,0.015,0,0.93917412725553
0.575,0.015,0,0.934048037338798
0.585,0.015,0,0.929024814886278
0.595,0.015,0,0.924130102684691
0.605,0.015,0,0.919389204722201
0.615,0.015,0,0.914826692341429
0.625,0.015,0,0.91046593153165
0.635,0.015,0,0.906328540459506
0.645,0.015,0,0.902433809457915
0.655,0.015,0,0.898798129968275
0.665,0.015,0,0.895434501907894
0.675,0.015,0,0.892352156246521
0.685,0.015,0,0.889556316091579
0.695,0.015,0,0.887048100351327
0.705,0.015,0,0.88432682026544
0.715,0.015,0,0.882007133459812
0.725,0.015,0,0.88045770021547
0.735,0.015,0,0.879154244393971
0.745,0.015,0,0.878079326114814
0.755,0.015,0,0.877213687603821
0.765,0.015,0,0.876536849770644
0.775,0.015,0,0.876027693121357
0.785,0.015,0,0.875665004710731
0.795,0.015,0,0.87542796753831
0.805,0.015,0,0.875296571168837
0.815,0.015,0,0.875251951873116
0.825,0.015,0,0.875276700431729
0.835,0.015,0,0.87535517338877
0.845,0.015,0,0.875473813040452
0.855,0.015,0,0.875621470888719
0.865,0.015,0,0.875789583202597
0.875,0.015,0,0.87597142053228
0.885,0.015,0,0.876159060717715
0.895,0.015,0,0.876345589399985
0.905,0.015,0,0.876531839001812
0.915,0.015,0,0.876721860390735
0.925,0.015,0,0.876922404913031
0.935,0.015,0,0.877144798346415
0.945,0.015,0,0.877394325068944
0.955,0.015,0,0.877674733933671
0.965,0.015,0,0.877988758697973
0.975,0.015,0,0.878338470303315
0.985,0.015,0,0.878725641503283
0.995,0.015,0,0.879152056322453
1.005,0.015,0,0.879619713278955
1.015,0.015,0,0.880130835595459
1.025,0.015,0,0.880687645671798
1.035,0.015,0,0.881291919711376
1.045,0.015,0,0.881944360252935
1.055,0.015,0,0.88264391171623
1.065,0.015,0,0.883387183934365
1.075,0.015,0,0.884168173797282
1.085,0.015,0,0.884978438745776
1.095,0.015,0,0.88580775056784
1.105,0.015,0,0.88664511511901
1.115,0.015,0,0.887479945993116
1.125,0.015,0,0.888303155235432
1.135,0.015,0,0.889108012117
1.145,0.015,0,0.88989070969917
1.155,0.015,0,0.890650704522934
1.165,0.015,0,0.891390872723551
1.175,0.015,0,0.892117383875205
1.185,0.015,0,0.892839050940472
1.195,0.015,0,0.893566120687963
1.205,0.015,0,0.894308837642764
1.215,0.015,0,0.895076202477131
1.225,0.015,0,0.895875244941853
1.235,0.015,0,0.896710847681691
1.245,0.015,0,0.897586021588637
1.255,0.015,0,0.898502449235176
1.265,0.015,0,0.899461146205218
1.275,0.015,0,0.900463096315322
1.285,0.015,0,0.901509733082997
1.295,0.015,0,0.902603119532886
1.305,0.015,0,0.903745643467429
1.315,0.015,0,0.904938978017111
1.325,0.015,0,0.906182110178706
1.335,0.015,0,0.907468541573354
1.345,0.015,0,0.908783412373949
1.355,0.015,0,0.91010203358293
1.365,0.015,0,0.911391245222048
1.375,0.015,0,0.9123193864445
1.385,0.015,0,0.91318882138926
1.395,0.015,0,0.914247270345075
1.405,0.015,0,0.915165493195067
1.415,0.015,0,0.915931692783183
1.425,0.015,0,0.916544959483174
1.435,0.015,0,0.917012973617966
1.445,0.015,0,0.917348532303701
1.455,0.015,0,0.917566122372565
1.465,0.015,0,0.9176796334677
1.475,0.015,0,0.917701591747843
1.485,0.015,0,0.917643507557007
1.495,0.015,0,0.917516639073071
1.505,0.015,0,0.917332513304661
1.515,0.015,0,0.917102805905194
1.525,0.015,0,0.916838514982435
1.535,0.015,0,0.916548654955404
1.545,0.015,0,0.916238906716807
1.555,0.015,0,0.915910712242576
1.565,0.015,0,0.915561178340711
1.575,0.015,0,0.915183855428101
1.585,0.015,0,0.914770171916122
1.595,0.015,0,0.914311149725421
1.605,0.015,0,0.913799025083258
1.615,0.015,0,0.913228511447217
1.625,0.015,0,0.91259757918657
1.635,0.015,0,0.911907745202306
1.645,0.015,0,0.911163900053325
1.655,0.015,0,0.910373706119679
1.665,0.015,0,0.909546543533836
1.675,0.015,0,0.908691968278093
1.685,0.015,0,0.907817561648845
1.695,0.015,0,0.906926057505728
1.705,0.015,0,0.906012278430665
1.715,0.015,0,0.905060539382326
1.725,0.015,0,0.904043421182129
1.735,0.015,0,0.902922539943304
1.745,0.015,0,0.901650497441693
1.755,0.015,0,0.900173664254204
1.765,0.015,0,0.898434946904719
1.775,0.015,0,0.896374910632456
1.785,0.015,0,0.893935338072936
1.795,0.015,0,0.891070956349719
1.805,0.015,0,0.887763886569129
1.815,0.015,0,0.884029067225098
1.825,0.015,0,0.879907219629725
1.835,0.015,0,0.875452372068829
1.845,0.015,0,0.870722146240725
1.855,0.015,0,0.865774281944628
1.865,0.015,0,0.8606644102734
1.875,0.015,0,0.855442606301665
1.885,0.015,0,0.850149671166048
1.895,0.015,0,0.844813909571864
1.905,0.015,0,0.839449475340823
1.915,0.015,0,0.834057094616284
1.925,0.015,0,0.828626453680173
1.935,0.015,0,0.823139043417775
1.945,0.015,0,0.817566778442763
1.955,0.015,0,0.811865406434878
1.965,0.015,0,0.805979652800164
1.975,0.015,0,0.799858239179923
1.985,0.015,0,0.793467679185782
1.995,0.015,0,0.786780857489726
2.005,0.015,0,0.779796693518532
2.015,0.015,0,0.772504217869526
2.025,0.015,0,0.764884963830346
2.035,0.015,0,0.75691915953021
2.045,0.015,0,0.748588706444686
2.055,0.015,0,0.739879750136136
2.065,0.015,0,0.7307838468688
2.075,0.015,0,0.721296384556023
2.085,0.015,0,0.711412780217306
2.095,0.015,0,0.701123479657521
2.105,0.015,0,0.690408359584235
2.115,0.015,0,0.679232078198034
2.125,0.015,0,0.664496977564399
2.135,0.015,0,0.648869902664886
2.145,0.015,0,0.635532550789387
2.155,0.015,0,0.621373837993188
2.165,0.015,0,0.606322972783896
2.175,0.015,0,0.590349490042941
2.185,0.015,0,0.573429495095951
2.195,0.015,0,0.555628450578095
2.205,0.015,0,0.537223689824236
2.215,0.015,0,0.518510360299962
2.225,0.015,0,0.499862501355962
2.235,0.015,0,0.481832124823068
2.245,0.015,0,0.46521302352427
2.255,0.015,0,0.450968440791875
2.265,0.015,0,0.439866625685055
2.275,0.015,0,0.431903616495117
2.285,0.015,0,0.426748068941519
2.295,0.015,0,0.424104903831305
2.305,0.015,0,0.423806867940836
2.315,0.015,0,0.425180603427664
2.325,0.015,0,0.427111383656875
2.335,0.015,0,0.428938456741934
2.345,0.015,0,0.430524086765456
2.355,0.015,0,0.431848578147923
2.365,0.015,0,0.432905633671259
2.375,0.015,0,0.433688196611683
2.385,0.015,0,0.434185311321027
2.395,0.015,0,0.434381607812688
2.405,0.015,0,0.43425786422816
2.415,0.015,0,0.433791959779402
2.425,0.015,0,0.432959695169794
2.435,0.015,0,0.431735259208222
2.445,0.015,0,0.430091435477324
2.455,0.015,0,0.427999854011958
2.465,0.015,0,0.425431680590042
2.475,0.015,0,0.422359123472035
2.485,0.015,0,0.418758044959559
2.495,0.015,0,0.414611791659395
2.505,0.015,0,0.409916079693131
2.515,0.015,0,0.404684364129387
2.525,0.015,0,0.398952605323308
2.535,0.015,0,0.392781844643459
2.545,0.015,0,0.386256786219219
2.555,0.015,0,0.379478974771718
2.565,0.015,0,0.372554245545627
2.575,0.015,0,0.365575198116077
2.585,0.015,0,0.358598765162345
2.595,0.015,0,0.351631074204073
2.605,0.015,0,0.344641601393123
2.615,0.015,0,0.337545902526517
2.625,0.015,0,0.330205187335182
2.635,0.015,0,0.322441020297361
2.645,0.015,0,0.314058707149652
2.655,0.015,0,0.304889455783746
2.665,0.015,0,0.294872116849533
2.675,0.015,0,0.284195139436157
2.685,0.015,0,0.273488562874366
2.695,0.015,0,0.263912989833385
2.705,0.015,0,0.256848581129549
2.715,0.015,0,0.253067887857962
2.725,0.015,0,0.252093012261064
2.735,0.015,0,0.25263798415938
2.745,0.015,0,0.253567253132326
2.755,0.015,0,0.254321880683299
2.765,0.015,0,0.254643331028295
2.775,0.015,0,0.254403084127825
2.785,0.015,0,0.253604712460246
2.795,0.015,0,0.252204752442116
2.805,0.015,0,0.250078150547205
2.815,0.015,0,0.247001841308532
2.825,0.015,0,0.242615368554119
2.835,0.015,0,0.236393449482856
2.845,0.015,0,0.230161063728161
2.855,0.015,0,0.220935157962949
0.005,0.025,0,0.959039025127479
0.015,0.025,0,0.959002325400485
0.025,0.025,0,0.958941670124853
0.035,0.025,0,0.958825867356903
0.045,0.025,0,0.958668198671804
0.055,0.025,0,0.958468362900468
0.065,0.025,0,0.958225513461565
0.075,0.025,0,0.957938171479152
0.085,0.025,0,0.957604217514192
0.095,0.025,0,0.957220945833682
0.105,0.025,0,0.95678515939696
0.115,0.025,0,0.956293285664824
0.125,0.025,0,0.955741497650917
0.135,0.025,0,0.955125827240843
0.145,0.025,0,0.954442266308717
0.155,0.025,0,0.953686850709541
0.165,0.025,0,0.952855724435112
0.175,0.025,0,0.951945184883854
0.185,0.025,0,0.950951706350928
0.195,0.025,0,0.949871938907775
0.205,0.025,0,0.948702668993405
0.215,0.025,0,0.947440743048794
0.225,0.025,0,0.946082965804989
0.235,0.025,0,0.944626027735731
0.245,0.025,0,0.943066497610699
0.255,0.025,0,0.941400927874326
0.265,0.025,0,0.939626197520355
0.275,0.025,0,0.937740465421815
0.285,0.025,0,0.935745816088318
0.295,0.025,0,0.933656778554166
0.305,0.025,0,0.931526305505188
0.315,0.025,0,0.940806624652651
0.325,0.025,0,0.937290874774656
0.335,0.025,0,0.923710585824105
0.345,0.025,0,0.920493843938105
0.355,0.025,0,0.926615986548344
0.365,0.025,0,0.918644878093915
0.375,0.025,0,0.895516864838172
0.385,0.025,0,0.905919193441245
0.395,0.025,0,0.902335544383443
0.405,0.025,0,0.898198000363169
0.415,0.025,0,0.893771333327847
0.425,0.025,0,0.889174116552367
0.435,0.025,0,0.884505422676213
0.445,0.025,0,0.879828038857321
0.455,0.025,0,0.875145024522733
0.465,0.025,0,0.870461549168256
0.475,0.025,0,0.865790069223006
0.485,0.025,0,0.861144517241211
0.495,0.025,0,0.856539522026938
0.505,0.025,0,0.851989515808846
0.515,0.025,0,0.847508410655517
0.525,0.025,0,0.843109118032379
0.535,0.025,0,0.838803539297786
0.545,0.025,0,0.834602502506942
0.555,0.025,0,0.830515666298834
0.565,0.025,0,0.826551413197171
0.575,0.025,0,0.822716723617064
0.585,0.025,0,0.819017056262952
0.595,0.025,0,0.815456267465996
0.605,0.025,0,0.812036600544228
0.615,0.025,0,0.808758761707645
0.625,0.025,0,0.805622091232209
0.635,0.025,0,0.802624830856436
0.645,0.025,0,0.799764452959464
0.655,0.025,0,0.797037959696157
0.665,0.025,0,0.794442193329774
0.675,0.025,0,0.791974194384311
0.685,0.025,0,0.789631445528799
0.695,0.025,0,0.787411965249437
0.705,0.025,0,0.784814987037951
0.715,0.025,0,0.782393447125151
0.725,0.025,0,0.78059484594841
0.735,0.025,0,0.778913037420377
0.745,0.025,0,0.777345409823654
0.755,0.025,0,0.775888522274433
0.765,0.025,0,0.774538092250316
0.775,0.025,0,0.773288984374402
0.785,0.025,0,0.772135306523746
0.795,0.025,0,0.771070601683656
0.805,0.025,0,0.770088073151963
0.815,0.025,0,0.769180804208848
0.825,0.025,0,0.768341939433706
0.835,0.025,0,0.767564814610039
0.845,0.025,0,0.766843104178416
0.855,0.025,0,0.766171000956035
0.865,0.025,0,0.765543335935966
0.875,0.025,0,0.764955527167515
0.885,0.025,0,0.76440397498453
0.895,0.025,0,0.763884743335584
0.905,0.025,0,0.763394438281741
0.915,0.025,0,0.76293413690094
0.925,0.025,0,0.762525182772331
0.935,0.025,0,0.762172871331688
0.945,0.025,0,0.761882744221108
0.955,0.025,0,0.761658789544081
0.965,0.025,0,0.761503032552338
0.975,0.025,0,0.761415559920881
0.985,0.025,0,0.761394982035103
0.995,0.025,0,0.761439325060516
1.005,0.025,0,0.761547182824863
1.015,0.025,0,0.761718826207284
1.025,0.025,0,0.761956941143119
1.035,0.025,0,0.762266768884153
1.045,0.025,0,0.762655589521592
1.055,0.025,0,0.763131596335361
1.065,0.025,0,0.763702192710936
1.075,0.025,0,0.764371851104811
1.085,0.025,0,0.765139896472644
1.095,0.025,0,0.76599881924621
1.105,0.025,0,0.766933759913237
1.115,0.025,0,0.767923598579907
1.125,0.025,0,0.76894365593121
1.135,0.025,0,0.769969600004429
1.145,0.025,0,0.770981939853019
1.155,0.025,0,0.771970078662465
1.165,0.025,0,0.772934091197305
1.175,0.025,0,0.773882885293873
1.185,0.025,0,0.77482957485153
1.195,0.025,0,0.775786559467541
1.205,0.025,0,0.776762322348387
1.215,0.025,0,0.777760444862221
1.225,0.025,0,0.778780201106354
1.235,0.025,0,0.779817885386428
1.245,0.025,0,0.780868346304466
1.255,0.025,0,0.78192648636452
1.265,0.025,0,0.782988631417146
1.275,0.025,0,0.784053693025327
1.285,0.025,0,0.785124123279885
1.295,0.025,0,0.786206744601418
1.305,0.025,0,0.787313499180666
1.315,0.025,0,0.788461951989928
1.325,0.025,0,0.789674854432167
1.335,0.025,0,0.790977366443634
1.345,0.025,0,0.792390192911589
1.355,0.025,0,0.793918518163005
1.365,0.025,0,0.795541047695119
1.375,0.025,0,0.796790175863561
1.385,0.025,0,0.798033182980001
1.395,0.025,0,0.799626690763765
1.405,0.025,0,0.80108747789357
1.415,0.025,0,0.802376003652441
1.425,0.025,0,0.8034803504913
1.435,0.025,0,0.804405715471343
1.445,0.025,0,0.805162540809564
1.455,0.025,0,0.805759846890729
1.465,0.025,0,0.806203982972897
1.475,0.025,0,0.806500856585095
1.485,0.025,0,0.80665930563658
1.495,0.025,0,0.806693767773985
1.505,0.025,0,0.80662509351136
1.515,0.025,0,0.806479275063929
1.525,0.025,0,0.806284133515555
1.535,0.025,0,0.806064322927712
1.545,0.025,0,0.805835840412287
1.555,0.025,0,0.805601891407938
1.565,0.025,0,0.805351729900472
1.575,0.025,0,0.805062899959563
1.585,0.025,0,0.80470590388801
1.595,0.025,0,0.80424957236139
1.605,0.025,0,0.803665627261751
1.615,0.025,0,0.802931693961549
1.625,0.025,0,0.802032744457701
1.635,0.025,0,0.800961337654403
1.645,0.025,0,0.799717088213051
1.655,0.025,0,0.798305650510944
1.665,0.025,0,0.79673757181903
1.675,0.025,0,0.795026839580388
1.685,0.025,0,0.793189418860656
1.695,0.025,0,0.791241501070087
1.705,0.025,0,0.789194856758916
1.715,0.025,0,0.787051276534913
1.725,0.025,0,0.78479593234749
1.735,0.025,0,0.782390343680931
1.745,0.025,0,0.779773436296934
1.755,0.025,0,0.776863884158756
1.765,0.025,0,0.77355703242825
1.775,0.025,0,0.769735271918357
1.785,0.025,0,0.765333807301164
1.795,0.025,0,0.760345732482186
1.805,0.025,0,0.754802887673371
1.815,0.025,0,0.748753382106777
1.825,0.025,0,0.742274156972002
1.835,0.025,0,0.735471842310654
1.845,0.025,0,0.728469189753739
1.855,0.025,0,0.721377431478441
1.865,0.025,0,0.714285888985788
1.875,0.025,0,0.707263612051244
1.885,0.025,0,0.700361879588331
1.895,0.025,0,0.693613694118178
1.905,0.025,0,0.6870293511494
1.915,0.025,0,0.680588627944355
1.925,0.025,0,0.674233856017353
1.935,0.025,0,0.667873357754465
1.945,0.025,0,0.661359399749246
1.955,0.025,0,0.654594528100044
1.965,0.025,0,0.647656299645269
1.975,0.025,0,0.64059130899156
1.985,0.025,0,0.633444622729221
1.995,0.025,0,0.626260560872775
2.005,0.025,0,0.619049525194273
2.015,0.025,0,0.611815312141212
