t_s,p1_Pa,p2_Pa,mobA_kg,immobA_kg,dissA_kg,sealA_kg,mobB_kg,immobB_kg,dissB_kg,sealB_kg,M_C,CO2tot_kg
45000,109484.854546532,103624.930307719,0.00202642309964772,1.00437453022198e-06,0.000729958857997971,0.000220943851533619,0,3.08551924319643e-06,0.000959634746329468,2.92654694044175e-24,2.14024670739411,0.00855692983674834
45600,109484.854546532,103624.930307719,0.00202240463821633,9.62680109320019e-07,0.000734596166892809,0.000221933237650926,0,3.05034764708999e-06,0.000954607072036516,3.55243848281797e-24,2.1355757834786,0.00855687965089013
46200,109484.854546532,103624.930307719,0.0020186061916222,9.68149424956047e-07,0.000739005761452169,0.000222920732396079,0,3.00710630831098e-06,0.000950036721213052,4.30464835508003e-24,2.13404323439737,0.0085568688081392
46800,109484.854546532,103624.930307719,0.00201462455002429,9.23131502369015e-07,0.000743619209100471,0.000223902811551476,0,2.95349979917232e-06,0.000945511505201951,5.2058339713711e-24,2.13160565346688,0.00855686017576991
47400,109484.854546532,103624.930307719,0.00201073610659951,8.37945968853098e-07,0.000748313816920929,0.000224880073477844,0,2.90989885041669e-06,0.000941002803217701,6.28278059848439e-24,2.12885133461457,0.0085568629446121
48000,109484.854546532,103624.930307719,0.00200686985959386,8.61300170790984e-07,0.000752941081516183,0.00022585246118173,0,2.8585542673903e-06,0.000936641954061195,7.56870423309251e-24,2.1267648534128,0.00855685707211095
48600,109484.854546532,103624.930307719,0.00200296039110905,7.64528444729906e-07,0.000757811643060082,0.000226820588886648,0,2.81302754911646e-06,0.000932229645832937,9.09971478196916e-24,2.12432751577925,0.0085568571872163
49200,109484.854546532,103624.930307719,0.00199898576542338,7.6596911145844e-07,0.000762785448020836,0.000227783836825586,0,2.76946726616485e-06,0.000927847206646832,1.09190399064408e-23,2.1221110541787,0.00855685591353958
49800,109484.854546532,103624.930307719,0.00199504230246347,7.1471276465756e-07,0.000767778056551128,0.000228742368033372,0,2.72406814401826e-06,0.000923589068966991,1.30799351212036e-23,2.11957908680531,0.00855685520894764
50400,109484.854546532,103624.930307719,0.00199104416788358,6.4912576073e-07,0.00077286890336317,0.000229695983688973,0,2.66712195981344e-06,0.000919367291980584,1.56403325900887e-23,2.11532664701302,0.00855684499391891
51000,109484.854546532,103624.930307719,0.00198683108704028,7.87247756318896e-07,0.000778089674048384,0.000230644947169893,0,2.61231840977403e-06,0.000915170615498577,1.86671180871846e-23,2.11047591337749,0.00855682857072857
51600,109484.854546532,103624.930307719,0.00198203474634263,8.82374487047951e-07,0.000783555191244197,0.000231589802148865,0,2.57963292693938e-06,0.000911052885260367,2.22421241360474e-23,2.10448762602852,0.00855682339160166
52200,109484.854546532,103624.930307719,0.00197733972206559,9.52432171484915e-07,0.00078874078042174,0.000232530996849366,0,2.53425801097616e-06,0.000907156724173459,2.6461255139638e-23,2.09775909788736,0.00855682048599672
52800,109484.854546532,103624.930307719,0.00197264585964625,9.39626390650405e-07,0.000794013296360667,0.000233468408164497,0,2.47660575659343e-06,0.000903365062151371,3.14265728038332e-23,2.08909854424101,0.00855681769537304
53400,109484.854546532,103624.930307719,0.00196839671310338,1.02965651714597e-06,0.000798725526220294,0.000234401556035683,0,2.42169241212059e-06,0.000899768877803347,3.72658539024533e-23,2.08000108920144,0.00855682287061672
54000,109484.854546532,103624.930307719,0.00196392029491288,1.07218402588966e-06,0.000803747688727426,0.000235330290389181,0,2.3835914779505e-06,0.000896153307238608,4.41191526770546e-23,2.06927668883442,0.00855683347070983
54600,109484.854546532,103624.930307719,0.00195895772454521,1.08481711189579e-06,0.000809290257972134,0.000236253802284424,0,2.33555867993479e-06,0.000892462988520852,5.2136980284397e-23,2.05851272550571,0.0085568340642087
55200,109484.854546532,103624.930307719,0.00195348641908937,9.89545706572072e-07,0.000815546898970474,0.000237172223420961,0,2.27768153658189e-06,0.00088866915143648,6.15044349699598e-23,2.04593555270291,0.00855683363387459
55800,109484.854546532,103624.930307719,0.00194772710997472,1.16734244036782e-06,0.000821803048672251,0.000238087168964078,0,2.22878800875198e-06,0.000884919219196632,7.24456720092673e-23,2.03166298554113,0.00855684548052942
56400,109484.854546532,103624.930307719,0.00194259262434678,1.14429394148741e-06,0.00082762083525996,0.000238998043776409,0,2.18442838450126e-06,0.000881340549585676,8.52093295500107e-23,2.01860610531851,0.00855684214122726
57000,109484.854546532,103624.930307719,0.00193695350790642,1.37003642553559e-06,0.000833707792703685,0.000239904357966401,0,2.13590757302506e-06,0.000877754826856784,1.00061927794151e-22,2.00590951718441,0.00855683989061492
57600,109484.854546532,103624.930307719,0.00193402327435534,1.24438360764691e-06,0.000838380709352694,0.000240808566805425,0,2.07559332655762e-06,0.000874356127194721,1.17344861928894e-22,2.00216684172806,0.00855683383199548
58200,109484.854546532,103624.930307719,0.00193238097578163,7.64022668109806e-07,0.000842102856747375,0.000241698310274233,0,2.02635559935749e-06,0.000871257155456213,1.37435122449952e-22,2.00686168368206,0.00855683374225756
58800,109484.854546532,103624.930307719,0.00193081048182738,4.86730290155561e-07,0.000845984570745545,0.000242564387815896,0,1.97568297692919e-06,0.000867890290914784,1.60689713847905e-22,2.01501436776613,0.00855683235808525
59400,109484.854546532,103624.930307719,0.00192688477368195,4.45097048537943e-07,0.000851546146511632,0.0002434151104744,0,1.92714270700309e-06,0.000864058475277195,1.87540862721266e-22,2.02487253399194,0.00855682948753129
60000,109484.854546532,103624.930307719,0.00192310397679717,2.87158101033535e-07,0.000857017705922377,0.00024425977926633,0,1.86701447794945e-06,0.000860337088305473,2.18572502266006e-22,2.02989524728536,0.0085568327575923
60600,109484.854546532,103624.930307719,0.00191888648669568,6.20375254123806e-07,0.000862579836605642,0.000245103472465252,0,1.81517403683851e-06,0.000856711726033553,2.54397446508364e-22,2.03170292810949,0.00855680786032271
61200,109484.854546532,103624.930307719,0.00191531340882946,7.17729643992696e-07,0.000867621104081811,0.000245948313596409,0,1.76155420668845e-06,0.000853487227940872,2.95786513445685e-22,2.03156758105705,0.00855677686548752
61800,109484.854546532,103624.930307719,0.00191229572719224,4.6853623035228e-07,0.000872123962446057,0.000246792550713486,0,1.71330996538486e-06,0.000850525366039281,3.4357145593457e-22,2.02618662360472,0.00855677690759516
62400,109484.854546532,103624.930307719,0.0019087138336715,6.46748930367009e-07,0.000876441727134428,0.00024763356366717,0,1.65470067565762e-06,0.00084768082737508,3.98533444836255e-22,2.01748838562578,0.00855678312270853
63000,109484.854546532,103624.930307719,0.00190490403679821,7.15628149635739e-07,0.000880947199493391,0.000248472067722101,0,1.60318069973777e-06,0.000844830478383052,4.61669858775738e-22,2.00677856729905,0.0085567828295515
63600,109484.854546532,103624.930307719,0.00190117354014545,5.93146074836658e-07,0.000885430319509695,0.000249307392758862,0,1.55223818183104e-06,0.000842004840107028,5.34120963676692e-22,1.99481939797658,0.00855677589484944
64200,109484.854546532,103624.930307719,0.00189711281709064,7.34188357087285e-07,0.000889796523267944,0.000250139763988351,0,1.5059193045102e-06,0.000839187340844184,6.17147550628903e-22,1.98206765506788,0.00855678127803468
64800,109484.854546532,103624.930307719,0.00189306486203944,7.57084074448814e-07,0.000894056905906943,0.000250969132059894,0,1.44939604915228e-06,0.000836356480900079,7.12194404589099e-22,1.97028659390194,0.00855677513478126
65400,109484.854546532,103624.930307719,0.00188900881272047,8.13479574371819e-07,0.00089821559033758,0.00025179512746407,0,1.39322748446465e-06,0.000833522132502221,8.20803258450862e-22,1.95896746320897,0.00855677148140592
66000,109484.854546532,103624.930307719,0.00188514583896652,8.08019640630512e-07,0.000902395056821839,0.000252616525422671,0,1.34182429054951e-06,0.000830599739794149,9.44709688060242e-22,1.94767178580451,0.00855677391273877
66600,109484.854546532,103624.930307719,0.00188132612804035,7.34482981311285e-07,0.000906731812685834,0.000253433887612921,0,1.29161848355163e-06,0.000827575512033517,1.08586201408889e-21,1.93775228722564,0.00855676543864723
67200,109484.854546532,103624.930307719,0.00187771444120184,4.051679301443e-07,0.000911058534111886,0.000254249154609916,0,1.23562747253758e-06,0.000824659616919425,1.24677437091499e-21,1.93088474704739,0.00855675968485481
67800,109484.854546532,103624.930307719,0.00187389740904946,3.95681892087909e-07,0.000915378912732732,0.000255065465328234,0,1.18226901433407e-06,0.000821994449044615,1.4301885725485e-21,1.92832224601113,0.00855675666793684
68400,109484.854546532,103624.930307719,0.00186996205485527,6.01602865211759e-07,0.000919796304286242,0.000255879283446623,0,1.14003462174179e-06,0.000819380511520607,1.63885315981312e-21,1.92782602823666,0.00855675636806115
69000,109484.854546532,103624.930307719,0.00186603584812578,5.14979746141593e-07,0.000924366606408148,0.000256691032260694,0,1.09071613136681e-06,0.000816855463020079,1.87605211608369e-21,1.92509675432143,0.00855674788520373
69600,109484.854546532,103624.930307719,0.00186135992284553,6.97284771452832e-07,0.000929226706840304,0.000257499555157325,0,1.03853634624077e-06,0.00081436716079256,2.14530091036398e-21,1.92119387371155,0.00855674955012407
70200,109484.854546532,103624.930307719,0.00185690304489114,7.62104769643615e-07,0.000933989556822837,0.000258305875101196,0,1.0020383287756e-06,0.000811916753424726,2.45087929338835e-21,1.91754845110699,0.00855676659203489
70800,109484.854546532,103624.930307719,0.0018523674298171,6.18197050148731e-07,0.000939001470124364,0.000259109203993003,0,9.61650353447675e-07,0.000809462091796993,2.79749651025669e-21,1.91444858630623,0.0085567578694899
71400,109484.854546532,103624.930307719,0.00184750406480733,8.01187108736767e-07,0.000944064102539641,0.000259909246429213,0,9.31099166867741e-07,0.00080702385425854,3.19161728581949e-21,1.91119026778249,0.00855680438010153
72000,109484.854546532,103624.930307719,0.00184312527999604,6.99084711700253e-07,0.000948878261999412,0.000260708044710478,0,9.14858210613232e-07,0.000804636771494622,3.64250122158459e-21,1.90795066828432,0.00855680677409557
72600,109484.854546532,103624.930307719,0.00183907394729864,8.10878108549953e-07,0.000953069832546372,0.000261504614734863,0,8.98404984270204e-07,0.00080240156599791,4.16323022726905e-21,1.90517874293183,0.00855680500875716
73200,109484.854546532,103624.930307719,0.00183466972763003,1.01420579183813e-06,0.000957539589443726,0.000262298554511527,0,8.84014452710847e-07,0.000800127632782565,4.77270870376973e-21,1.90093285015065,0.00855680250466033
73800,109484.854546532,103624.930307719,0.00183075710963702,9.11975548406759e-07,0.000961823682966098,0.000263090264937972,0,8.69371704921979e-07,0.000797912715673399,5.51335432824476e-21,1.89637015242355,0.00855680595785752
74400,109484.854546532,103624.930307719,0.00182649797065784,8.30954407300747e-07,0.000966468178746765,0.000263878728044126,0,8.53585487602487e-07,0.000795650155368049,6.46703273064174e-21,1.89037756330657,0.00855681920141172
75000,109484.854546532,103624.930307719,0.0018216548626685,1.09424278346653e-06,0.000971387463846557,0.000264664154648844,0,8.36511711352558e-07,0.000793355571930549,7.82126874668492e-21,1.88315367884629,0.00855682950370689
75600,109484.854546532,103624.930307719,0.00181717774171649,7.8416801304137e-07,0.000976526479222696,0.000265446660273046,0,8.19400361102024e-07,0.000791033468492598,1.00052078225569e-20,1.87542616094217,0.00855682660678677
76200,109484.854546532,103624.930307719,0.00181221459608976,1.10806745533601e-06,0.00098154666249774,0.000266227114610721,0,8.03327971248315e-07,0.000788757571378383,1.39241569421444e-20,1.86913210520809,0.00855684802841911
76800,109484.854546532,103624.930307719,0.00180763019566039,9.19502052869432e-07,0.000986673629869695,0.00026700453324852,0,7.86881212511492e-07,0.000786468862423172,2.16017776284932e-20,1.86020889927125,0.00855683635157629
77400,109484.854546532,103624.930307719,0.00180286789154817,1.19764939573206e-06,0.000991500861029448,0.000267780187402527,0,7.70596483674169e-07,0.000784252055322518,3.71872522090852e-20,1.85308057288916,0.00855683087100014
78000,109484.854546532,103624.930307719,0.00179950293744722,1.31676354889891e-06,0.000995683402374641,0.000268551512159583,0,7.54512391259804e-07,0.000781989294866259,7.07729784212035e-20,1.84948049827038,0.0085568058298193
78600,109484.854546532,103624.930307719,0.00179800061318547,1.03113214975277e-06,0.000998805801778509,0.000269312848145457,0,7.396433533532e-07,0.000779887517242103,1.41782328214294e-19,1.84767550369346,0.00855681162821685
79200,109484.854546532,103624.930307719,0.00179683184346023,7.78502728866762e-07,0.00100153288204916,0.000270059530833172,0,7.23954371809919e-07,0.000777883072202374,2.780019263767e-19,1.84702344575799,0.00855680252495029
79800,109484.854546532,103624.930307719,0.0017939320532477,5.87365641977685e-07,0.00100597216806824,0.000270783635876981,0,7.05765537812537e-07,0.000775459475200533,5.73194850721616e-19,1.84917051799991,0.00855680615836006
80400,109484.854546532,103624.930307719,0.00179021446222373,4.37682214728595e-07,0.00101100554634264,0.000271499991063701,0,6.87313170293332e-07,0.000772887991642234,1.33694936324678e-18,1.85175733719052,0.0085567949274897
81000,109484.854546532,103624.930307719,0.00178629980374603,4.7607178313315e-07,0.00101605185284326,0.000272213373701136,0,6.69089571269829e-07,0.000770322165649045,3.22167624947691e-18,1.85463550045059,0.00855677576691121
81600,109484.854546532,103624.930307719,0.0017829000931469,3.18666170605007e-07,0.00102081932661535,0.00027292936430927,0,6.5036732599912e-07,0.000767977755870763,7.59999745297426e-18,1.85801072859759,0.00855672024056136
82200,109484.854546532,103624.930307719,0.00177917917198552,8.01490192678305e-07,0.00102515551059113,0.000273646002055832,0,6.31766792992535e-07,0.000765796217396705,1.64943287148596e-17,1.86072074629296,0.00855670549181819
82800,109484.854546532,103624.930307719,0.00177587198996573,6.28319526211946e-07,0.00102948608650142,0.000274361523747168,0,6.17416717777016e-07,0.000763647812322328,3.36642135331737e-17,1.85970383417298,0.00855669065295874
83400,109484.854546532,103624.930307719,0.0017725321997765,6.84412563597603e-07,0.00103334744934504,0.000275076744671602,0,6.02410451402589e-07,0.000761609974622435,6.52837508733776e-17,1.85452240994273,0.0085566682172952
84000,109484.854546532,103624.930307719,0.00176897660947594,1.0017810170162e-06,0.00103713913623757,0.000275790118331146,0,5.86233404001181e-07,0.000759570762744359,1.21078975797203e-16,1.84638208663751,0.00855668586249432
84600,109484.854546532,103624.930307719,0.00176601111631577,7.75590618282541e-07,0.00104082881188761,0.000276502493947419,0,5.68887488026344e-07,0.000757556956523166,2.19064992308435e-16,1.83616971281456,0.008556691801318
85200,109484.854546532,103624.930307719,0.00176270310425744,7.12807583142717e-07,0.00104476346248579,0.000277212670967899,0,5.52305188669083e-07,0.000755469359613181,3.90882095717986e-16,1.82485984084392,0.0085567010442648
85800,109484.854546532,103624.930307719,0.00175953763018676,5.97391585884207e-07,0.00104850273650755,0.000277922637418216,0,5.3464824651367e-07,0.000753391318693287,6.91021232924608e-16,1.81268261605667,0.00855669482108029
86400,109484.854546532,103624.930307719,0.00175618477876655,5.97851341131221e-07,0.00105238726414591,0.000278630660789437,0,5.15330755332326e-07,0.000751259116538653,1.21100865135679e-15,1.80092569848099,0.00855674060146711
87000,109484.854546532,103624.930307719,0.0017527672412481,5.83370539271641e-07,0.00105637629422628,0.000279337757822035,0,4.99236691322599e-07,0.000749046209683728,2.11442664894972e-15,1.79062281292025,0.00855673740180751
87600,109484.854546532,103624.930307719,0.00174930186911446,5.92482136056717e-07,0.00106032355378031,0.000280043289059636,0,4.83392969566364e-07,0.000746800543361038,3.67004008207109e-15,1.78116969459469,0.00855675171430161
88200,109484.854546532,103624.930307719,0.00174586083419808,5.98870053120646e-07,0.00106432544664028,0.000280746333048208,0,4.6679848448804e-07,0.000744462080970474,6.3371925221501e-15,1.77191932807949,0.00855677520253112
88800,109484.854546532,103624.930307719,0.0017427458666385,5.65645763423018e-07,0.00106803413973744,0.000281449478862968,0,4.49066053517223e-07,0.000742247608355983,1.08053228071518e-14,1.76359139490038,0.00855677338899125
89400,109484.854546532,103624.930307719,0.00173953608478271,4.69941375366856e-07,0.00107193079212836,0.000282151601487509,0,4.29472252313659e-07,0.00073997161661869,1.8200490329098e-14,1.75673609673718,0.00855676864646111
90000,109484.854546532,103624.930307719,0.00173594334810576,6.5729661933778e-07,0.00107617390155597,0.000282851797618149,0,4.08650571866346e-07,0.000737616143952779,3.05731567240452e-14,1.75078234232973,0.00855678173688497
90600,109484.854546532,103624.930307719,0.00173269613846308,5.60415978779115e-07,0.00108048378275886,0.000283549134206406,0,3.88267229246338e-07,0.000735211989132943,5.0080710365853e-14,1.74653669032607,0.00855679138037537
91200,109484.854546532,103624.930307719,0.0017293085491229,5.85633740397352e-07,0.00108484637874667,0.000284244618042912,0,3.71180406209312e-07,0.000732776186763797,8.11134847499939e-14,1.74617329634807,0.00855680797851502
91800,109484.854546532,103624.930307719,0.00172592727384039,5.05698879718052e-07,0.00108929750985978,0.000284938263132757,0,3.52221467557128e-07,0.00073031105827887,1.30757762994898e-13,1.74778700748229,0.00855682650097554
92400,109484.854546532,103624.930307719,0.00172241697448001,3.92152212981502e-07,0.00109406124418523,0.000285629864059149,0,3.31572505632633e-07,0.000727786651782236,2.08175007910804e-13,1.7500963636256,0.00855680399691427
93000,109484.854546532,103624.930307719,0.00171703661489338,6.29787974536904e-07,0.00109987878392574,0.00028631809000363,0,3.11330074652708e-07,0.000725236360657199,3.27201486724102e-13,1.75225846492627,0.00855681797889149
93600,109484.854546532,103624.930307719,0.00171104973459535,7.77047569747859e-07,0.00110636311167712,0.000287003458543146,0,2.88806900504643e-07,0.00072257584057423,5.13491466134746e-13,1.75318041468842,0.0085568502502292
94200,109484.854546532,103624.930307719,0.0017041787766755,8.67168178856001e-07,0.00111386377897907,0.000287684601539079,0,2.63590492121814e-07,0.000719734320073356,8.04300839298824e-13,1.75198118591659,0.00855685575271692
94800,109484.854546532,103624.930307719,0.00169793974289701,1.0560945482676e-06,0.00112053629826189,0.000288368154020479,0,2.37816914590264e-07,0.000717067803098889,1.25043436984692e-12,1.75240786652312,0.00855685133199132
95400,109484.854546532,103624.930307719,0.00169351189019772,1.04770362536954e-06,0.00112538400326922,0.000289055733452801,0,2.17370839436844e-07,0.000714763305410754,1.89145147482616e-12,1.75414324983138,0.00855683614465722
96000,109484.854546532,103624.930307719,0.00168976182529152,8.80769387475397e-07,0.00112965935225621,0.000289742834638663,0,1.94841156560004e-07,0.000712610694840224,2.76786838063821e-12,1.75571041234169,0.00855683575091753
96600,109484.854546532,103624.930307719,0.00168542044714237,1.14934638887125e-06,0.00113412758041565,0.000290426750204862,0,1.69715658123891e-07,0.000710440032800369,3.94903114700435e-12,1.75690995404472,0.00855685697021501
97200,109484.854546532,103624.930307719,0.00168129917588501,9.81394921503925e-07,0.00113881004893895,0.000291109430622841,0,1.41906464835416e-07,0.000708235718066018,5.57304150645245e-12,1.75728629342068,0.00855685064659826
97800,109484.854546532,103624.930307719,0.00167724702229476,8.85691488173082e-07,0.00114332809884468,0.000291791034644053,0,1.13236324420763e-07,0.000706075039785731,7.78235913669568e-12,1.75727875181448,0.00855683659336854
98400,109484.854546532,103624.930307719,0.00167260083954402,1.0486841988399e-06,0.00114824678912623,0.000292469732918696,0,8.66445868272398e-08,0.000703851187700502,1.07388770295517e-11,1.75682807737025,0.00855684904199598
99000,109484.854546532,103624.930307719,0.00166832947514979,1.03062665891147e-06,0.0011529289726535,0.000293147733130131,0,6.40109958706972e-08,0.000701674358575881,1.46700884128626e-11,1.75754509909539,0.00855683519344911
99600,109484.854546532,103624.930307719,0.00166568212643427,1.21190427701578e-06,0.00115637261105377,0.000293825164971782,0,4.76453280631909e-08,0.000699540499460439,1.97739879684615e-11,1.7592529628377,0.00855683907740451
100200,109484.854546532,103624.930307719,0.00166428960389691,9.60617027879919e-07,0.00115929438323759,0.000294499235539123,0,3.3536126389559e-08,0.000697490423269201,2.63562954713179e-11,1.76134517187165,0.00855683778922649
100800,109484.854546532,103624.930307719,0.00166270254786106,7.43092903956963e-07,0.00116202460778479,0.000295157898951144,0,1.83793970693829e-08,0.000695623464688823,3.457512075838e-11,1.76373799027227,0.00855683530733198
101400,109484.854546532,103624.930307719,0.00165967982986252,5.67977480397949e-07,0.00116637304236052,0.000295791115708715,0,7.58561790922667e-09,0.00069326369351572,4.51798877444941e-11,1.76707101510027,0.00855684789273664
102000,109484.854546532,103624.930307719,0.00165640099010278,4.12727538608182e-07,0.00117088169544106,0.000296420140485389,0,1.43257356783984e-09,0.000690844247409912,5.91208363200197e-11,1.76967568291139,0.00855684438039589
