t_s,p1_Pa,p2_Pa,mobA_kg,immobA_kg,dissA_kg,sealA_kg,mobB_kg,immobB_kg,dissB_kg,sealB_kg,M_C,CO2tot_kg
14400,109521.652902447,103651.467437854,0.00220885501511592,0,0.000528104448145974,0.000157022593662549,2.65844636601313e-06,0,0.000258217537891585,1.00542378305727e-27,1.61814306714232,0.00635102527945896
15000,109518.405785969,103647.708108416,0.00220903416950462,0,0.000530046030318523,0.000158691280752338,3.16507875306287e-06,0,0.000410037112802439,1.40895227657441e-27,1.67628189610184,0.00671871086650073
15600,109514.067633402,103643.425401853,0.00220907929981936,0,0.000532075173257621,0.000160332642832145,6.30230825052028e-06,0,0.000562430215562329,1.49454511085587e-27,1.73665988608596,0.00708638574564304
16200,109510.586188065,103640.397710066,0.00220922501254299,0,0.000534208088801236,0.000161958204318934,9.56301405848119e-06,4.39897843698037e-08,0.000716235064972544,1.39508327683294e-27,1.79942923107115,0.00745406206265084
16800,109509.000310056,103639.476522446,0.00220946645048173,0,0.000536434945148927,0.000163563133379499,1.30981093781285e-05,0,0.000870850299581206,1.26527780702939e-27,1.86311948802628,0.00782173815750456
17400,109508.065086592,103639.029486842,0.00220930125745154,0,0.000538732559518059,0.00016513747182054,1.7724291184335e-05,6.71488798686158e-15,0.00102556765317394,1.14562116295051e-27,1.92263755881396,0.00818940612364494
18000,109512,103641,0.0022095320799817,0,0.000541119024067834,0.000166709520722734,2.35531765227183e-05,3.73377480210225e-15,0.00117887161112406,1.04707096618765e-27,1.97401500080206,0.00855707303623832
18600,109484.854546532,103624.930307719,0.00220501933224136,6.52871312570478e-08,0.000544390821862025,0.000168140742607333,2.09000395757036e-08,7.94568878651265e-06,0.00119362077567623,1.01775728980847e-27,2.00972187628581,0.00855748462498591
19200,109484.854546532,103624.930307719,0.00219972043946041,9.3415825582839e-08,0.000549776431205276,0.000169586736529112,5.77130908125705e-09,7.29153999306566e-06,0.00118809410537147,1.00549629913237e-27,2.03613813967064,0.00855741946344441
19800,109484.854546532,103624.930307719,0.00219371303887833,4.9849328417314e-07,0.000555453683765846,0.000171016193291844,1.96339157975262e-09,6.70546928133652e-06,0.00118108000568135,1.002510866313e-27,2.05841401201207,0.00855736636005982
20400,109484.854546532,103624.930307719,0.00218804131166894,5.12652726674906e-07,0.000561082778097023,0.000172429388937641,1.27707288529966e-09,6.21550844874506e-06,0.00117413285435571,1.00863744783335e-27,2.07710375072592,0.00855731041594876
21000,109484.854546532,103624.930307719,0.00218330391983701,7.86361138053793e-07,0.00056542481154593,0.000173830690763077,0,5.85818955215685e-06,0.00116776811758909,1.02795716914192e-27,2.0945333689145,0.00855727185459749
21600,109484.854546532,103624.930307719,0.0021791946134938,7.14326432642021e-07,0.000569395400464787,0.000175216919444304,0,5.66123144660474e-06,0.00116149031839106,1.06244892520668e-27,2.11159575169792,0.00855724464169447
22200,109484.854546532,103624.930307719,0.00217508729300469,7.76418921577609e-07,0.000573207332177751,0.000176589389791041,0,5.57460634192252e-06,0.00115511935887664,1.11580468346483e-27,2.13210738411467,0.00855722570133153
22800,109484.854546532,103624.930307719,0.00217101213310796,7.08949203381828e-07,0.000577058515374016,0.00017794876570855,0,5.49553891198717e-06,0.0011487283862619,1.19361850198192e-27,2.15343396038711,0.00855720358307059
23400,109484.854546532,103624.930307719,0.0021665764653303,6.3909752369024e-07,0.000581327278232018,0.000179294612287727,0,5.38778043409231e-06,0.00114221861805401,1.30297994619104e-27,2.17439214892279,0.00855718894711141
24000,109484.854546532,103624.930307719,0.00216204718335697,5.84436879379976e-07,0.000585625377441006,0.000180628265891001,0,5.28714781832708e-06,0.00113571545571282,1.45379834217973e-27,2.19429926908528,0.00855716579834155
24600,109484.854546532,103624.930307719,0.00215794862443595,3.09897354517957e-07,0.000589632048844198,0.000181950580419893,0,5.18556333243808e-06,0.00112941816214583,1.6589663924167e-27,2.20995806363055,0.00855713786154729
25200,109484.854546532,103624.930307719,0.00215322705134907,4.53699993108626e-07,0.000593879985750709,0.000183261119605986,0,5.09646732995756e-06,0.00112322539135021,1.93499604219084e-27,2.22176466728319,0.00855713558171718
25800,109484.854546532,103624.930307719,0.00214897923410979,4.57356639329193e-07,0.000597771627143065,0.000184560567707015,0,5.01669625843589e-06,0.00111737145362399,2.30358286869506e-27,2.23104886385659,0.00855712135278185
26400,109484.854546532,103624.930307719,0.00214443368181443,3.57697685176258e-07,0.000602292069317045,0.000185847778018781,0,4.96466902853113e-06,0.00111146902608009,2.79156533045467e-27,2.23979198219049,0.00855711544823278
27000,109484.854546532,103624.930307719,0.0021398525183892,5.42320986455629e-07,0.000606466971300919,0.000187124546160516,0,4.91621510230414e-06,0.00110590821680606,3.43468867194967e-27,2.24610727160015,0.00855710038920084
27600,109484.854546532,103624.930307719,0.00213530156800068,3.53569931302911e-07,0.000611118007494812,0.000188390933908411,0,4.85913500741835e-06,0.0011004233432436,4.27720637887463e-27,2.24957246754878,0.00855708173617162
28200,109484.854546532,103624.930307719,0.00213062018568185,4.6549809185797e-07,0.000615495380092966,0.00018964659534269,0,4.81151940111724e-06,0.00109527566107898,5.37666431773525e-27,2.25051047552919,0.00855706559469226
28800,109484.854546532,103624.930307719,0.00212618154437407,5.36805728882617e-07,0.000619716009275978,0.000190892775229797,0,4.75822176873311e-06,0.00109039153814084,6.80538948447179e-27,2.24998946782709,0.00855704476128896
29400,109484.854546532,103624.930307719,0.00212203170488861,5.0585276303517e-07,0.000623663539550046,0.000192129119975313,0,4.69585205353661e-06,0.00108578768118153,8.65489362607809e-27,2.2494447396337,0.00855702546180823
30000,109484.854546532,103624.930307719,0.00211792902983082,5.49513067210842e-07,0.000627552806301468,0.000193355623957854,0,4.62688927121837e-06,0.00108132187555885,1.10388440518346e-26,2.2520732489402,0.00855701058056812
30600,109484.854546532,103624.930307719,0.00211409355851933,2.61481914534529e-07,0.000631671134598875,0.000194572033203697,0,4.56091299242473e-06,0.00107683815695957,1.40976158335612e-26,2.25463381471082,0.00855698282138568
31200,109484.854546532,103624.930307719,0.00210983502366958,4.76563165443732e-07,0.000635792534337864,0.000195779478025652,0,4.49178821361929e-06,0.00107259352471454,1.8013084212021e-26,2.2569672237218,0.00855697274883466
31800,109484.854546532,103624.930307719,0.00210596422157489,4.5145154497083e-07,0.000639819186231706,0.000196978785448499,0,4.41329167355847e-06,0.00106859367816801,2.30088961437872e-26,2.25886472709475,0.00855696597676848
32400,109484.854546532,103624.930307719,0.00210217574878544,3.52331693320347e-07,0.00064386759498432,0.000198168452155932,0,4.33026953510768e-06,0.00106478970982184,2.93599493423856e-26,2.25869374014912,0.00855697870929221
33000,109484.854546532,103624.930307719,0.0020983418769779,3.59069168502004e-07,0.000647781699050489,0.000199350237574508,0,4.23990693789787e-06,0.00106109931852191,3.74120127711114e-26,2.2571702506039,0.00855698866115517
33600,109484.854546532,103624.930307719,0.00209424853894744,6.02984110347132e-07,0.000651822980272378,0.000200523134085856,0,4.16677738138947e-06,0.00105723283682197,4.75821210884217e-26,2.25616654813964,0.00855701554381553
34200,109484.854546532,103624.930307719,0.00209072131382958,3.36783147132331e-07,0.000655837547372233,0.00020168767937595,0,4.10325308416923e-06,0.00105312890231098,6.03936097071223e-26,2.25570680538939,0.00855704002737017
34800,109484.854546532,103624.930307719,0.00208701085691376,4.41194095840969e-07,0.000659529520157078,0.000202844594493898,0,4.03392166421883e-06,0.00104885591042621,7.64920942158977e-26,2.25360327742316,0.00855705089823887
35400,109484.854546532,103624.930307719,0.00208345134439896,4.06026191438078e-07,0.000663293825422043,0.00020399337160975,0,3.9642414355141e-06,0.0010442876654544,9.66532246041902e-26,2.25159271183047,0.00855706267111356
36000,109484.854546532,103624.930307719,0.00207981795325934,4.75985227969593e-07,0.000667109995800907,0.000205133957939216,0,3.89284121300967e-06,0.00103945357445005,1.21819340351797e-25,2.25158843659526,0.0085570520266509
36600,109484.854546532,103624.930307719,0.00207622494691812,6.02763537755097e-07,0.000670852301970907,0.000206266904725977,0,3.83845582741474e-06,0.00103442950728049,1.53165551234848e-25,2.24905276849994,0.00855705879960604
37200,109484.854546532,103624.930307719,0.00207285232844163,6.80584659173925e-07,0.000674749418270694,0.000207391701084396,0,3.77672721525416e-06,0.00102913103784328,1.92070667622092e-25,2.24623355558734,0.008557073197201
37800,109484.854546532,103624.930307719,0.00207120193797947,6.22228679771716e-07,0.000677816832434564,0.000208508938727059,0,3.72121826992753e-06,0.00102368404079659,2.40242673138273e-25,2.24502010308762,0.00855708084535061
38400,109484.854546532,103624.930307719,0.00207118943334332,3.95236354239433e-07,0.000680124816895282,0.00020961973435795,0,3.65243622243929e-06,0.00101825076028473,2.99745955137848e-25,2.2456989452375,0.00855707350591837
39000,109484.854546532,103624.930307719,0.00206920622638802,2.85960253480391e-07,0.000683294929746658,0.00021071705535916,0,3.59476141076093e-06,0.00101316170993074,3.73164196778494e-25,2.24190255512466,0.00855709436789833
39600,109484.854546532,103624.930307719,0.00206789666720799,1.7834514922272e-07,0.000686007451398889,0.00021179103699366,0,3.54476307274672e-06,0.00100838708726363,4.63549582290497e-25,2.2384638300907,0.00855710865128191
40200,109484.854546532,103624.930307719,0.00206388810543989,0,0.000690937869992342,0.00021283215253294,0,3.49063929996811e-06,0.00100248426122875,5.74060520090363e-25,2.23296132914866,0.00855710649284219
40800,109484.854546532,103624.930307719,0.00205922498451485,5.57241830771414e-08,0.000696192054762008,0.000213863497185193,0,3.43834846188603e-06,0.000996384577594306,7.09167814418739e-25,2.22382975919762,0.00855709451528439
41400,109484.854546532,103624.930307719,0.00205388407409151,5.91571526005788e-07,0.000701680645778751,0.000214887537471745,0,3.37945744102409e-06,0.000990337399933579,8.74042040406912e-25,2.21200287375202,0.00855708456243623
42000,109484.854546532,103624.930307719,0.00204894830457101,5.56105616918959e-07,0.000707158139635125,0.000215910883791973,0,3.32750352274547e-06,0.000984868373653222,1.07487691649297e-24,2.19984765034355,0.00855705243307241
42600,109484.854546532,103624.930307719,0.00204428970822091,5.89703830330735e-07,0.000712064271664355,0.000216930090171114,0,3.28636385500337e-06,0.000979761446459971,1.31909415097275e-24,2.18636478522458,0.00855704705115606
43200,109484.854546532,103624.930307719,0.00203969906590287,7.61921725038303e-07,0.000716492334411843,0.000217943466870249,0,3.23402733130179e-06,0.000974856619175965,1.6154100799737e-24,2.17263044405504,0.00855702771041217
43800,109484.854546532,103624.930307719,0.00203501651496929,1.04524776188703e-06,0.00072092051581732,0.000218949472428848,0,3.19512817203736e-06,0.000969784908817904,1.97357159868385e-24,2.15889745168117,0.00855700986510236
44400,109484.854546532,103624.930307719,0.00203057439001031,1.21869280488391e-06,0.000725281494575204,0.000219949293275175,0,3.14654050134986e-06,0.000964728749018168,2.40593620451092e-24,2.14789467262877,0.00855697371416637
