x_m,y_m,Sg,C_kgm3
0.755,0.005,0,1.00753828794285
0.765,0.005,0,1.00914558279813
0.775,0.005,0,1.01085301894834
0.785,0.005,0,1.01263320703218
0.795,0.005,0,1.01446221863428
0.805,0.005,0,1.01631845151643
0.815,0.005,0,1.01818942136076
0.825,0.005,0,1.02007163092009
0.835,0.005,0,1.02196945654273
0.845,0.005,0,1.02387773035678
0.855,0.005,0,1.02579000473056
0.865,0.005,0,1.02770086911584
0.875,0.005,0,1.02960570924609
0.885,0.005,0,1.03150041906005
0.895,0.005,0,1.03338130128928
0.905,0.005,0,1.03524501110251
0.915,0.005,0,1.03708840382942
0.925,0.005,0,1.03890846897103
0.935,0.005,0,1.04070219715154
0.945,0.005,0,1.04246658036136
0.955,0.005,0,1.0441986262857
0.965,0.005,0,1.04589538840231
0.975,0.005,0,1.04755415456972
0.985,0.005,0,1.04917252530569
0.995,0.005,0,1.05074853011783
1.005,0.005,0,1.05228059733727
1.015,0.005,0,1.0537680861286
1.025,0.005,0,1.05521002673146
1.035,0.005,0,1.05660632603052
1.045,0.005,0,1.05795708288893
1.055,0.005,0,1.05926234863288
1.065,0.005,0,1.06052231665706
1.075,0.005,0,1.0617369723804
1.085,0.005,0,1.06290614740266
1.095,0.005,0,1.06402965621483
1.105,0.005,0,1.06510708785164
1.115,0.005,0,1.06613802880334
1.125,0.005,0,1.06712221126814
1.135,0.005,0,1.06805883055498
1.145,0.005,0,1.06894848917469
1.155,0.005,0,1.06979099492573
1.165,0.005,0,1.07058635662564
1.175,0.005,0,1.07133499593856
1.185,0.005,0,1.07203744995499
1.195,0.005,0,1.07269441523474
1.205,0.005,0,1.07330670212407
1.215,0.005,0,1.07387524997571
1.225,0.005,0,1.07440105030708
1.235,0.005,0,1.07488515112631
1.245,0.005,0,1.07532861012256
1.255,0.005,0,1.07573250127879
1.265,0.005,0,1.07609787582816
1.275,0.005,0,1.07642575805314
1.285,0.005,0,1.07671709496569
1.295,0.005,0,1.07697276250657
1.305,0.005,0,1.07719352179955
1.315,0.005,0,1.07737999383726
1.325,0.005,0,1.07753263665207
1.335,0.005,0,1.07765169878481
1.345,0.005,0,1.07773719673123
1.355,0.005,0,1.0777888792882
1.365,0.005,0,1.07174262296247
1.375,0.005,0,1.08310733767235
1.385,0.005,0,1.07776561573815
1.395,0.005,0,1.07769225994581
1.405,0.005,0,1.07757983384414
1.415,0.005,0,1.07742624648349
1.425,0.005,0,1.0772291689465
1.435,0.005,0,1.07698611071745
1.445,0.005,0,1.07669451726434
1.455,0.005,0,1.07635177343326
1.465,0.005,0,1.0759551217729
1.475,0.005,0,1.07550175441276
1.485,0.005,0,1.07498923329812
1.495,0.005,0,1.07441556735038
1.505,0.005,0,1.07377897856395
1.515,0.005,0,1.07307767265654
1.525,0.005,0,1.072309696696
1.535,0.005,0,1.07147288314851
1.545,0.005,0,1.070565026687
1.555,0.005,0,1.06958452965962
1.565,0.005,0,1.06853106341416
1.575,0.005,0,1.06740560493937
1.585,0.005,0,1.06621017621057
1.595,0.005,0,1.06494787810743
1.605,0.005,0,1.0636231739653
1.615,0.005,0,1.06224228456765
1.625,0.005,0,1.06081353966807
1.635,0.005,0,1.05934752714264
1.645,0.005,0,1.05785672695321
1.655,0.005,0,1.05635405200427
1.665,0.005,0,1.054849735199
1.675,0.005,0,1.05334639838081
1.685,0.005,0,1.05183375015822
1.695,0.005,0,1.05028654440146
1.705,0.005,0,1.04866753286749
1.715,0.005,0,1.04693340690705
1.725,0.005,0,1.04504137852102
1.735,0.005,0,1.04295396988813
1.745,0.005,0,1.04064091610103
1.755,0.005,0,1.03807890103017
1.765,0.005,0,1.03525011334342
1.775,0.005,0,1.03214045862242
1.785,0.005,0,1.02873822404895
1.795,0.005,0,1.02503354722494
1.805,0.005,0,1.02101832139121
1.815,0.005,0,1.01668583889045
1.825,0.005,0,1.01203017104582
1.835,0.005,0,1.00704588958836
1.845,0.005,0,1.00172851496509
1.855,0.005,0,0.996075356628094
1.865,0.005,0,0.990087221190646
1.875,0.005,0,0.983767703572516
1.885,0.005,0,0.977117690961445
1.895,0.005,0,0.970132986827672
1.905,0.005,0,0.962794709727616
1.915,0.005,0,0.955062834963036
1.925,0.005,0,0.946877515018692
1.935,0.005,0,0.938022192696237
1.945,0.005,0,0.928345542608537
1.955,0.005,0,0.917750313281441
1.965,0.005,0,0.906139619533531
1.975,0.005,0,0.893453102722158
1.985,0.005,0,0.879666566030368
1.995,0.005,0,0.864780680052478
2.005,0.005,0,0.848810203034973
2.015,0.005,0,0.831777642414954
2.025,0.005,0,0.813711137301566
2.035,0.005,0,0.794644501710792
2.045,0.005,0,0.774616356324319
2.055,0.005,0,0.753664739554535
2.065,0.005,0,0.731813890103229
2.075,0.005,0,0.709049899684543
2.085,0.005,0,0.685278325288533
2.095,0.005,0,0.660253198602121
2.105,0.005,0,0.633543190387417
2.115,0.005,0,0.604816239835879
2.125,0.005,0,0.574490073533127
2.135,0.005,0,0.535599484181411
2.145,0.005,0,0.494581507330181
2.155,0.005,0,0.457343957344918
2.165,0.005,0,0.413201561175195
2.175,0.005,0,0.358931023571256
2.185,0.005,0,0.300078579091745
2.195,0.005,0,0.269601108969879
2.205,0.005,0,0.26862034676469
2.215,0.005,0,0.269312019165571
2.225,0.005,0,0.269592728365781
2.235,0.005,0,0.270755458916273
2.245,0.005,0,0.273737054874702
2.255,0.005,0,0.276825734847291
2.265,0.005,0,0.278884744614297
2.275,0.005,0,0.279594473530367
2.285,0.005,0,0.278950529705683
2.295,0.005,0,0.27710953193222
2.305,0.005,0,0.274280584248164
2.315,0.005,0,0.27066161638171
2.325,0.005,0,0.266404501785785
2.335,0.005,0,0.261604518378711
2.345,0.005,0,0.256309057928965
2.355,0.005,0,0.250535378476158
2.365,0.005,0,0.244287097541336
2.375,0.005,0,0.237575984144558
2.385,0.005,0,0.230415670161011
2.395,0.005,0,0.222836660900661
2.405,0.005,0,0.215077514248455
2.415,0.005,0,0.207716025002121
2.425,0.005,0,0.201611262908652
2.435,0.005,0,0.197525503185774
2.445,0.005,0,0.196141777151507
2.455,0.005,0,0.199711406241499
2.465,0.005,0,0.211705742785195
2.475,0.005,0,0.229988440815351
2.485,0.005,0,0.247319593201881
2.495,0.005,0,0.259768956880653
2.505,0.005,0,0.267539155073561
2.515,0.005,0,0.272192734960883
2.525,0.005,0,0.275040935111155
2.535,0.005,0,0.276792698168401
2.545,0.005,0,0.277821655705533
2.555,0.005,0,0.278343139336842
2.565,0.005,0,0.278494186644645
2.575,0.005,0,0.278362847309222
2.585,0.005,0,0.277996899764269
2.595,0.005,0,0.27740819256705
2.605,0.005,0,0.276578962929946
2.615,0.005,0,0.275470052392834
2.625,0.005,0,0.274028392411747
2.635,0.005,0,0.272191575893188
2.645,0.005,0,0.26988887764433
2.655,0.005,0,0.267039430079602
2.665,0.005,0,0.263548435696506
2.675,0.005,0,0.25930137645874
2.685,0.005,0,0.25415635168634
2.695,0.005,0,0.247933099040824
2.705,0.005,0,0.240396580325278
2.715,0.005,0,0.231218587586274
2.725,0.005,0,0.219899505129029
2.735,0.005,0,0.206010670050666
2.745,0.005,0,0.18943985645426
2.755,0.005,0,0.170492232786392
2.765,0.005,0,0.150138344831878
2.775,0.005,0,0.130196995348367
2.785,0.005,0,0.11276735778546
2.795,0.005,0,0.0986742557878802
2.805,0.005,0,0.0863859863912039
2.815,0.005,0,0.0727102706643317
2.825,0.005,0,0.054476032968094
2.835,0.005,0,0.0311913736339326
2.845,0.005,0,0.0139555702291169
2.855,0.005,0,0.00310477839677822
0.005,0.015,0,1.13104583869524
0.015,0.015,0,1.13102496261374
0.025,0.015,0,1.13100107592741
0.035,0.015,0,1.13097300812721
0.045,0.015,0,1.13094918356817
0.055,0.015,0,1.13091805135102
0.065,0.015,0,1.13086149701293
0.075,0.015,0,1.13075946487341
0.085,0.015,0,1.13059225059134
0.095,0.015,0,1.13034139143227
0.105,0.015,0,1.12998990872443
0.115,0.015,0,1.12952229383097
0.125,0.015,0,1.12892442271543
0.135,0.015,0,1.12818346465761
0.145,0.015,0,1.12728779975018
0.155,0.015,0,1.12622694551663
0.165,0.015,0,1.12499150410417
0.175,0.015,0,1.12357314884857
0.185,0.015,0,1.12196463001807
0.195,0.015,0,1.12015973691541
0.205,0.015,0,1.11815328313194
0.215,0.015,0,1.11594102724357
0.225,0.015,0,1.11351957372316
0.235,0.015,0,1.11088619453173
0.245,0.015,0,1.1080384091019
0.255,0.015,0,1.10497317817809
0.265,0.015,0,1.10168570076724
0.275,0.015,0,1.09816736508586
0.285,0.015,0,1.09440148059154
0.295,0.015,0,1.09035481350024
0.305,0.015,0,1.08597654916604
0.315,0.015,0,1.10113844457035
0.325,0.015,0,1.07668438413392
0.335,0.015,0,1.0719062890141
0.345,0.015,0,1.06677006591796
0.355,0.015,0,1.06980089250755
0.365,0.015,0,1.05772717019429
0.375,0.015,0,1.04851616600434
0.385,0.015,0,1.04366392684901
0.395,0.015,0,1.03697424004094
0.405,0.015,0,1.03010474201252
0.415,0.015,0,1.02309930023042
0.425,0.015,0,1.01598365036568
0.435,0.015,0,1.00878956299803
0.445,0.015,0,1.00154992870149
0.455,0.015,0,0.994302991007503
0.465,0.015,0,0.98708753779203
0.475,0.015,0,0.97994103997332
0.485,0.015,0,0.972899538688097
0.495,0.015,0,0.965997347882898
0.505,0.015,0,0.959267258468645
0.515,0.015,0,0.952740218818162
0.525,0.015,0,0.94644542626343
0.535,0.015,0,0.940410227297413
0.545,0.015,0,0.934659730143705
0.555,0.015,0,0.92921644532969
0.565,0.015,0,0.924099968509221
0.575,0.015,0,0.91932671736883
0.585,0.015,0,0.914909770899345
0.595,0.015,0,0.910858838726569
0.605,0.015,0,0.907180321221565
0.615,0.015,0,0.903877412226603
0.625,0.015,0,0.900950390020297
0.635,0.015,0,0.898396999613613
0.645,0.015,0,0.896212754830974
0.655,0.015,0,0.894391090142723
0.665,0.015,0,0.89292343112667
0.675,0.015,0,0.891799246831857
0.685,0.015,0,0.891006217991063
0.695,0.015,0,0.890530349422596
0.705,0.015,0,0.890372150711521
0.715,0.015,0,0.890621890604707
0.725,0.015,0,0.891122824509886
0.735,0.015,0,0.891858393510734
0.745,0.015,0,0.892806136398329
0.755,0.015,0,0.89394265571324
0.765,0.015,0,0.895244604349985
0.775,0.015,0,0.896690121679962
0.785,0.015,0,0.898257319282119
0.795,0.015,0,0.899920022820015
0.805,0.015,0,0.901662501614042
0.815,0.015,0,0.903461251400987
0.825,0.015,0,0.905317002204676
0.835,0.015,0,0.907214999615708
0.845,0.015,0,0.909140016556975
0.855,0.015,0,0.911078881309064
0.865,0.015,0,0.913021319690347
0.875,0.015,0,0.914959541407679
0.885,0.015,0,0.916887824177694
0.895,0.015,0,0.918802280594498
0.905,0.015,0,0.920700558139399
0.915,0.015,0,0.922581339480397
0.925,0.015,0,0.924443871920679
0.935,0.015,0,0.926287657152255
0.945,0.015,0,0.928112171393069
0.955,0.015,0,0.929916630161819
0.965,0.015,0,0.931699946250836
0.975,0.015,0,0.933460751901463
0.985,0.015,0,0.935197578786333
0.995,0.015,0,0.936908983903321
1.005,0.015,0,0.938594040472566
1.015,0.015,0,0.940251637130106
1.025,0.015,0,0.941882295055288
1.035,0.015,0,0.943486535049493
1.045,0.015,0,0.945065264180374
1.055,0.015,0,0.946619316083423
1.065,0.015,0,0.948149087655012
1.075,0.015,0,0.949654396959125
1.085,0.015,0,0.951134318590693
1.095,0.015,0,0.952587137075728
1.105,0.015,0,0.954010540633997
1.115,0.015,0,0.955401830460771
1.125,0.015,0,0.95675771305713
1.135,0.015,0,0.958076428761409
1.145,0.015,0,0.95935438258567
1.155,0.015,0,0.960590843159902
1.165,0.015,0,0.961784103649778
1.175,0.015,0,0.962933636270428
1.185,0.015,0,0.964039643076263
1.195,0.015,0,0.965103000291141
1.205,0.015,0,0.966125171908946
1.215,0.015,0,0.967108101388127
1.225,0.015,0,0.968054121020725
1.235,0.015,0,0.968965841471464
1.245,0.015,0,0.96984608184301
1.255,0.015,0,0.970697784027569
1.265,0.015,0,0.971523937852645
1.275,0.015,0,0.972327520306011
1.285,0.015,0,0.973111402760481
1.295,0.015,0,0.973878269247808
1.305,0.015,0,0.974630536151731
1.315,0.015,0,0.975370265984612
1.325,0.015,0,0.976099065063863
1.335,0.015,0,0.976817998156146
1.345,0.015,0,0.977527497531671
1.355,0.015,0,0.978227261640882
1.365,0.015,0,0.978916123180247
1.375,0.015,0,0.97942482674301
1.385,0.015,0,0.979923915915478
1.395,0.015,0,0.980573496699814
1.405,0.015,0,0.981199363988301
1.415,0.015,0,0.981795022820816
1.425,0.015,0,0.982352759308483
1.435,0.015,0,0.982863823605897
1.445,0.015,0,0.983318592831042
1.455,0.015,0,0.98370666534882
1.465,0.015,0,0.984017159378065
1.475,0.015,0,0.984239089958398
1.485,0.015,0,0.984361191019706
1.495,0.015,0,0.984371841295204
1.505,0.015,0,0.984259124468342
1.515,0.015,0,0.984010543956177
1.525,0.015,0,0.983612665969841
1.535,0.015,0,0.983051111291924
1.545,0.015,0,0.982310827764723
1.555,0.015,0,0.981376378163853
1.565,0.015,0,0.980232930030193
1.575,0.015,0,0.978868459100002
1.585,0.015,0,0.977275631966383
1.595,0.015,0,0.975452202373117
1.605,0.015,0,0.973401024489056
1.615,0.015,0,0.97113054144715
1.625,0.015,0,0.96865581631179
1.635,0.015,0,0.965999887008517
1.645,0.015,0,0.96319506876919
1.655,0.015,0,0.960283627684662
1.665,0.015,0,0.957316283586619
1.675,0.015,0,0.954345092097804
1.685,0.015,0,0.951402180159115
1.695,0.015,0,0.9484694288787
1.705,0.015,0,0.945468280288716
1.715,0.015,0,0.942271578358857
1.725,0.015,0,0.938728429985112
1.735,0.015,0,0.934698544057181
1.745,0.015,0,0.930078068141472
1.755,0.015,0,0.924810163514298
1.765,0.015,0,0.918885525647219
1.775,0.015,0,0.912335833840294
1.785,0.015,0,0.905217194830035
1.795,0.015,0,0.897589180029345
1.805,0.015,0,0.889497347624477
1.815,0.015,0,0.880963255991006
1.825,0.015,0,0.871985039930961
1.835,0.015,0,0.862542655868486
1.845,0.015,0,0.852608099091255
1.855,0.015,0,0.842155874762071
1.865,0.015,0,0.831158012649201
1.875,0.015,0,0.819606631198953
1.885,0.015,0,0.807527420418857
1.895,0.015,0,0.794879816619159
1.905,0.015,0,0.781634061485457
1.915,0.015,0,0.767401794684614
1.925,0.015,0,0.75191605769486
1.935,0.015,0,0.73562904197113
1.945,0.015,0,0.718930847711407
1.955,0.015,0,0.702175495742051
1.965,0.015,0,0.685663275458688
1.975,0.015,0,0.669570435614273
1.985,0.015,0,0.65395600478232
1.995,0.015,0,0.638777664105656
2.005,0.015,0,0.62390646217997
2.015,0.015,0,0.609142372541034
2.025,0.015,0,0.594233294008913
2.035,0.015,0,0.578895594771703
2.045,0.015,0,0.562828462303686
2.055,0.015,0,0.545708564110549
2.065,0.015,0,0.527141323839945
2.075,0.015,0,0.506487984514618
2.085,0.015,0,0.482330604778686
2.095,0.015,0,0.451874508800609
2.105,0.015,0,0.413024615461761
2.115,0.015,0,0.371313466103506
2.125,0.015,0,0.338143253744529
2.135,0.015,0,0.325273877408695
2.145,0.015,0,0.319268339872718
2.155,0.015,0,0.308720529896578
2.165,0.015,0,0.292172590332477
2.175,0.015,0,0.274797668643489
2.185,0.015,0,0.267559402677362
2.195,0.015,0,0.27024737799939
2.205,0.015,0,0.272727525203554
2.215,0.015,0,0.273455003485716
2.225,0.015,0,0.275174465152988
2.235,0.015,0,0.2826395673974
2.245,0.015,0,0.295547545689889
2.255,0.015,0,0.305583303140661
2.265,0.015,0,0.312023554833662
2.275,0.015,0,0.314962630060533
2.285,0.015,0,0.314720581229306
2.295,0.015,0,0.311794188608481
2.305,0.015,0,0.306746909191251
2.315,0.015,0,0.300116793233323
2.325,0.015,0,0.292344043122486
2.335,0.015,0,0.283739777496466
2.345,0.015,0,0.274507927308697
2.355,0.015,0,0.264803674897214
2.365,0.015,0,0.254786910436866
2.375,0.015,0,0.244632662842634
2.385,0.015,0,0.234487705090307
2.395,0.015,0,0.224537102224893
2.405,0.015,0,0.215156280106898
2.415,0.015,0,0.206969902063299
2.425,0.015,0,0.200687559223375
2.435,0.015,0,0.196695853930133
2.445,0.015,0,0.194985799525671
2.455,0.015,0,0.196098100974551
2.465,0.015,0,0.201461482227819
2.475,0.015,0,0.211265112211888
2.485,0.015,0,0.223469849599385
2.495,0.015,0,0.235417276395226
2.505,0.015,0,0.245249938747585
2.515,0.015,0,0.252124437075028
2.525,0.015,0,0.256270553125021
2.535,0.015,0,0.258635494349157
2.545,0.015,0,0.25991007932082
2.555,0.015,0,0.260514570314379
2.565,0.015,0,0.260709901468215
2.575,0.015,0,0.260647376211026
2.585,0.015,0,0.260386089468208
2.595,0.015,0,0.25990810171986
2.605,0.015,0,0.259139795219861
2.615,0.015,0,0.2579738423101
2.625,0.015,0,0.25628461324904
2.635,0.015,0,0.253933928628696
2.645,0.015,0,0.250768028669139
2.655,0.015,0,0.246611542550631
2.665,0.015,0,0.241270960841607
2.675,0.015,0,0.234546773606042
2.685,0.015,0,0.226261606884288
2.695,0.015,0,0.216269028019505
2.705,0.015,0,0.204364093648281
2.715,0.015,0,0.190583217693563
2.725,0.015,0,0.175643680076691
2.735,0.015,0,0.160325283215903
2.745,0.015,0,0.14541914680574
2.755,0.015,0,0.131671660965901
2.765,0.015,0,0.11939555893278
2.775,0.015,0,0.108688505743105
2.785,0.015,0,0.0990698913167463
2.795,0.015,0,0.0888700522358364
2.805,0.015,0,0.0757873916040098
2.815,0.015,0,0.0582495484165625
2.825,0.015,0,0.0370146300735621
2.835,0.015,0,0.0165877603804649
2.845,0.015,0,0.00575134355148527
2.855,0.015,0,0.00106814657458788
0.005,0.025,0,1.04369792241854
0.015,0.025,0,1.04353163517857
0.025,0.025,0,1.04326512687883
0.035,0.025,0,1.0427747901333
0.045,0.025,0,1.04213620313097
0.055,0.025,0,1.04135966748281
0.065,0.025,0,1.04044894364053
0.075,0.025,0,1.03940218400726
0.085,0.025,0,1.038213323457
0.095,0.025,0,1.03687336864289
0.105,0.025,0,1.03537144071557
0.115,0.025,0,1.03369558245184
0.125,0.025,0,1.03183337636596
0.135,0.025,0,1.02977239261097
0.145,0.025,0,1.02750053506736
0.155,0.025,0,1.02500631416033
0.165,0.025,0,1.02227902246892
0.175,0.025,0,1.01930885418734
0.185,0.025,0,1.01608716038728
0.195,0.025,0,1.01260662465121
0.205,0.025,0,1.00886106439983
0.215,0.025,0,1.00484542459158
0.225,0.025,0,1.00055596768486
0.235,0.025,0,0.995990406810714
0.245,0.025,0,0.991148004081987
0.255,0.025,0,0.986029894941015
0.265,0.025,0,0.9806398659518
0.275,0.025,0,0.974986982820881
0.285,0.025,0,0.969091582226263
0.295,0.025,0,0.962995760357488
0.305,0.025,0,0.956784953138854
0.315,0.025,0,0.963917366763219
0.325,0.025,0,0.955873634983057
0.335,0.025,0,0.935679401040916
0.345,0.025,0,0.927803727990275
0.355,0.025,0,0.931212617275142
0.365,0.025,0,0.917015047521424
0.375,0.025,0,0.88450612356393
0.385,0.025,0,0.893484138503735
0.395,0.025,0,0.885017092089533
0.405,0.025,0,0.876405386016341
0.415,0.025,0,0.867871860125686
0.425,0.025,0,0.859498390725628
0.435,0.025,0,0.851327877225256
0.445,0.025,0,0.84338684267458
0.455,0.025,0,0.83569570045239
0.465,0.025,0,0.828272774151423
0.475,0.025,0,0.821135740370144
0.485,0.025,0,0.814301647887829
0.495,0.025,0,0.807785589470228
0.505,0.025,0,0.801598894802706
0.515,0.025,0,0.795748657774395
0.525,0.025,0,0.790237607830457
0.535,0.025,0,0.78506472251461
0.545,0.025,0,0.780226331727456
0.555,0.025,0,0.775717015866824
0.565,0.025,0,0.771530280737917
0.575,0.025,0,0.767659137028483
0.585,0.025,0,0.764096661356016
0.595,0.025,0,0.760836176764173
0.605,0.025,0,0.757871132377542
0.615,0.025,0,0.755195152748133
0.625,0.025,0,0.752802092910873
0.635,0.025,0,0.750686222865362
0.645,0.025,0,0.748842791776035
0.655,0.025,0,0.747267738473306
0.665,0.025,0,0.745957182946333
0.675,0.025,0,0.744907199206063
0.685,0.025,0,0.744113735791701
0.695,0.025,0,0.74357246084937
0.705,0.025,0,0.743256351717716
0.715,0.025,0,0.74329339762768
0.725,0.025,0,0.743598864647449
0.735,0.025,0,0.74413383903945
0.745,0.025,0,0.744891760973583
0.755,0.025,0,0.745864168068188
0.765,0.025,0,0.747044360000327
0.775,0.025,0,0.748427537879955
0.785,0.025,0,0.7500052341497
0.795,0.025,0,0.751759951643344
0.805,0.025,0,0.75368917778582
0.815,0.025,0,0.755791837149409
0.825,0.025,0,0.758031503190303
0.835,0.025,0,0.760376700224664
0.845,0.025,0,0.762804914265041
0.855,0.025,0,0.765294182537363
0.865,0.025,0,0.767821288038137
0.875,0.025,0,0.770363238978258
0.885,0.025,0,0.772899590658376
0.895,0.025,0,0.775414011125255
0.905,0.025,0,0.777895012884966
0.915,0.025,0,0.780335918552381
0.925,0.025,0,0.782733879751501
0.935,0.025,0,0.78508861042965
0.945,0.025,0,0.787401695491519
0.955,0.025,0,0.789676008149811
0.965,0.025,0,0.791914760495199
0.975,0.025,0,0.794120630770568
0.985,0.025,0,0.796295398455694
0.995,0.025,0,0.798440057606982
1.005,0.025,0,0.800554940402166
1.015,0.025,0,0.802639945402842
1.025,0.025,0,0.804694918676528
1.035,0.025,0,0.806720158641532
1.045,0.025,0,0.808717016518754
1.055,0.025,0,0.810687827716664
1.065,0.025,0,0.812635420035931
1.075,0.025,0,0.814562022041753
1.085,0.025,0,0.816468821634337
1.095,0.025,0,0.818355503066949
1.105,0.025,0,0.820219937897273
1.115,0.025,0,0.822058581678739
1.125,0.025,0,0.823867154619996
1.135,0.025,0,0.825639943427898
1.145,0.025,0,0.827371913118061
1.155,0.025,0,0.829057150786713
1.165,0.025,0,0.830691234544063
1.175,0.025,0,0.832273136920549
1.185,0.025,0,0.833801012603125
1.195,0.025,0,0.835274561226821
1.205,0.025,0,0.836695202755355
1.215,0.025,0,0.838065572163044
1.225,0.025,0,0.839389254969686
1.235,0.025,0,0.840670582660301
1.245,0.025,0,0.841914431974738
1.255,0.025,0,0.84312599481753
1.265,0.025,0,0.844310597736615
1.275,0.025,0,0.84547355696445
1.285,0.025,0,0.846620024022221
1.295,0.025,0,0.847754845479313
1.305,0.025,0,0.848882397008024
1.315,0.025,0,0.850006473141556
1.325,0.025,0,0.851130169572245
1.335,0.025,0,0.852255807559462
1.345,0.025,0,0.853384885761613
1.355,0.025,0,0.854518035962586
1.365,0.025,0,0.855654914842104
1.375,0.025,0,0.856509155809775
1.385,0.025,0,0.857363547355893
1.395,0.025,0,0.858499904969472
1.405,0.025,0,0.859627575712593
1.415,0.025,0,0.860738353759413
1.425,0.025,0,0.861821436095642
1.435,0.025,0,0.86286338669487
1.445,0.025,0,0.86384830133207
1.455,0.025,0,0.864758313944506
1.465,0.025,0,0.865573942599178
1.475,0.025,0,0.866274649121544
1.485,0.025,0,0.866839967386565
1.495,0.025,0,0.867249311802004
1.505,0.025,0,0.8674807899349
1.515,0.025,0,0.867510511913832
1.525,0.025,0,0.867312803312734
1.535,0.025,0,0.866860481065742
1.545,0.025,0,0.866124633746421
1.555,0.025,0,0.865074719067627
1.565,0.025,0,0.863678779853117
1.575,0.025,0,0.861903230390033
1.585,0.025,0,0.859713527343217
1.595,0.025,0,0.857077266028874
1.605,0.025,0,0.853968254577152
1.615,0.025,0,0.850368818099996
1.625,0.025,0,0.846269876975194
1.635,0.025,0,0.84167112183843
1.645,0.025,0,0.836582408230266
1.655,0.025,0,0.831026932871386
1.665,0.025,0,0.825048850596214
1.675,0.025,0,0.818732754791518
1.685,0.025,0,0.812247348288173
1.695,0.025,0,0.805807065018978
1.705,0.025,0,0.799527154668391
1.715,0.025,0,0.793379187649165
1.725,0.025,0,0.787173506793
1.735,0.025,0,0.780599555923433
1.745,0.025,0,0.773392702234463
1.755,0.025,0,0.765441186935152
1.765,0.025,0,0.756771554417238
1.775,0.025,0,0.747487363892707
1.785,0.025,0,0.737712801364567
1.795,0.025,0,0.727519886023655
1.805,0.025,0,0.716896962675192
1.815,0.025,0,0.705769172862019
1.825,0.025,0,0.694019985415733
1.835,0.025,0,0.681516482977142
1.845,0.025,0,0.668084472222848
1.855,0.025,0,0.653468040172657
1.865,0.025,0,0.637466293500196
1.875,0.025,0,0.619614853528712
1.885,0.025,0,0.599022806676353
1.895,0.025,0,0.575523295015316
1.905,0.025,0,0.550560397992294
1.915,0.025,0,0.526389274155277
1.925,0.025,0,0.504937417754091
1.935,0.025,0,0.487067044215503
1.945,0.025,0,0.472831329798304
1.955,0.025,0,0.461656050633074
1.965,0.025,0,0.452795629148838
1.975,0.025,0,0.445592164365613
1.985,0.025,0,0.439541916232813
1.995,0.025,0,0.434259927526775
2.005,0.025,0,0.42941043603552
2.015,0.025,0,0.424643514653008
2.025,0.025,0,0.419556789087915
