x,z,saturation,concentration
0.615, 0.005, 0.000, 1.250
0.625, 0.005, 0.000, 1.268
0.635, 0.005, 0.000, 1.268
0.645, 0.005, 0.000, 1.283
0.655, 0.005, 0.000, 1.283
0.665, 0.005, 0.000, 1.294
0.675, 0.005, 0.000, 1.294
0.685, 0.005, 0.000, 1.303
0.695, 0.005, 0.000, 1.303
0.705, 0.005, 0.000, 1.309
0.715, 0.005, 0.000, 1.309
0.725, 0.005, 0.000, 1.314
0.735, 0.005, 0.000, 1.314
0.745, 0.005, 0.000, 1.316
0.755, 0.005, 0.000, 1.316
0.765, 0.005, 0.000, 1.316
0.775, 0.005, 0.000, 1.316
0.785, 0.005, 0.000, 1.313
0.795, 0.005, 0.000, 1.313
0.805, 0.005, 0.000, 1.309
0.815, 0.005, 0.000, 1.309
0.825, 0.005, 0.000, 1.304
0.835, 0.005, 0.000, 1.304
0.845, 0.005, 0.000, 1.301
0.855, 0.005, 0.000, 1.301
0.865, 0.005, 0.000, 1.295
0.875, 0.005, 0.000, 1.295
0.885, 0.005, 0.000, 1.288
0.895, 0.005, 0.000, 1.288
0.905, 0.005, 0.000, 1.280
0.915, 0.005, 0.000, 1.280
0.925, 0.005, 0.000, 1.272
0.935, 0.005, 0.000, 1.272
0.945, 0.005, 0.000, 1.265
0.955, 0.005, 0.000, 1.265
0.965, 0.005, 0.000, 1.258
0.975, 0.005, 0.000, 1.258
0.985, 0.005, 0.000, 1.251
0.995, 0.005, 0.000, 1.251
1.005, 0.005, 0.000, 1.244
1.015, 0.005, 0.000, 1.244
1.025, 0.005, 0.000, 1.237
1.035, 0.005, 0.000, 1.237
1.045, 0.005, 0.000, 1.231
1.055, 0.005, 0.000, 1.231
1.065, 0.005, 0.000, 1.227
1.075, 0.005, 0.000, 1.227
1.085, 0.005, 0.000, 1.223
1.095, 0.005, 0.000, 1.223
1.105, 0.005, 0.000, 1.220
1.115, 0.005, 0.000, 1.220
1.125, 0.005, 0.000, 1.217
1.135, 0.005, 0.000, 1.217
1.145, 0.005, 0.000, 1.211
1.155, 0.005, 0.000, 1.211
1.165, 0.005, 0.000, 1.204
1.175, 0.005, 0.000, 1.204
1.185, 0.005, 0.000, 1.194
1.195, 0.005, 0.000, 1.194
1.205, 0.005, 0.000, 1.183
1.215, 0.005, 0.000, 1.183
1.225, 0.005, 0.000, 1.169
1.235, 0.005, 0.000, 1.169
1.245, 0.005, 0.000, 1.153
1.255, 0.005, 0.000, 1.153
1.265, 0.005, 0.000, 1.134
1.275, 0.005, 0.000, 1.134
1.285, 0.005, 0.000, 1.111
1.295, 0.005, 0.000, 1.111
1.305, 0.005, 0.000, 1.086
1.315, 0.005, 0.000, 1.086
1.325, 0.005, 0.000, 1.060
1.335, 0.005, 0.000, 1.060
1.345, 0.005, 0.000, 1.031
1.355, 0.005, 0.000, 1.031
1.365, 0.005, 0.000, 0.999
1.375, 0.005, 0.000, 0.999
1.385, 0.005, 0.000, 0.965
1.395, 0.005, 0.000, 0.965
1.405, 0.005, 0.000, 0.925
1.415, 0.005, 0.000, 0.925
1.425, 0.005, 0.000, 0.860
1.435, 0.005, 0.000, 0.860
1.445, 0.005, 0.000, 0.746
1.455, 0.005, 0.000, 0.746
1.465, 0.005, 0.000, 0.583
1.475, 0.005, 0.000, 0.583
1.485, 0.005, 0.000, 0.445
1.495, 0.005, 0.000, 0.445
1.505, 0.005, 0.000, 0.325
1.515, 0.005, 0.000, 0.325
1.525, 0.005, 0.000, 0.213
1.535, 0.005, 0.000, 0.213
1.545, 0.005, 0.000, 0.117
1.555, 0.005, 0.000, 0.117
1.565, 0.005, 0.000, 0.047
1.575, 0.005, 0.000, 0.047
1.585, 0.005, 0.000, 0.017
1.595, 0.005, 0.000, 0.017
1.605, 0.005, 0.000, 0.101
1.615, 0.005, 0.000, 0.101
1.625, 0.005, 0.000, 0.194
1.635, 0.005, 0.000, 0.194
1.645, 0.005, 0.000, 0.259
1.655, 0.005, 0.000, 0.259
1.665, 0.005, 0.000, 0.188
1.675, 0.005, 0.000, 0.188
1.685, 0.005, 0.000, 0.118
1.695, 0.005, 0.000, 0.118
1.705, 0.005, 0.000, 0.103
1.715, 0.005, 0.000, 0.103
1.725, 0.005, 0.000, 0.243
1.735, 0.005, 0.000, 0.243
1.745, 0.005, 0.000, 0.368
1.755, 0.005, 0.000, 0.368
1.765, 0.005, 0.000, 0.457
1.775, 0.005, 0.000, 0.457
1.785, 0.005, 0.000, 0.523
1.795, 0.005, 0.000, 0.523
1.805, 0.005, 0.000, 0.583
1.815, 0.005, 0.000, 0.583
1.825, 0.005, 0.000, 0.646
1.835, 0.005, 0.000, 0.646
1.845, 0.005, 0.000, 0.568
1.855, 0.005, 0.000, 0.568
1.865, 0.005, 0.000, 0.490
1.875, 0.005, 0.000, 0.490
1.885, 0.005, 0.000, 0.403
1.895, 0.005, 0.000, 0.403
1.905, 0.005, 0.000, 0.275
1.915, 0.005, 0.000, 0.275
1.925, 0.005, 0.000, 0.207
1.935, 0.005, 0.000, 0.207
1.945, 0.005, 0.000, 0.382
1.955, 0.005, 0.000, 0.382
1.965, 0.005, 0.000, 0.509
1.975, 0.005, 0.000, 0.509
1.985, 0.005, 0.000, 0.638
1.995, 0.005, 0.000, 0.638
2.005, 0.005, 0.000, 0.524
2.015, 0.005, 0.000, 0.524
2.025, 0.005, 0.000, 0.429
2.035, 0.005, 0.000, 0.429
2.045, 0.005, 0.000, 0.322
2.055, 0.005, 0.000, 0.322
2.065, 0.005, 0.000, 0.191
2.075, 0.005, 0.000, 0.191
2.085, 0.005, 0.000, 0.135
2.095, 0.005, 0.000, 0.135
2.105, 0.005, 0.000, 0.249
2.115, 0.005, 0.000, 0.249
2.125, 0.005, 0.000, 0.241
2.135, 0.005, 0.000, 0.241
2.145, 0.005, 0.000, 0.187
2.155, 0.005, 0.000, 0.187
2.165, 0.005, 0.000, 0.131
2.175, 0.005, 0.000, 0.131
2.185, 0.005, 0.000, 0.071
2.195, 0.005, 0.000, 0.071
2.205, 0.005, 0.000, 0.019
2.215, 0.005, 0.000, 0.019
2.225, 0.005, 0.000, 0.003
2.235, 0.005, 0.000, 0.003
2.245, 0.005, 0.000, 0.023
2.255, 0.005, 0.000, 0.023
2.265, 0.005, 0.000, 0.133
2.275, 0.005, 0.000, 0.133
2.285, 0.005, 0.000, 0.023
2.295, 0.005, 0.000, 0.023
2.305, 0.005, 0.000, 0.003
2.315, 0.005, 0.000, 0.003
2.325, 0.005, 0.000, 0.000
2.335, 0.005, 0.000, 0.000
2.345, 0.005, 0.000, 0.000
2.355, 0.005, 0.000, 0.000
2.365, 0.005, 0.000, 0.000
2.375, 0.005, 0.000, 0.000
2.385, 0.005, 0.000, 0.000
2.395, 0.005, 0.000, 0.000
2.405, 0.005, 0.000, 0.000
2.415, 0.005, 0.000, 0.000
2.425, 0.005, 0.000, 0.002
2.435, 0.005, 0.000, 0.002
2.445, 0.005, 0.000, 0.010
2.455, 0.005, 0.000, 0.010
2.465, 0.005, 0.000, 0.045
2.475, 0.005, 0.000, 0.045
2.485, 0.005, 0.000, 0.032
2.495, 0.005, 0.000, 0.032
2.505, 0.005, 0.000, 0.004
2.515, 0.005, 0.000, 0.004
2.525, 0.005, 0.000, 0.001
2.535, 0.005, 0.000, 0.001
2.545, 0.005, 0.000, 0.010
2.555, 0.005, 0.000, 0.010
2.565, 0.005, 0.000, 0.042
2.575, 0.005, 0.000, 0.042
2.585, 0.005, 0.000, 0.034
2.595, 0.005, 0.000, 0.034
2.605, 0.005, 0.000, 0.019
2.615, 0.005, 0.000, 0.019
2.625, 0.005, 0.000, 0.008
2.635, 0.005, 0.000, 0.008
2.645, 0.005, 0.000, 0.017
2.655, 0.005, 0.000, 0.017
2.665, 0.005, 0.000, 0.007
2.675, 0.005, 0.000, 0.007
2.685, 0.005, 0.000, 0.008
2.695, 0.005, 0.000, 0.008
2.705, 0.005, 0.000, 0.008
2.715, 0.005, 0.000, 0.008
2.725, 0.005, 0.000, 0.002
2.735, 0.005, 0.000, 0.002
2.745, 0.005, 0.000, 0.002
2.755, 0.005, 0.000, 0.002
2.765, 0.005, 0.000, 0.000
2.775, 0.005, 0.000, 0.000
2.785, 0.005, 0.000, 0.000
2.795, 0.005, 0.000, 0.000
0.005, 0.015, 0.000, 0.000
0.015, 0.015, 0.000, 0.000
0.025, 0.015, 0.000, 0.027
0.035, 0.015, 0.000, 0.027
0.045, 0.015, 0.000, 0.112
0.055, 0.015, 0.000, 0.112
0.065, 0.015, 0.000, 0.263
0.075, 0.015, 0.000, 0.263
0.085, 0.015, 0.000, 0.436
0.095, 0.015, 0.000, 0.436
0.105, 0.015, 0.000, 0.574
0.115, 0.015, 0.000, 0.574
0.125, 0.015, 0.000, 0.658
0.135, 0.015, 0.000, 0.658
0.145, 0.015, 0.000, 0.715
0.155, 0.015, 0.000, 0.715
0.165, 0.015, 0.000, 0.654
0.175, 0.015, 0.000, 0.654
0.185, 0.015, 0.000, 0.709
0.195, 0.015, 0.000, 0.709
0.205, 0.015, 0.000, 0.745
0.215, 0.015, 0.000, 0.745
0.225, 0.015, 0.000, 0.763
0.235, 0.015, 0.000, 0.763
0.245, 0.015, 0.000, 0.764
0.255, 0.015, 0.000, 0.764
0.265, 0.015, 0.000, 0.757
0.275, 0.015, 0.000, 0.757
0.285, 0.015, 0.000, 0.740
0.295, 0.015, 0.000, 0.740
0.305, 0.015, 0.000, 0.803
0.315, 0.015, 0.000, 0.803
0.325, 0.015, 0.000, 0.795
0.335, 0.015, 0.000, 0.795
0.345, 0.015, 0.000, 0.789
0.355, 0.015, 0.000, 0.789
0.365, 0.015, 0.000, 0.783
0.375, 0.015, 0.000, 0.783
0.385, 0.015, 0.000, 0.777
0.395, 0.015, 0.000, 0.777
0.405, 0.015, 0.000, 0.776
0.415, 0.015, 0.000, 0.776
0.425, 0.015, 0.000, 0.795
0.435, 0.015, 0.000, 0.795
0.445, 0.015, 0.000, 0.852
0.455, 0.015, 0.000, 0.852
0.465, 0.015, 0.000, 0.947
0.475, 0.015, 0.000, 0.947
0.485, 0.015, 0.000, 1.044
0.495, 0.015, 0.000, 1.044
0.505, 0.015, 0.000, 0.976
0.515, 0.015, 0.000, 0.976
0.525, 0.015, 0.000, 1.063
0.535, 0.015, 0.000, 1.063
0.545, 0.015, 0.000, 1.106
0.555, 0.015, 0.000, 1.106
0.565, 0.015, 0.000, 1.142
0.575, 0.015, 0.000, 1.142
0.585, 0.015, 0.000, 1.175
0.595, 0.015, 0.000, 1.175
0.605, 0.015, 0.000, 1.204
0.615, 0.015, 0.000, 1.204
0.625, 0.015, 0.000, 1.228
0.635, 0.015, 0.000, 1.228
0.645, 0.015, 0.000, 1.245
0.655, 0.015, 0.000, 1.245
0.665, 0.015, 0.000, 1.250
0.675, 0.015, 0.000, 1.250
0.685, 0.015, 0.000, 1.247
0.695, 0.015, 0.000, 1.247
0.705, 0.015, 0.000, 1.241
0.715, 0.015, 0.000, 1.241
0.725, 0.015, 0.000, 1.233
0.735, 0.015, 0.000, 1.233
0.745, 0.015, 0.000, 1.223
0.755, 0.015, 0.000, 1.223
0.765, 0.015, 0.000, 1.211
0.775, 0.015, 0.000, 1.211
0.785, 0.015, 0.000, 1.197
0.795, 0.015, 0.000, 1.197
0.805, 0.015, 0.000, 1.182
0.815, 0.015, 0.000, 1.182
0.825, 0.015, 0.000, 1.166
0.835, 0.015, 0.000, 1.166
0.845, 0.015, 0.000, 1.147
0.855, 0.015, 0.000, 1.147
0.865, 0.015, 0.000, 1.128
0.875, 0.015, 0.000, 1.128
0.885, 0.015, 0.000, 1.110
0.895, 0.015, 0.000, 1.110
0.905, 0.015, 0.000, 1.094
0.915, 0.015, 0.000, 1.094
0.925, 0.015, 0.000, 1.080
0.935, 0.015, 0.000, 1.080
0.945, 0.015, 0.000, 1.070
0.955, 0.015, 0.000, 1.070
0.965, 0.015, 0.000, 1.062
0.975, 0.015, 0.000, 1.062
0.985, 0.015, 0.000, 1.055
0.995, 0.015, 0.000, 1.055
1.005, 0.015, 0.000, 1.244
1.015, 0.015, 0.000, 1.244
1.025, 0.015, 0.000, 1.237
1.035, 0.015, 0.000, 1.237
1.045, 0.015, 0.000, 1.231
1.055, 0.015, 0.000, 1.231
1.065, 0.015, 0.000, 1.227
1.075, 0.015, 0.000, 1.227
1.085, 0.015, 0.000, 1.223
1.095, 0.015, 0.000, 1.223
1.105, 0.015, 0.000, 1.220
1.115, 0.015, 0.000, 1.220
1.125, 0.015, 0.000, 1.217
1.135, 0.015, 0.000, 1.217
1.145, 0.015, 0.000, 1.211
1.155, 0.015, 0.000, 1.211
1.165, 0.015, 0.000, 1.204
1.175, 0.015, 0.000, 1.204
1.185, 0.015, 0.000, 1.194
1.195, 0.015, 0.000, 1.194
1.205, 0.015, 0.000, 1.183
1.215, 0.015, 0.000, 1.183
1.225, 0.015, 0.000, 1.169
1.235, 0.015, 0.000, 1.169
1.245, 0.015, 0.000, 1.153
1.255, 0.015, 0.000, 1.153
1.265, 0.015, 0.000, 1.134
1.275, 0.015, 0.000, 1.134
1.285, 0.015, 0.000, 1.111
1.295, 0.015, 0.000, 1.111
1.305, 0.015, 0.000, 1.086
1.315, 0.015, 0.000, 1.086
1.325, 0.015, 0.000, 1.060
1.335, 0.015, 0.000, 1.060
1.345, 0.015, 0.000, 1.031
1.355, 0.015, 0.000, 1.031
1.365, 0.015, 0.000, 0.999
1.375, 0.015, 0.000, 0.999
1.385, 0.015, 0.000, 0.965
1.395, 0.015, 0.000, 0.965
1.405, 0.015, 0.000, 0.925
1.415, 0.015, 0.000, 0.925
1.425, 0.015, 0.000, 0.860
1.435, 0.015, 0.000, 0.860
1.445, 0.015, 0.000, 0.746
1.455, 0.015, 0.000, 0.746
1.465, 0.015, 0.000, 0.583
1.475, 0.015, 0.000, 0.583
1.485, 0.015, 0.000, 0.445
1.495, 0.015, 0.000, 0.445
1.505, 0.015, 0.000, 0.325
1.515, 0.015, 0.000, 0.325
1.525, 0.015, 0.000, 0.213
1.535, 0.015, 0.000, 0.213
1.545, 0.015, 0.000, 0.117
1.555, 0.015, 0.000, 0.117
1.565, 0.015, 0.000, 0.047
1.575, 0.015, 0.000, 0.047
1.585, 0.015, 0.000, 0.017
1.595, 0.015, 0.000, 0.017
1.605, 0.015, 0.000, 0.101
1.615, 0.015, 0.000, 0.101
1.625, 0.015, 0.000, 0.194
1.635, 0.015, 0.000, 0.194
1.645, 0.015, 0.000, 0.259
1.655, 0.015, 0.000, 0.259
1.665, 0.015, 0.000, 0.188
1.675, 0.015, 0.000, 0.188
1.685, 0.015, 0.000, 0.118
1.695, 0.015, 0.000, 0.118
1.705, 0.015, 0.000, 0.103
1.715, 0.015, 0.000, 0.103
1.725, 0.015, 0.000, 0.243
1.735, 0.015, 0.000, 0.243
1.745, 0.015, 0.000, 0.368
1.755, 0.015, 0.000, 0.368
1.765, 0.015, 0.000, 0.457
1.775, 0.015, 0.000, 0.457
1.785, 0.015, 0.000, 0.523
1.795, 0.015, 0.000, 0.523
1.805, 0.015, 0.000, 0.583
1.815, 0.015, 0.000, 0.583
1.825, 0.015, 0.000, 0.646
1.835, 0.015, 0.000, 0.646
1.845, 0.015, 0.000, 0.568
1.855, 0.015, 0.000, 0.568
1.865, 0.015, 0.000, 0.490
1.875, 0.015, 0.000, 0.490
1.885, 0.015, 0.000, 0.403
1.895, 0.015, 0.000, 0.403
1.905, 0.015, 0.000, 0.275
1.915, 0.015, 0.000, 0.275
1.925, 0.015, 0.000, 0.207
1.935, 0.015, 0.000, 0.207
1.945, 0.015, 0.000, 0.382
1.955, 0.015, 0.000, 0.382
1.965, 0.015, 0.000, 0.509
1.975, 0.015, 0.000, 0.509
1.985, 0.015, 0.000, 0.638
1.995, 0.015, 0.000, 0.638
2.005, 0.015, 0.000, 0.524
2.015, 0.015, 0.000, 0.524
2.025, 0.015, 0.000, 0.429
2.035, 0.015, 0.000, 0.429
2.045, 0.015, 0.000, 0.322
2.055, 0.015, 0.000, 0.322
2.065, 0.015, 0.000, 0.191
2.075, 0.015, 0.000, 0.191
2.085, 0.015, 0.000, 0.135
2.095, 0.015, 0.000, 0.135
2.105, 0.015, 0.000, 0.249
2.115, 0.015, 0.000, 0.249
2.125, 0.015, 0.000, 0.241
2.135, 0.015, 0.000, 0.241
2.145, 0.015, 0.000, 0.187
2.155, 0.015, 0.000, 0.187
2.165, 0.015, 0.000, 0.131
2.175, 0.015, 0.000, 0.131
2.185, 0.015, 0.000, 0.071
2.195, 0.015, 0.000, 0.071
2.205, 0.015, 0.000, 0.019
2.215, 0.015, 0.000, 0.019
2.225, 0.015, 0.000, 0.003
2.235, 0.015, 0.000, 0.003
2.245, 0.015, 0.000, 0.023
2.255, 0.015, 0.000, 0.023
2.265, 0.015, 0.000, 0.133
2.275, 0.015, 0.000, 0.133
2.285, 0.015, 0.000, 0.023
2.295, 0.015, 0.000, 0.023
2.305, 0.015, 0.000, 0.003
2.315, 0.015, 0.000, 0.003
2.325, 0.015, 0.000, 0.000
2.335, 0.015, 0.000, 0.000
2.345, 0.015, 0.000, 0.000
2.355, 0.015, 0.000, 0.000
2.365, 0.015, 0.000, 0.000
2.375, 0.015, 0.000, 0.000
2.385, 0.015, 0.000, 0.000
2.395, 0.015, 0.000, 0.000
2.405, 0.015, 0.000, 0.000
2.415, 0.015, 0.000, 0.000
2.425, 0.015, 0.000, 0.002
2.435, 0.015, 0.000, 0.002
2.445, 0.015, 0.000, 0.010
2.455, 0.015, 0.000, 0.010
2.465, 0.015, 0.000, 0.045
2.475, 0.015, 0.000, 0.045
2.485, 0.015, 0.000, 0.127
2.495, 0.015, 0.000, 0.127
2.505, 0.015, 0.000, 0.024
2.515, 0.015, 0.000, 0.024
2.525, 0.015, 0.000, 0.003
2.535, 0.015, 0.000, 0.003
2.545, 0.015, 0.000, 0.032
2.555, 0.015, 0.000, 0.032
2.565, 0.015, 0.000, 0.128
2.575, 0.015, 0.000, 0.128
2.585, 0.015, 0.000, 0.121
2.595, 0.015, 0.000, 0.121
2.605, 0.015, 0.000, 0.166
2.615, 0.015, 0.000, 0.166
2.625, 0.015, 0.000, 0.096
2.635, 0.015, 0.000, 0.096
2.645, 0.015, 0.000, 0.086
2.655, 0.015, 0.000, 0.086
2.665, 0.015, 0.000, 0.062
2.675, 0.015, 0.000, 0.062
2.685, 0.015, 0.000, 0.025
2.695, 0.015, 0.000, 0.025
2.705, 0.015, 0.000, 0.015
2.715, 0.015, 0.000, 0.015
2.725, 0.015, 0.000, 0.006
2.735, 0.015, 0.000, 0.006
2.745, 0.015, 0.000, 0.002
2.755, 0.015, 0.000, 0.002
2.765, 0.015, 0.000, 0.000
2.775, 0.015, 0.000, 0.000
2.785, 0.015, 0.000, 0.000
2.795, 0.015, 0.000, 0.000
0.005, 0.025, 0.000, 0.000
0.015, 0.025, 0.000, 0.000
0.025, 0.025, 0.000, 0.005
0.035, 0.025, 0.000, 0.005
0.045, 0.025, 0.000, 0.028
0.055, 0.025, 0.000, 0.028
0.065, 0.025, 0.000, 0.082
0.075, 0.025, 0.000, 0.082
0.085, 0.025, 0.000, 0.177
0.095, 0.025, 0.000, 0.177
0.105, 0.025, 0.000, 0.316
0.115, 0.025, 0.000, 0.316
0.125, 0.025, 0.000, 0.468
0.135, 0.025, 0.000, 0.468
0.145, 0.025, 0.000, 0.581
0.155, 0.025, 0.000, 0.581
0.165, 0.025, 0.000, 0.654
0.175, 0.025, 0.000, 0.654
0.185, 0.025, 0.000, 0.709
0.195, 0.025, 0.000, 0.709
0.205, 0.025, 0.000, 0.676
0.215, 0.025, 0.000, 0.676
0.225, 0.025, 0.000, 0.706
0.235, 0.025, 0.000, 0.706
0.245, 0.025, 0.000, 0.711
0.255, 0.025, 0.000, 0.711
0.265, 0.025, 0.000, 0.702
0.275, 0.025, 0.000, 0.702
0.285, 0.025, 0.000, 0.740
0.295, 0.025, 0.000, 0.740
0.305, 0.025, 0.000, 0.722
0.315, 0.025, 0.000, 0.722
0.325, 0.025, 0.000, 0.711
0.335, 0.025, 0.000, 0.711
0.345, 0.025, 0.000, 0.789
0.355, 0.025, 0.000, 0.789
0.365, 0.025, 0.000, 0.783
0.375, 0.025, 0.000, 0.783
0.385, 0.025, 0.000, 0.713
0.395, 0.025, 0.000, 0.713
0.405, 0.025, 0.000, 0.711
0.415, 0.025, 0.000, 0.711
0.425, 0.025, 0.000, 0.711
0.435, 0.025, 0.000, 0.711
0.445, 0.025, 0.000, 0.720
0.455, 0.025, 0.000, 0.720
0.465, 0.025, 0.000, 0.760
0.475, 0.025, 0.000, 0.760
0.485, 0.025, 0.000, 0.851
0.495, 0.025, 0.000, 0.851
0.505, 0.025, 0.000, 0.976
0.515, 0.025, 0.000, 0.976
0.525, 0.025, 0.000, 1.063
0.535, 0.025, 0.000, 1.063
0.545, 0.025, 0.000, 1.106
0.555, 0.025, 0.000, 1.106
0.565, 0.025, 0.000, 1.021
0.575, 0.025, 0.000, 1.021
0.585, 0.025, 0.000, 1.054
0.595, 0.025, 0.000, 1.054
0.605, 0.025, 0.000, 1.084
0.615, 0.025, 0.000, 1.084
0.625, 0.025, 0.000, 1.107
0.635, 0.025, 0.000, 1.107
0.645, 0.025, 0.000, 1.122
0.655, 0.025, 0.000, 1.122
0.665, 0.025, 0.000, 1.122
0.675, 0.025, 0.000, 1.122
0.685, 0.025, 0.000, 1.114
0.695, 0.025, 0.000, 1.114
0.705, 0.025, 0.000, 1.103
0.715, 0.025, 0.000, 1.103
0.725, 0.025, 0.000, 1.090
0.735, 0.025, 0.000, 1.090
0.745, 0.025, 0.000, 1.075
0.755, 0.025, 0.000, 1.075
0.765, 0.025, 0.000, 1.058
0.775, 0.025, 0.000, 1.058
0.785, 0.025, 0.000, 1.039
0.795, 0.025, 0.000, 1.039
0.805, 0.025, 0.000, 1.017
0.815, 0.025, 0.000, 1.017
0.825, 0.025, 0.000, 0.993
0.835, 0.025, 0.000, 0.993
0.845, 0.025, 0.000, 1.147
0.855, 0.025, 0.000, 1.147
0.865, 0.025, 0.000, 1.128
0.875, 0.025, 0.000, 1.128
0.885, 0.025, 0.000, 1.110
0.895, 0.025, 0.000, 1.110
0.905, 0.025, 0.000, 1.094
0.915, 0.025, 0.000, 1.094
0.925, 0.025, 0.000, 1.080
0.935, 0.025, 0.000, 1.080
0.945, 0.025, 0.000, 1.070
0.955, 0.025, 0.000, 1.070
0.965, 0.025, 0.000, 1.062
0.975, 0.025, 0.000, 1.062
0.985, 0.025, 0.000, 1.055
0.995, 0.025, 0.000, 1.055
1.005, 0.025, 0.000, 1.046
1.015, 0.025, 0.000, 1.046
1.025, 0.025, 0.000, 1.034
1.035, 0.025, 0.000, 1.034
1.045, 0.025, 0.000, 1.022
1.055, 0.025, 0.000, 1.022
1.065, 0.025, 0.000, 1.019
1.075, 0.025, 0.000, 1.019
1.085, 0.025, 0.000, 1.023
1.095, 0.025, 0.000, 1.023
1.105, 0.025, 0.000, 1.028
1.115, 0.025, 0.000, 1.028
1.125, 0.025, 0.000, 1.032
1.135, 0.025, 0.000, 1.032
1.145, 0.025, 0.000, 1.033
1.155, 0.025, 0.000, 1.033
1.165, 0.025, 0.000, 1.030
1.175, 0.025, 0.000, 1.030
1.185, 0.025, 0.000, 1.024
1.195, 0.025, 0.000, 1.024
1.205, 0.025, 0.000, 1.015
1.215, 0.025, 0.000, 1.015
1.225, 0.025, 0.000, 1.001
1.235, 0.025, 0.000, 1.001
1.245, 0.025, 0.000, 0.984
1.255, 0.025, 0.000, 0.984
1.265, 0.025, 0.000, 0.962
1.275, 0.025, 0.000, 0.962
1.285, 0.025, 0.000, 0.933
1.295, 0.025, 0.000, 0.933
1.305, 0.025, 0.000, 0.894
1.315, 0.025, 0.000, 0.894
1.325, 0.025, 0.000, 0.849
1.335, 0.025, 0.000, 0.849
1.345, 0.025, 0.000, 0.815
1.355, 0.025, 0.000, 0.815
1.365, 0.025, 0.000, 0.780
1.375, 0.025, 0.000, 0.780
1.385, 0.025, 0.000, 0.715
1.395, 0.025, 0.000, 0.715
1.405, 0.025, 0.000, 0.614
1.415, 0.025, 0.000, 0.614
1.425, 0.025, 0.000, 0.490
1.435, 0.025, 0.000, 0.490
1.445, 0.025, 0.000, 0.375
1.455, 0.025, 0.000, 0.375
1.465, 0.025, 0.000, 0.363
1.475, 0.025, 0.000, 0.363
1.485, 0.025, 0.000, 0.308
1.495, 0.025, 0.000, 0.308
1.505, 0.025, 0.000, 0.234
1.515, 0.025, 0.000, 0.234
1.525, 0.025, 0.000, 0.158
1.535, 0.025, 0.000, 0.158
1.545, 0.025, 0.000, 0.087
1.555, 0.025, 0.000, 0.087
1.565, 0.025, 0.000, 0.035
1.575, 0.025, 0.000, 0.035
1.585, 0.025, 0.000, 0.012
1.595, 0.025, 0.000, 0.012
1.605, 0.025, 0.000, 0.043
1.615, 0.025, 0.000, 0.043
1.625, 0.025, 0.000, 0.141
1.635, 0.025, 0.000, 0.141
1.645, 0.025, 0.000, 0.243
1.655, 0.025, 0.000, 0.243
1.665, 0.025, 0.000, 0.230
1.675, 0.025, 0.000, 0.230
1.685, 0.025, 0.000, 0.117
1.695, 0.025, 0.000, 0.117
1.705, 0.025, 0.000, 0.054
1.715, 0.025, 0.000, 0.054
1.725, 0.025, 0.000, 0.138
1.735, 0.025, 0.000, 0.138
1.745, 0.025, 0.000, 0.368
