# x, y, gas saturation, co2 concentration 
1.085000e+00, 3.500000e-02, 0.000000e+00, 1.537588e+00 
1.095000e+00, 3.500000e-02, 0.000000e+00, 1.531826e+00 
1.105000e+00, 3.500000e-02, 0.000000e+00, 1.526332e+00 
1.115000e+00, 3.500000e-02, 0.000000e+00, 1.521173e+00 
1.125000e+00, 3.500000e-02, 0.000000e+00, 1.516215e+00 
1.135000e+00, 3.500000e-02, 0.000000e+00, 1.511412e+00 
1.145000e+00, 3.500000e-02, 0.000000e+00, 1.506729e+00 
1.155000e+00, 3.500000e-02, 0.000000e+00, 1.502035e+00 
1.165000e+00, 3.500000e-02, 0.000000e+00, 1.497516e+00 
1.175000e+00, 3.500000e-02, 0.000000e+00, 1.493204e+00 
1.185000e+00, 3.500000e-02, 0.000000e+00, 1.489244e+00 
1.195000e+00, 3.500000e-02, 0.000000e+00, 1.485767e+00 
1.205000e+00, 3.500000e-02, 0.000000e+00, 1.482819e+00 
1.215000e+00, 3.500000e-02, 0.000000e+00, 1.480299e+00 
1.225000e+00, 3.500000e-02, 0.000000e+00, 1.477975e+00 
1.235000e+00, 3.500000e-02, 0.000000e+00, 1.475596e+00 
1.245000e+00, 3.500000e-02, 0.000000e+00, 1.472999e+00 
1.255000e+00, 3.500000e-02, 0.000000e+00, 1.470109e+00 
1.265000e+00, 3.500000e-02, 0.000000e+00, 1.466862e+00 
1.275000e+00, 3.500000e-02, 0.000000e+00, 1.463226e+00 
1.285000e+00, 3.500000e-02, 0.000000e+00, 1.459423e+00 
1.295000e+00, 3.500000e-02, 0.000000e+00, 1.456192e+00 
1.305000e+00, 3.500000e-02, 0.000000e+00, 1.453002e+00 
1.315000e+00, 3.500000e-02, 0.000000e+00, 1.449160e+00 
1.325000e+00, 3.500000e-02, 0.000000e+00, 1.444859e+00 
1.335000e+00, 3.500000e-02, 0.000000e+00, 1.440581e+00 
1.345000e+00, 3.500000e-02, 0.000000e+00, 1.436888e+00 
1.355000e+00, 3.500000e-02, 0.000000e+00, 1.434471e+00 
1.365000e+00, 3.500000e-02, 0.000000e+00, 1.433107e+00 
1.375000e+00, 3.500000e-02, 0.000000e+00, 1.434679e+00 
1.385000e+00, 3.500000e-02, 0.000000e+00, 1.430878e+00 
1.395000e+00, 3.500000e-02, 0.000000e+00, 1.426461e+00 
1.405000e+00, 3.500000e-02, 0.000000e+00, 1.422277e+00 
1.415000e+00, 3.500000e-02, 0.000000e+00, 1.418374e+00 
1.425000e+00, 3.500000e-02, 0.000000e+00, 1.414683e+00 
1.435000e+00, 3.500000e-02, 0.000000e+00, 1.410956e+00 
1.445000e+00, 3.500000e-02, 0.000000e+00, 1.409102e+00 
1.455000e+00, 3.500000e-02, 0.000000e+00, 1.409717e+00 
1.465000e+00, 3.500000e-02, 0.000000e+00, 1.408995e+00 
1.475000e+00, 3.500000e-02, 0.000000e+00, 1.403560e+00 
1.485000e+00, 3.500000e-02, 0.000000e+00, 1.392277e+00 
1.495000e+00, 3.500000e-02, 0.000000e+00, 1.387175e+00 
1.505000e+00, 3.500000e-02, 0.000000e+00, 1.390368e+00 
1.515000e+00, 3.500000e-02, 0.000000e+00, 1.391040e+00 
1.525000e+00, 3.500000e-02, 0.000000e+00, 1.382944e+00 
1.535000e+00, 3.500000e-02, 0.000000e+00, 1.370830e+00 
1.545000e+00, 3.500000e-02, 0.000000e+00, 1.375290e+00 
1.555000e+00, 3.500000e-02, 0.000000e+00, 1.378378e+00 
1.565000e+00, 3.500000e-02, 0.000000e+00, 1.373423e+00 
1.575000e+00, 3.500000e-02, 0.000000e+00, 1.362230e+00 
1.585000e+00, 3.500000e-02, 0.000000e+00, 1.346733e+00 
1.595000e+00, 3.500000e-02, 0.000000e+00, 1.330389e+00 
1.605000e+00, 3.500000e-02, 0.000000e+00, 1.339923e+00 
1.615000e+00, 3.500000e-02, 0.000000e+00, 1.349884e+00 
1.625000e+00, 3.500000e-02, 0.000000e+00, 1.357404e+00 
1.635000e+00, 3.500000e-02, 0.000000e+00, 1.360829e+00 
1.645000e+00, 3.500000e-02, 0.000000e+00, 1.353831e+00 
1.655000e+00, 3.500000e-02, 0.000000e+00, 1.343651e+00 
1.665000e+00, 3.500000e-02, 0.000000e+00, 1.333264e+00 
1.675000e+00, 3.500000e-02, 0.000000e+00, 1.322381e+00 
1.685000e+00, 3.500000e-02, 0.000000e+00, 1.313039e+00 
1.695000e+00, 3.500000e-02, 0.000000e+00, 1.309783e+00 
1.705000e+00, 3.500000e-02, 0.000000e+00, 1.311726e+00 
1.715000e+00, 3.500000e-02, 0.000000e+00, 1.316574e+00 
1.725000e+00, 3.500000e-02, 0.000000e+00, 1.322065e+00 
1.735000e+00, 3.500000e-02, 0.000000e+00, 1.325534e+00 
1.745000e+00, 3.500000e-02, 0.000000e+00, 1.326001e+00 
1.755000e+00, 3.500000e-02, 0.000000e+00, 1.322326e+00 
1.765000e+00, 3.500000e-02, 0.000000e+00, 1.314281e+00 
1.775000e+00, 3.500000e-02, 0.000000e+00, 1.302743e+00 
1.785000e+00, 3.500000e-02, 0.000000e+00, 1.289236e+00 
1.795000e+00, 3.500000e-02, 0.000000e+00, 1.274921e+00 
1.805000e+00, 3.500000e-02, 0.000000e+00, 1.260375e+00 
1.815000e+00, 3.500000e-02, 0.000000e+00, 1.246455e+00 
1.825000e+00, 3.500000e-02, 0.000000e+00, 1.234008e+00 
1.835000e+00, 3.500000e-02, 0.000000e+00, 1.223402e+00 
1.845000e+00, 3.500000e-02, 0.000000e+00, 1.214536e+00 
1.855000e+00, 3.500000e-02, 0.000000e+00, 1.206908e+00 
1.865000e+00, 3.500000e-02, 0.000000e+00, 1.199814e+00 
1.875000e+00, 3.500000e-02, 0.000000e+00, 1.192628e+00 
1.885000e+00, 3.500000e-02, 0.000000e+00, 1.184984e+00 
1.895000e+00, 3.500000e-02, 0.000000e+00, 1.176810e+00 
1.905000e+00, 3.500000e-02, 0.000000e+00, 1.168265e+00 
1.915000e+00, 3.500000e-02, 0.000000e+00, 1.159650e+00 
1.925000e+00, 3.500000e-02, 0.000000e+00, 1.151319e+00 
1.935000e+00, 3.500000e-02, 0.000000e+00, 1.143619e+00 
1.945000e+00, 3.500000e-02, 0.000000e+00, 1.136852e+00 
1.955000e+00, 3.500000e-02, 0.000000e+00, 1.131256e+00 
1.965000e+00, 3.500000e-02, 0.000000e+00, 1.126978e+00 
1.975000e+00, 3.500000e-02, 0.000000e+00, 1.124063e+00 
1.985000e+00, 3.500000e-02, 0.000000e+00, 1.122451e+00 
1.995000e+00, 3.500000e-02, 0.000000e+00, 1.121996e+00 
2.005000e+00, 3.500000e-02, 0.000000e+00, 1.122504e+00 
2.015000e+00, 3.500000e-02, 0.000000e+00, 1.123778e+00 
2.025000e+00, 3.500000e-02, 0.000000e+00, 1.125652e+00 
2.035000e+00, 3.500000e-02, 0.000000e+00, 1.128022e+00 
2.045000e+00, 3.500000e-02, 0.000000e+00, 1.130849e+00 
2.055000e+00, 3.500000e-02, 0.000000e+00, 1.134154e+00 
2.065000e+00, 3.500000e-02, 0.000000e+00, 1.138004e+00 
2.075000e+00, 3.500000e-02, 0.000000e+00, 1.142486e+00 
2.085000e+00, 3.500000e-02, 0.000000e+00, 1.147675e+00 
2.095000e+00, 3.500000e-02, 0.000000e+00, 1.153589e+00 
2.105000e+00, 3.500000e-02, 0.000000e+00, 1.160112e+00 
2.115000e+00, 3.500000e-02, 0.000000e+00, 1.166848e+00 
2.125000e+00, 3.500000e-02, 0.000000e+00, 1.173764e+00 
2.135000e+00, 3.500000e-02, 0.000000e+00, 1.180817e+00 
2.145000e+00, 3.500000e-02, 0.000000e+00, 1.187956e+00 
2.155000e+00, 3.500000e-02, 0.000000e+00, 1.195129e+00 
2.165000e+00, 3.500000e-02, 0.000000e+00, 1.202291e+00 
2.175000e+00, 3.500000e-02, 0.000000e+00, 1.209405e+00 
2.185000e+00, 3.500000e-02, 0.000000e+00, 1.216449e+00 
2.195000e+00, 3.500000e-02, 0.000000e+00, 1.223415e+00 
2.205000e+00, 3.500000e-02, 0.000000e+00, 1.230309e+00 
2.215000e+00, 3.500000e-02, 0.000000e+00, 1.237151e+00 
2.225000e+00, 3.500000e-02, 0.000000e+00, 1.243963e+00 
2.235000e+00, 3.500000e-02, 0.000000e+00, 1.250769e+00 
2.245000e+00, 3.500000e-02, 0.000000e+00, 1.257586e+00 
2.255000e+00, 3.500000e-02, 0.000000e+00, 1.264415e+00 
2.265000e+00, 3.500000e-02, 0.000000e+00, 1.271231e+00 
2.275000e+00, 3.500000e-02, 0.000000e+00, 1.277981e+00 
2.285000e+00, 3.500000e-02, 0.000000e+00, 1.284563e+00 
2.295000e+00, 3.500000e-02, 0.000000e+00, 1.290815e+00 
2.305000e+00, 3.500000e-02, 0.000000e+00, 1.296525e+00 
2.315000e+00, 3.500000e-02, 0.000000e+00, 1.301466e+00 
2.325000e+00, 3.500000e-02, 0.000000e+00, 1.305428e+00 
2.335000e+00, 3.500000e-02, 0.000000e+00, 1.308256e+00 
2.345000e+00, 3.500000e-02, 0.000000e+00, 1.309862e+00 
2.355000e+00, 3.500000e-02, 0.000000e+00, 1.310203e+00 
2.365000e+00, 3.500000e-02, 0.000000e+00, 1.309278e+00 
2.375000e+00, 3.500000e-02, 0.000000e+00, 1.307122e+00 
2.385000e+00, 3.500000e-02, 0.000000e+00, 1.303797e+00 
2.395000e+00, 3.500000e-02, 0.000000e+00, 1.299343e+00 
2.405000e+00, 3.500000e-02, 0.000000e+00, 1.293745e+00 
2.415000e+00, 3.500000e-02, 0.000000e+00, 1.286927e+00 
2.425000e+00, 3.500000e-02, 0.000000e+00, 1.278768e+00 
2.435000e+00, 3.500000e-02, 0.000000e+00, 1.269109e+00 
2.445000e+00, 3.500000e-02, 0.000000e+00, 1.257775e+00 
2.455000e+00, 3.500000e-02, 0.000000e+00, 1.244597e+00 
2.465000e+00, 3.500000e-02, 0.000000e+00, 1.229431e+00 
2.475000e+00, 3.500000e-02, 0.000000e+00, 1.212183e+00 
2.485000e+00, 3.500000e-02, 0.000000e+00, 1.192829e+00 
2.495000e+00, 3.500000e-02, 0.000000e+00, 1.171427e+00 
2.505000e+00, 3.500000e-02, 0.000000e+00, 1.148127e+00 
2.515000e+00, 3.500000e-02, 0.000000e+00, 1.123174e+00 
2.525000e+00, 3.500000e-02, 0.000000e+00, 1.096904e+00 
2.535000e+00, 3.500000e-02, 0.000000e+00, 1.069724e+00 
2.545000e+00, 3.500000e-02, 0.000000e+00, 1.042102e+00 
2.555000e+00, 3.500000e-02, 0.000000e+00, 1.014538e+00 
2.565000e+00, 3.500000e-02, 0.000000e+00, 9.875696e-01 
2.575000e+00, 3.500000e-02, 0.000000e+00, 9.617660e-01 
2.585000e+00, 3.500000e-02, 0.000000e+00, 9.377038e-01 
2.595000e+00, 3.500000e-02, 0.000000e+00, 9.159344e-01 
2.605000e+00, 3.500000e-02, 0.000000e+00, 8.969412e-01 
2.615000e+00, 3.500000e-02, 0.000000e+00, 8.810857e-01 
2.625000e+00, 3.500000e-02, 0.000000e+00, 8.685431e-01 
2.635000e+00, 3.500000e-02, 0.000000e+00, 8.592464e-01 
2.645000e+00, 3.500000e-02, 0.000000e+00, 8.528668e-01 
2.655000e+00, 3.500000e-02, 0.000000e+00, 8.488619e-01 
2.665000e+00, 3.500000e-02, 0.000000e+00, 8.466123e-01 
2.675000e+00, 3.500000e-02, 0.000000e+00, 8.455643e-01 
2.685000e+00, 3.500000e-02, 0.000000e+00, 8.452774e-01 
2.695000e+00, 3.500000e-02, 0.000000e+00, 8.454146e-01 
2.705000e+00, 3.500000e-02, 0.000000e+00, 8.457272e-01 
2.715000e+00, 3.500000e-02, 0.000000e+00, 8.460352e-01 
2.725000e+00, 3.500000e-02, 0.000000e+00, 8.462060e-01 
2.735000e+00, 3.500000e-02, 0.000000e+00, 8.461384e-01 
2.745000e+00, 3.500000e-02, 0.000000e+00, 8.458784e-01 
2.755000e+00, 3.500000e-02, 0.000000e+00, 8.455073e-01 
2.765000e+00, 3.500000e-02, 0.000000e+00, 8.445338e-01 
2.775000e+00, 3.500000e-02, 0.000000e+00, 8.428922e-01 
2.785000e+00, 3.500000e-02, 0.000000e+00, 8.407158e-01 
2.795000e+00, 3.500000e-02, 0.000000e+00, 8.377990e-01 
2.805000e+00, 3.500000e-02, 0.000000e+00, 8.337847e-01 
2.815000e+00, 3.500000e-02, 0.000000e+00, 8.278219e-01 
2.825000e+00, 3.500000e-02, 0.000000e+00, 8.160313e-01 
3.500000e-02, 4.500000e-02, 0.000000e+00, 1.548408e+00 
4.500000e-02, 4.500000e-02, 0.000000e+00, 1.546387e+00 
5.500000e-02, 4.500000e-02, 0.000000e+00, 1.543389e+00 
6.500000e-02, 4.500000e-02, 0.000000e+00, 1.538570e+00 
7.500000e-02, 4.500000e-02, 0.000000e+00, 1.532205e+00 
8.500000e-02, 4.500000e-02, 0.000000e+00, 1.523838e+00 
9.500000e-02, 4.500000e-02, 0.000000e+00, 1.517210e+00 
1.050000e-01, 4.500000e-02, 0.000000e+00, 1.516802e+00 
1.150000e-01, 4.500000e-02, 0.000000e+00, 1.519413e+00 
1.250000e-01, 4.500000e-02, 0.000000e+00, 1.522461e+00 
1.350000e-01, 4.500000e-02, 0.000000e+00, 1.525082e+00 
1.450000e-01, 4.500000e-02, 0.000000e+00, 1.528295e+00 
1.550000e-01, 4.500000e-02, 0.000000e+00, 1.527362e+00 
1.650000e-01, 4.500000e-02, 0.000000e+00, 1.530583e+00 
1.750000e-01, 4.500000e-02, 0.000000e+00, 1.534700e+00 
1.850000e-01, 4.500000e-02, 0.000000e+00, 1.538044e+00 
1.950000e-01, 4.500000e-02, 0.000000e+00, 1.540626e+00 
2.050000e-01, 4.500000e-02, 0.000000e+00, 1.542890e+00 
2.150000e-01, 4.500000e-02, 0.000000e+00, 1.544938e+00 
2.250000e-01, 4.500000e-02, 0.000000e+00, 1.546796e+00 
2.350000e-01, 4.500000e-02, 0.000000e+00, 1.548500e+00 
2.450000e-01, 4.500000e-02, 0.000000e+00, 1.550130e+00 
2.550000e-01, 4.500000e-02, 0.000000e+00, 1.551623e+00 
2.650000e-01, 4.500000e-02, 0.000000e+00, 1.553473e+00 
2.750000e-01, 4.500000e-02, 0.000000e+00, 1.554864e+00 
2.850000e-01, 4.500000e-02, 0.000000e+00, 1.555960e+00 
2.950000e-01, 4.500000e-02, 0.000000e+00, 1.557246e+00 
3.050000e-01, 4.500000e-02, 0.000000e+00, 1.558827e+00 
3.150000e-01, 4.500000e-02, 0.000000e+00, 1.560615e+00 
3.250000e-01, 4.500000e-02, 0.000000e+00, 1.562887e+00 
3.350000e-01, 4.500000e-02, 0.000000e+00, 1.565127e+00 
3.450000e-01, 4.500000e-02, 0.000000e+00, 1.567150e+00 
3.550000e-01, 4.500000e-02, 0.000000e+00, 1.569071e+00 
3.650000e-01, 4.500000e-02, 0.000000e+00, 1.570874e+00 
3.750000e-01, 4.500000e-02, 0.000000e+00, 1.572358e+00 
3.850000e-01, 4.500000e-02, 0.000000e+00, 1.573834e+00 
3.950000e-01, 4.500000e-02, 0.000000e+00, 1.575301e+00 
4.050000e-01, 4.500000e-02, 0.000000e+00, 1.576685e+00 
4.150000e-01, 4.500000e-02, 0.000000e+00, 1.577996e+00 
4.250000e-01, 4.500000e-02, 0.000000e+00, 1.579264e+00 
4.350000e-01, 4.500000e-02, 0.000000e+00, 1.580497e+00 
4.450000e-01, 4.500000e-02, 0.000000e+00, 1.581689e+00 
4.550000e-01, 4.500000e-02, 0.000000e+00, 1.582830e+00 
4.650000e-01, 4.500000e-02, 0.000000e+00, 1.583923e+00 
4.750000e-01, 4.500000e-02, 0.000000e+00, 1.584997e+00 
4.850000e-01, 4.500000e-02, 0.000000e+00, 1.585912e+00 
4.950000e-01, 4.500000e-02, 0.000000e+00, 1.586704e+00 
5.050000e-01, 4.500000e-02, 0.000000e+00, 1.587502e+00 
5.150000e-01, 4.500000e-02, 0.000000e+00, 1.588357e+00 
5.250000e-01, 4.500000e-02, 0.000000e+00, 1.589224e+00 
5.350000e-01, 4.500000e-02, 0.000000e+00, 1.590008e+00 
5.450000e-01, 4.500000e-02, 0.000000e+00, 1.590619e+00 
5.550000e-01, 4.500000e-02, 0.000000e+00, 1.590967e+00 
5.650000e-01, 4.500000e-02, 0.000000e+00, 1.591035e+00 
5.750000e-01, 4.500000e-02, 0.000000e+00, 1.590799e+00 
5.850000e-01, 4.500000e-02, 0.000000e+00, 1.590274e+00 
5.950000e-01, 4.500000e-02, 0.000000e+00, 1.589485e+00 
6.050000e-01, 4.500000e-02, 0.000000e+00, 1.588457e+00 
6.150000e-01, 4.500000e-02, 0.000000e+00, 1.587222e+00 
6.250000e-01, 4.500000e-02, 0.000000e+00, 1.585803e+00 
6.350000e-01, 4.500000e-02, 0.000000e+00, 1.584229e+00 
6.450000e-01, 4.500000e-02, 0.000000e+00, 1.582534e+00 
6.550000e-01, 4.500000e-02, 0.000000e+00, 1.580743e+00 
6.650000e-01, 4.500000e-02, 0.000000e+00, 1.578874e+00 
6.750000e-01, 4.500000e-02, 0.000000e+00, 1.576946e+00 
6.850000e-01, 4.500000e-02, 0.000000e+00, 1.574994e+00 
6.950000e-01, 4.500000e-02, 0.000000e+00, 1.573028e+00 
7.050000e-01, 4.500000e-02, 0.000000e+00, 1.571050e+00 
7.150000e-01, 4.500000e-02, 0.000000e+00, 1.569062e+00 
7.250000e-01, 4.500000e-02, 0.000000e+00, 1.567054e+00 
7.350000e-01, 4.500000e-02, 0.000000e+00, 1.565024e+00 
7.450000e-01, 4.500000e-02, 0.000000e+00, 1.562966e+00 
7.550000e-01, 4.500000e-02, 0.000000e+00, 1.560869e+00 
7.650000e-01, 4.500000e-02, 0.000000e+00, 1.558722e+00 
7.750000e-01, 4.500000e-02, 0.000000e+00, 1.556516e+00 
7.850000e-01, 4.500000e-02, 0.000000e+00, 1.554242e+00 
7.950000e-01, 4.500000e-02, 0.000000e+00, 1.551892e+00 
8.050000e-01, 4.500000e-02, 0.000000e+00, 1.549455e+00 
8.150000e-01, 4.500000e-02, 0.000000e+00, 1.546916e+00 
8.250000e-01, 4.500000e-02, 0.000000e+00, 1.544261e+00 
8.350000e-01, 4.500000e-02, 0.000000e+00, 1.541469e+00 
8.450000e-01, 4.500000e-02, 0.000000e+00, 1.538515e+00 
8.550000e-01, 4.500000e-02, 0.000000e+00, 1.535378e+00 
8.650000e-01, 4.500000e-02, 0.000000e+00, 1.532036e+00 
8.750000e-01, 4.500000e-02, 0.000000e+00, 1.528464e+00 
8.850000e-01, 4.500000e-02, 0.000000e+00, 1.524636e+00 
8.950000e-01, 4.500000e-02, 0.000000e+00, 1.520516e+00 
9.050000e-01, 4.500000e-02, 0.000000e+00, 1.516052e+00 
9.150000e-01, 4.500000e-02, 0.000000e+00, 1.511172e+00 
9.250000e-01, 4.500000e-02, 0.000000e+00, 1.505820e+00 
9.350000e-01, 4.500000e-02, 0.000000e+00, 1.499997e+00 
9.450000e-01, 4.500000e-02, 0.000000e+00, 1.493771e+00 
9.550000e-01, 4.500000e-02, 0.000000e+00, 1.487272e+00 
9.650000e-01, 4.500000e-02, 0.000000e+00, 1.480601e+00 
9.750000e-01, 4.500000e-02, 0.000000e+00, 1.473806e+00 
9.850000e-01, 4.500000e-02, 0.000000e+00, 1.466820e+00 
9.950000e-01, 4.500000e-02, 0.000000e+00, 1.459706e+00 
1.005000e+00, 4.500000e-02, 0.000000e+00, 1.452461e+00 
1.015000e+00, 4.500000e-02, 0.000000e+00, 1.445137e+00 
1.025000e+00, 4.500000e-02, 0.000000e+00, 1.437792e+00 
1.035000e+00, 4.500000e-02, 0.000000e+00, 1.430456e+00 
1.045000e+00, 4.500000e-02, 0.000000e+00, 1.423122e+00 
1.055000e+00, 4.500000e-02, 0.000000e+00, 1.415769e+00 
1.065000e+00, 4.500000e-02, 0.000000e+00, 1.408369e+00 
1.075000e+00, 4.500000e-02, 0.000000e+00, 1.400905e+00 
1.085000e+00, 4.500000e-02, 0.000000e+00, 1.393373e+00 
1.095000e+00, 4.500000e-02, 0.000000e+00, 1.385801e+00 
