#t, p1, p2, mob_A, imm_A, diss_A, seal_A, mob_B, imm_B, diss_B, seal_B, M_C, totM_co2 
1.197e+05,113900.000000,108000.000000,0.000000,0.000391,0.005597,0.001563,0.000000,0.000000,0.000016,0.000000,0.723100,0.008390
1.200e+05,113900.000000,108000.000000,0.000000,0.000391,0.005598,0.001563,0.000000,0.000000,0.000016,0.000000,0.722850,0.008390
1.203e+05,113900.000000,108000.000000,0.000000,0.000391,0.005599,0.001563,0.000000,0.000000,0.000016,0.000000,0.722620,0.008390
1.206e+05,113900.000000,108000.000000,0.000000,0.000391,0.005600,0.001563,0.000000,0.000000,0.000016,0.000000,0.722400,0.008390
1.209e+05,113900.000000,108000.000000,0.000000,0.000391,0.005601,0.001563,0.000000,0.000000,0.000016,0.000000,0.722210,0.008390
1.212e+05,113900.000000,108000.000000,0.000000,0.000391,0.005602,0.001563,0.000000,0.000000,0.000016,0.000000,0.722030,0.008390
1.215e+05,113900.000000,108000.000000,0.000000,0.000391,0.005603,0.001563,0.000000,0.000000,0.000016,0.000000,0.721860,0.008390
1.218e+05,113900.000000,108000.000000,0.000000,0.000391,0.005604,0.001563,0.000000,0.000000,0.000017,0.000000,0.721710,0.008390
1.221e+05,113900.000000,108000.000000,0.000000,0.000391,0.005605,0.001563,0.000000,0.000000,0.000017,0.000000,0.721580,0.008390
1.224e+05,113900.000000,108000.000000,0.000000,0.000391,0.005605,0.001563,0.000000,0.000000,0.000017,0.000000,0.721480,0.008390
1.227e+05,113900.000000,108000.000000,0.000000,0.000391,0.005606,0.001563,0.000000,0.000000,0.000017,0.000000,0.721390,0.008390
1.230e+05,113900.000000,108000.000000,0.000000,0.000391,0.005607,0.001563,0.000000,0.000000,0.000017,0.000000,0.721320,0.008390
1.233e+05,113900.000000,108000.000000,0.000000,0.000391,0.005608,0.001563,0.000000,0.000000,0.000017,0.000000,0.721280,0.008390
1.236e+05,113900.000000,108000.000000,0.000000,0.000391,0.005608,0.001563,0.000000,0.000000,0.000017,0.000000,0.721250,0.008390
1.239e+05,113900.000000,108000.000000,0.000000,0.000391,0.005609,0.001563,0.000000,0.000000,0.000017,0.000000,0.721250,0.008390
1.242e+05,113900.000000,108000.000000,0.000000,0.000391,0.005610,0.001563,0.000000,0.000000,0.000017,0.000000,0.721260,0.008390
1.245e+05,113900.000000,108000.000000,0.000000,0.000391,0.005611,0.001563,0.000000,0.000000,0.000017,0.000000,0.721280,0.008390
1.248e+05,113900.000000,108000.000000,0.000000,0.000391,0.005611,0.001563,0.000000,0.000000,0.000018,0.000000,0.721320,0.008390
1.251e+05,113900.000000,108000.000000,0.000000,0.000391,0.005612,0.001563,0.000000,0.000000,0.000018,0.000000,0.721380,0.008390
1.254e+05,113900.000000,108000.000000,0.000000,0.000391,0.005613,0.001563,0.000000,0.000000,0.000018,0.000000,0.721440,0.008390
1.257e+05,113900.000000,108000.000000,0.000000,0.000391,0.005613,0.001563,0.000000,0.000000,0.000018,0.000000,0.721520,0.008390
1.260e+05,113900.000000,108000.000000,0.000000,0.000391,0.005614,0.001563,0.000000,0.000000,0.000018,0.000000,0.721620,0.008390
1.263e+05,113900.000000,108000.000000,0.000000,0.000391,0.005614,0.001563,0.000000,0.000000,0.000018,0.000000,0.721730,0.008390
1.266e+05,113900.000000,108000.000000,0.000000,0.000391,0.005615,0.001563,0.000000,0.000000,0.000018,0.000000,0.721850,0.008390
1.269e+05,113900.000000,108000.000000,0.000000,0.000391,0.005615,0.001563,0.000000,0.000000,0.000018,0.000000,0.721980,0.008390
1.272e+05,113900.000000,108000.000000,0.000000,0.000391,0.005616,0.001563,0.000000,0.000000,0.000018,0.000000,0.722120,0.008390
1.275e+05,113900.000000,108000.000000,0.000000,0.000391,0.005616,0.001563,0.000000,0.000000,0.000019,0.000000,0.722270,0.008390
1.278e+05,113900.000000,108000.000000,0.000000,0.000391,0.005617,0.001563,0.000000,0.000000,0.000019,0.000000,0.722440,0.008390
1.281e+05,113900.000000,108000.000000,0.000000,0.000391,0.005617,0.001563,0.000000,0.000000,0.000019,0.000000,0.722610,0.008390
1.284e+05,113900.000000,108000.000000,0.000000,0.000391,0.005618,0.001563,0.000000,0.000000,0.000019,0.000000,0.722800,0.008390
1.287e+05,113900.000000,108000.000000,0.000000,0.000391,0.005618,0.001563,0.000000,0.000000,0.000019,0.000000,0.722990,0.008390
1.290e+05,113900.000000,108000.000000,0.000000,0.000391,0.005618,0.001563,0.000000,0.000000,0.000019,0.000000,0.723200,0.008390
1.293e+05,113900.000000,108000.000000,0.000000,0.000391,0.005618,0.001563,0.000000,0.000000,0.000019,0.000000,0.723410,0.008390
1.296e+05,113900.000000,108000.000000,0.000000,0.000391,0.005619,0.001563,0.000000,0.000000,0.000019,0.000000,0.723630,0.008390
1.299e+05,113900.000000,108000.000000,0.000000,0.000391,0.005619,0.001563,0.000000,0.000000,0.000019,0.000000,0.723870,0.008390
1.302e+05,113900.000000,108000.000000,0.000000,0.000391,0.005619,0.001563,0.000000,0.000000,0.000020,0.000000,0.724110,0.008390
1.305e+05,113900.000000,108000.000000,0.000000,0.000391,0.005619,0.001563,0.000000,0.000000,0.000020,0.000000,0.724350,0.008390
1.308e+05,113900.000000,108000.000000,0.000000,0.000391,0.005620,0.001563,0.000000,0.000000,0.000020,0.000000,0.724610,0.008390
1.311e+05,113900.000000,108000.000000,0.000000,0.000391,0.005620,0.001563,0.000000,0.000000,0.000020,0.000000,0.724870,0.008390
1.314e+05,113900.000000,108000.000000,0.000000,0.000391,0.005620,0.001563,0.000000,0.000000,0.000020,0.000000,0.725140,0.008390
1.317e+05,113900.000000,108000.000000,0.000000,0.000391,0.005620,0.001563,0.000000,0.000000,0.000020,0.000000,0.725420,0.008390
1.320e+05,113900.000000,108000.000000,0.000000,0.000391,0.005620,0.001563,0.000000,0.000000,0.000020,0.000000,0.725710,0.008390
1.323e+05,113900.000000,108000.000000,0.000000,0.000391,0.005620,0.001563,0.000000,0.000000,0.000020,0.000000,0.726000,0.008390
1.326e+05,113900.000000,108000.000000,0.000000,0.000391,0.005620,0.001563,0.000000,0.000000,0.000020,0.000000,0.726300,0.008390
1.329e+05,113900.000000,108000.000000,0.000000,0.000391,0.005620,0.001563,0.000000,0.000000,0.000021,0.000000,0.726600,0.008390
1.332e+05,113900.000000,108000.000000,0.000000,0.000391,0.005621,0.001563,0.000000,0.000000,0.000021,0.000000,0.726910,0.008390
1.335e+05,113900.000000,108000.000000,0.000000,0.000391,0.005621,0.001563,0.000000,0.000000,0.000021,0.000000,0.727230,0.008390
1.338e+05,113900.000000,108000.000000,0.000000,0.000391,0.005621,0.001563,0.000000,0.000000,0.000021,0.000000,0.727550,0.008390
1.341e+05,113900.000000,108000.000000,0.000000,0.000391,0.005622,0.001563,0.000000,0.000000,0.000021,0.000000,0.727880,0.008390
1.344e+05,113900.000000,108000.000000,0.000000,0.000391,0.005622,0.001563,0.000000,0.000000,0.000021,0.000000,0.728210,0.008390
1.347e+05,113900.000000,108000.000000,0.000000,0.000391,0.005623,0.001563,0.000000,0.000000,0.000021,0.000000,0.728550,0.008390
1.350e+05,113900.000000,108000.000000,0.000000,0.000391,0.005623,0.001563,0.000000,0.000000,0.000021,0.000000,0.728890,0.008390
1.353e+05,113900.000000,108000.000000,0.000000,0.000391,0.005624,0.001563,0.000000,0.000000,0.000021,0.000000,0.729240,0.008390
1.356e+05,113900.000000,108000.000000,0.000000,0.000391,0.005624,0.001563,0.000000,0.000000,0.000021,0.000000,0.729600,0.008390
1.359e+05,113900.000000,108000.000000,0.000000,0.000391,0.005625,0.001563,0.000000,0.000000,0.000022,0.000000,0.729960,0.008390
1.362e+05,113900.000000,108000.000000,0.000000,0.000391,0.005625,0.001563,0.000000,0.000000,0.000022,0.000000,0.730320,0.008390
1.365e+05,113900.000000,108000.000000,0.000000,0.000391,0.005626,0.001563,0.000000,0.000000,0.000022,0.000000,0.730680,0.008390
1.368e+05,113900.000000,108000.000000,0.000000,0.000391,0.005626,0.001563,0.000000,0.000000,0.000022,0.000000,0.731050,0.008390
1.371e+05,113900.000000,108000.000000,0.000000,0.000391,0.005627,0.001563,0.000000,0.000000,0.000022,0.000000,0.731430,0.008390
1.374e+05,113900.000000,108000.000000,0.000000,0.000391,0.005627,0.001563,0.000000,0.000000,0.000022,0.000000,0.731800,0.008390
1.377e+05,113900.000000,108000.000000,0.000000,0.000391,0.005628,0.001563,0.000000,0.000000,0.000022,0.000000,0.732190,0.008390
1.380e+05,113900.000000,108000.000000,0.000000,0.000391,0.005628,0.001563,0.000000,0.000000,0.000022,0.000000,0.732570,0.008390
1.383e+05,113900.000000,108000.000000,0.000000,0.000391,0.005629,0.001563,0.000000,0.000000,0.000022,0.000000,0.732960,0.008390
1.386e+05,113900.000000,108000.000000,0.000000,0.000391,0.005629,0.001563,0.000000,0.000000,0.000023,0.000000,0.733350,0.008390
1.389e+05,113900.000000,108000.000000,0.000000,0.000391,0.005630,0.001563,0.000000,0.000000,0.000023,0.000000,0.733750,0.008390
1.392e+05,113900.000000,108000.000000,0.000000,0.000391,0.005630,0.001563,0.000000,0.000000,0.000023,0.000000,0.734150,0.008390
1.395e+05,113900.000000,108000.000000,0.000000,0.000391,0.005631,0.001563,0.000000,0.000000,0.000023,0.000000,0.734550,0.008390
1.398e+05,113900.000000,108000.000000,0.000000,0.000391,0.005631,0.001563,0.000000,0.000000,0.000023,0.000000,0.734950,0.008390
1.401e+05,113900.000000,108000.000000,0.000000,0.000391,0.005632,0.001563,0.000000,0.000000,0.000023,0.000000,0.735360,0.008390
1.404e+05,113900.000000,108000.000000,0.000000,0.000391,0.005632,0.001563,0.000000,0.000000,0.000023,0.000000,0.735770,0.008390
1.407e+05,113900.000000,108000.000000,0.000000,0.000391,0.005632,0.001563,0.000000,0.000000,0.000023,0.000000,0.736180,0.008390
1.410e+05,113900.000000,108000.000000,0.000000,0.000391,0.005633,0.001563,0.000000,0.000000,0.000023,0.000000,0.736590,0.008390
1.413e+05,113900.000000,108000.000000,0.000000,0.000391,0.005633,0.001563,0.000000,0.000000,0.000023,0.000000,0.737010,0.008390
1.416e+05,113900.000000,108000.000000,0.000000,0.000391,0.005634,0.001563,0.000000,0.000000,0.000024,0.000000,0.737430,0.008390
1.419e+05,113900.000000,108000.000000,0.000000,0.000391,0.005634,0.001563,0.000000,0.000000,0.000024,0.000000,0.737850,0.008390
1.422e+05,113900.000000,108000.000000,0.000000,0.000391,0.005634,0.001563,0.000000,0.000000,0.000024,0.000000,0.738280,0.008390
1.425e+05,113900.000000,108000.000000,0.000000,0.000391,0.005635,0.001563,0.000000,0.000000,0.000024,0.000000,0.738700,0.008390
1.428e+05,113900.000000,108000.000000,0.000000,0.000391,0.005635,0.001563,0.000000,0.000000,0.000024,0.000000,0.739130,0.008390
1.431e+05,113900.000000,108000.000000,0.000000,0.000391,0.005635,0.001563,0.000000,0.000000,0.000024,0.000000,0.739560,0.008390
1.434e+05,113900.000000,108000.000000,0.000000,0.000391,0.005636,0.001563,0.000000,0.000000,0.000024,0.000000,0.739990,0.008390
1.437e+05,113900.000000,108000.000000,0.000000,0.000391,0.005636,0.001563,0.000000,0.000000,0.000024,0.000000,0.740420,0.008390
1.440e+05,113900.000000,108000.000000,0.000000,0.000391,0.005636,0.001563,0.000000,0.000000,0.000024,0.000000,0.740860,0.008390
1.443e+05,113900.000000,108000.000000,0.000000,0.000391,0.005637,0.001563,0.000000,0.000000,0.000025,0.000000,0.741290,0.008390
1.446e+05,113900.000000,108000.000000,0.000000,0.000391,0.005637,0.001563,0.000000,0.000000,0.000025,0.000000,0.741730,0.008390
1.449e+05,113900.000000,108000.000000,0.000000,0.000391,0.005637,0.001563,0.000000,0.000000,0.000025,0.000000,0.742170,0.008390
1.452e+05,113900.000000,108000.000000,0.000000,0.000391,0.005637,0.001563,0.000000,0.000000,0.000025,0.000000,0.742610,0.008390
1.455e+05,113900.000000,108000.000000,0.000000,0.000391,0.005638,0.001563,0.000000,0.000000,0.000025,0.000000,0.743050,0.008390
1.458e+05,113900.000000,108000.000000,0.000000,0.000391,0.005638,0.001563,0.000000,0.000000,0.000025,0.000000,0.743490,0.008390
1.461e+05,113900.000000,108000.000000,0.000000,0.000391,0.005638,0.001563,0.000000,0.000000,0.000025,0.000000,0.743940,0.008390
1.464e+05,113900.000000,108000.000000,0.000000,0.000391,0.005638,0.001563,0.000000,0.000000,0.000025,0.000000,0.744380,0.008390
1.467e+05,113900.000000,108000.000000,0.000000,0.000391,0.005638,0.001563,0.000000,0.000000,0.000025,0.000000,0.744820,0.008390
1.470e+05,113900.000000,108000.000000,0.000000,0.000391,0.005638,0.001563,0.000000,0.000000,0.000026,0.000000,0.745270,0.008390
1.473e+05,113900.000000,108000.000000,0.000000,0.000391,0.005638,0.001563,0.000000,0.000000,0.000026,0.000000,0.745720,0.008390
1.476e+05,113900.000000,108000.000000,0.000000,0.000391,0.005639,0.001563,0.000000,0.000000,0.000026,0.000000,0.746160,0.008390
1.479e+05,113900.000000,108000.000000,0.000000,0.000391,0.005639,0.001563,0.000000,0.000000,0.000026,0.000000,0.746610,0.008390
1.482e+05,113900.000000,108000.000000,0.000000,0.000391,0.005639,0.001563,0.000000,0.000000,0.000026,0.000000,0.747060,0.008390
1.485e+05,113900.000000,108000.000000,0.000000,0.000391,0.005639,0.001563,0.000000,0.000000,0.000026,0.000000,0.747510,0.008390
1.488e+05,113900.000000,108000.000000,0.000000,0.000391,0.005639,0.001563,0.000000,0.000000,0.000026,0.000000,0.747960,0.008390
1.491e+05,113900.000000,108000.000000,0.000000,0.000391,0.005639,0.001563,0.000000,0.000000,0.000026,0.000000,0.748400,0.008390
1.494e+05,113900.000000,108000.000000,0.000000,0.000391,0.005639,0.001563,0.000000,0.000000,0.000026,0.000000,0.748850,0.008390
1.497e+05,113900.000000,108000.000000,0.000000,0.000391,0.005639,0.001563,0.000000,0.000000,0.000027,0.000000,0.749300,0.008390
1.500e+05,113900.000000,108000.000000,0.000000,0.000391,0.005639,0.001563,0.000000,0.000000,0.000027,0.000000,0.749750,0.008390
1.503e+05,113900.000000,108000.000000,0.000000,0.000391,0.005639,0.001563,0.000000,0.000000,0.000027,0.000000,0.750200,0.008390
1.506e+05,113900.000000,108000.000000,0.000000,0.000391,0.005639,0.001563,0.000000,0.000000,0.000027,0.000000,0.750650,0.008390
1.509e+05,113900.000000,108000.000000,0.000000,0.000391,0.005639,0.001563,0.000000,0.000000,0.000027,0.000000,0.751100,0.008390
1.512e+05,113900.000000,108000.000000,0.000000,0.000391,0.005639,0.001563,0.000000,0.000000,0.000027,0.000000,0.751550,0.008390
1.515e+05,113900.000000,108000.000000,0.000000,0.000391,0.005639,0.001563,0.000000,0.000000,0.000027,0.000000,0.751990,0.008390
1.518e+05,113900.000000,108000.000000,0.000000,0.000391,0.005639,0.001563,0.000000,0.000000,0.000027,0.000000,0.752440,0.008390
1.521e+05,113900.000000,108000.000000,0.000000,0.000391,0.005639,0.001563,0.000000,0.000000,0.000027,0.000000,0.752890,0.008390
1.524e+05,113900.000000,108000.000000,0.000000,0.000391,0.005639,0.001563,0.000000,0.000000,0.000027,0.000000,0.753340,0.008390
1.527e+05,113900.000000,108000.000000,0.000000,0.000391,0.005639,0.001563,0.000000,0.000000,0.000028,0.000000,0.753790,0.008390
1.530e+05,113900.000000,108000.000000,0.000000,0.000391,0.005639,0.001563,0.000000,0.000000,0.000028,0.000000,0.754240,0.008390
1.533e+05,113900.000000,108000.000000,0.000000,0.000391,0.005639,0.001563,0.000000,0.000000,0.000028,0.000000,0.754680,0.008390
1.536e+05,113900.000000,108000.000000,0.000000,0.000391,0.005639,0.001563,0.000000,0.000000,0.000028,0.000000,0.755130,0.008390
1.539e+05,113900.000000,108000.000000,0.000000,0.000391,0.005639,0.001563,0.000000,0.000000,0.000028,0.000000,0.755580,0.008390
1.542e+05,113900.000000,108000.000000,0.000000,0.000391,0.005639,0.001563,0.000000,0.000000,0.000028,0.000000,0.756020,0.008390
1.545e+05,113900.000000,108000.000000,0.000000,0.000391,0.005639,0.001563,0.000000,0.000000,0.000028,0.000000,0.756470,0.008390
1.548e+05,113900.000000,108000.000000,0.000000,0.000391,0.005640,0.001563,0.000000,0.000000,0.000028,0.000000,0.756920,0.008390
1.551e+05,113900.000000,108000.000000,0.000000,0.000391,0.005640,0.001563,0.000000,0.000000,0.000028,0.000000,0.757360,0.008390
1.554e+05,113900.000000,108000.000000,0.000000,0.000391,0.005640,0.001563,0.000000,0.000000,0.000029,0.000000,0.757800,0.008390
1.557e+05,113900.000000,108000.000000,0.000000,0.000391,0.005640,0.001563,0.000000,0.000000,0.000029,0.000000,0.758250,0.008390
1.560e+05,113900.000000,108000.000000,0.000000,0.000391,0.005641,0.001563,0.000000,0.000000,0.000029,0.000000,0.758690,0.008390
1.563e+05,113900.000000,108000.000000,0.000000,0.000391,0.005641,0.001563,0.000000,0.000000,0.000029,0.000000,0.759130,0.008390
1.566e+05,113900.000000,108000.000000,0.000000,0.000391,0.005641,0.001563,0.000000,0.000000,0.000029,0.000000,0.759570,0.008390
1.569e+05,113900.000000,108000.000000,0.000000,0.000391,0.005641,0.001563,0.000000,0.000000,0.000029,0.000000,0.760010,0.008390
1.572e+05,113900.000000,108000.000000,0.000000,0.000391,0.005642,0.001563,0.000000,0.000000,0.000029,0.000000,0.760450,0.008390
1.575e+05,113900.000000,108000.000000,0.000000,0.000391,0.005642,0.001563,0.000000,0.000000,0.000029,0.000000,0.760890,0.008390
1.578e+05,113900.000000,108000.000000,0.000000,0.000391,0.005642,0.001563,0.000000,0.000000,0.000029,0.000000,0.761330,0.008390
1.581e+05,113900.000000,108000.000000,0.000000,0.000391,0.005642,0.001563,0.000000,0.000000,0.000030,0.000000,0.761770,0.008390
1.584e+05,113900.000000,108000.000000,0.000000,0.000391,0.005643,0.001563,0.000000,0.000000,0.000030,0.000000,0.762200,0.008390
1.587e+05,113900.000000,108000.000000,0.000000,0.000391,0.005643,0.001563,0.000000,0.000000,0.000030,0.000000,0.762640,0.008390
1.590e+05,113900.000000,108000.000000,0.000000,0.000391,0.005643,0.001563,0.000000,0.000000,0.000030,0.000000,0.763070,0.008390
1.593e+05,113900.000000,108000.000000,0.000000,0.000391,0.005643,0.001563,0.000000,0.000000,0.000030,0.000000,0.763510,0.008390
1.596e+05,113900.000000,108000.000000,0.000000,0.000391,0.005644,0.001563,0.000000,0.000000,0.000030,0.000000,0.763940,0.008390
1.599e+05,113900.000000,108000.000000,0.000000,0.000391,0.005644,0.001563,0.000000,0.000000,0.000030,0.000000,0.764370,0.008390
1.602e+05,113900.000000,108000.000000,0.000000,0.000391,0.005644,0.001563,0.000000,0.000000,0.000030,0.000000,0.764800,0.008390
1.605e+05,113900.000000,108000.000000,0.000000,0.000391,0.005644,0.001563,0.000000,0.000000,0.000030,0.000000,0.765230,0.008390
1.608e+05,113900.000000,108000.000000,0.000000,0.000391,0.005644,0.001563,0.000000,0.000000,0.000031,0.000000,0.765660,0.008390
1.611e+05,113900.000000,108000.000000,0.000000,0.000391,0.005645,0.001563,0.000000,0.000000,0.000031,0.000000,0.766090,0.008390
1.614e+05,113900.000000,108000.000000,0.000000,0.000391,0.005645,0.001563,0.000000,0.000000,0.000031,0.000000,0.766520,0.008390
1.617e+05,113900.000000,108000.000000,0.000000,0.000391,0.005645,0.001563,0.000000,0.000000,0.000031,0.000000,0.766950,0.008390
1.620e+05,113900.000000,108000.000000,0.000000,0.000391,0.005645,0.001563,0.000000,0.000000,0.000031,0.000000,0.767370,0.008390
1.623e+05,113900.000000,108000.000000,0.000000,0.000391,0.005646,0.001563,0.000000,0.000000,0.000031,0.000000,0.767790,0.008390
1.626e+05,113900.000000,108000.000000,0.000000,0.000391,0.005646,0.001563,0.000000,0.000000,0.000031,0.000000,0.768220,0.008390
1.629e+05,113900.000000,108000.000000,0.000000,0.000391,0.005646,0.001563,0.000000,0.000000,0.000031,0.000000,0.768640,0.008390
1.632e+05,113900.000000,108000.000000,0.000000,0.000391,0.005646,0.001563,0.000000,0.000000,0.000032,0.000000,0.769060,0.008390
1.635e+05,113900.000000,108000.000000,0.000000,0.000391,0.005646,0.001563,0.000000,0.000000,0.000032,0.000000,0.769480,0.008390
1.638e+05,113900.000000,108000.000000,0.000000,0.000391,0.005647,0.001563,0.000000,0.000000,0.000032,0.000000,0.769900,0.008390
1.641e+05,113900.000000,108000.000000,0.000000,0.000391,0.005647,0.001563,0.000000,0.000000,0.000032,0.000000,0.770310,0.008390
1.644e+05,113900.000000,108000.000000,0.000000,0.000391,0.005647,0.001563,0.000000,0.000000,0.000032,0.000000,0.770730,0.008390
1.647e+05,113900.000000,108000.000000,0.000000,0.000391,0.005647,0.001563,0.000000,0.000000,0.000032,0.000000,0.771150,0.008390
1.650e+05,113900.000000,108000.000000,0.000000,0.000391,0.005647,0.001563,0.000000,0.000000,0.000032,0.000000,0.771560,0.008390
1.653e+05,113900.000000,108000.000000,0.000000,0.000391,0.005648,0.001563,0.000000,0.000000,0.000032,0.000000,0.771970,0.008390
1.656e+05,113900.000000,108000.000000,0.000000,0.000391,0.005648,0.001563,0.000000,0.000000,0.000032,0.000000,0.772380,0.008390
1.659e+05,113900.000000,108000.000000,0.000000,0.000391,0.005648,0.001563,0.000000,0.000000,0.000033,0.000000,0.772790,0.008390
1.662e+05,113900.000000,108000.000000,0.000000,0.000391,0.005648,0.001563,0.000000,0.000000,0.000033,0.000000,0.773200,0.008390
1.665e+05,113900.000000,108000.000000,0.000000,0.000391,0.005648,0.001563,0.000000,0.000000,0.000033,0.000000,0.773610,0.008390
1.668e+05,113900.000000,108000.000000,0.000000,0.000391,0.005648,0.001563,0.000000,0.000000,0.000033,0.000000,0.774010,0.008390
1.671e+05,113900.000000,108000.000000,0.000000,0.000391,0.005648,0.001563,0.000000,0.000000,0.000033,0.000000,0.774420,0.008390
1.674e+05,113900.000000,108000.000000,0.000000,0.000391,0.005648,0.001563,0.000000,0.000000,0.000033,0.000000,0.774830,0.008390
1.677e+05,113900.000000,108000.000000,0.000000,0.000391,0.005648,0.001563,0.000000,0.000000,0.000033,0.000000,0.775230,0.008390
1.680e+05,113900.000000,108000.000000,0.000000,0.000391,0.005649,0.001563,0.000000,0.000000,0.000033,0.000000,0.775630,0.008390
1.683e+05,113900.000000,108000.000000,0.000000,0.000391,0.005649,0.001563,0.000000,0.000000,0.000034,0.000000,0.776030,0.008390
1.686e+05,113900.000000,108000.000000,0.000000,0.000391,0.005649,0.001563,0.000000,0.000000,0.000034,0.000000,0.776430,0.008390
1.689e+05,113900.000000,108000.000000,0.000000,0.000391,0.005649,0.001563,0.000000,0.000000,0.000034,0.000000,0.776830,0.008390
1.692e+05,113900.000000,108000.000000,0.000000,0.000391,0.005649,0.001563,0.000000,0.000000,0.000034,0.000000,0.777220,0.008390
1.695e+05,113900.000000,108000.000000,0.000000,0.000391,0.005649,0.001563,0.000000,0.000000,0.000034,0.000000,0.777620,0.008390
1.698e+05,113900.000000,108000.000000,0.000000,0.000391,0.005649,0.001563,0.000000,0.000000,0.000034,0.000000,0.778010,0.008390
1.701e+05,113900.000000,108000.000000,0.000000,0.000391,0.005649,0.001563,0.000000,0.000000,0.000034,0.000000,0.778400,0.008390
1.704e+05,113900.000000,108000.000000,0.000000,0.000391,0.005649,0.001563,0.000000,0.000000,0.000034,0.000000,0.778790,0.008390
1.707e+05,113900.000000,108000.000000,0.000000,0.000391,0.005649,0.001563,0.000000,0.000000,0.000034,0.000000,0.779180,0.008390
1.710e+05,113900.000000,108000.000000,0.000000,0.000391,0.005649,0.001563,0.000000,0.000000,0.000035,0.000000,0.779570,0.008390
1.713e+05,113900.000000,108000.000000,0.000000,0.000391,0.005649,0.001563,0.000000,0.000000,0.000035,0.000000,0.779960,0.008390
1.716e+05,113900.000000,108000.000000,0.000000,0.000391,0.005649,0.001563,0.000000,0.000000,0.000035,0.000000,0.780340,0.008390
1.719e+05,113900.000000,108000.000000,0.000000,0.000391,0.005649,0.001563,0.000000,0.000000,0.000035,0.000000,0.780730,0.008390
1.722e+05,113900.000000,108000.000000,0.000000,0.000391,0.005648,0.001563,0.000000,0.000000,0.000035,0.000000,0.781110,0.008390
1.725e+05,113900.000000,108000.000000,0.000000,0.000391,0.005648,0.001563,0.000000,0.000000,0.000035,0.000000,0.781490,0.008390
1.728e+05,113900.000000,108000.000000,0.000000,0.000391,0.005648,0.001563,0.000000,0.000000,0.000035,0.000000,0.781870,0.008390
1.731e+05,113900.000000,108000.000000,0.000000,0.000391,0.005648,0.001563,0.000000,0.000000,0.000035,0.000000,0.782250,0.008390
1.734e+05,113900.000000,108000.000000,0.000000,0.000391,0.005648,0.001563,0.000000,0.000000,0.000036,0.000000,0.782630,0.008390
1.737e+05,113900.000000,108000.000000,0.000000,0.000391,0.005648,0.001563,0.000000,0.000000,0.000036,0.000000,0.783000,0.008390
1.740e+05,113900.000000,108000.000000,0.000000,0.000391,0.005648,0.001563,0.000000,0.000000,0.000036,0.000000,0.783380,0.008390
1.743e+05,113900.000000,108000.000000,0.000000,0.000391,0.005648,0.001563,0.000000,0.000000,0.000036,0.000000,0.783750,0.008390
1.746e+05,113900.000000,108000.000000,0.000000,0.000391,0.005648,0.001563,0.000000,0.000000,0.000036,0.000000,0.784120,0.008390
1.749e+05,113900.000000,108000.000000,0.000000,0.000391,0.005648,0.001563,0.000000,0.000000,0.000036,0.000000,0.784500,0.008390
1.752e+05,113900.000000,108000.000000,0.000000,0.000391,0.005648,0.001563,0.000000,0.000000,0.000036,0.000000,0.784870,0.008390
1.755e+05,113900.000000,108000.000000,0.000000,0.000391,0.005648,0.001563,0.000000,0.000000,0.000036,0.000000,0.785240,0.008390
1.758e+05,113900.000000,108000.000000,0.000000,0.000391,0.005648,0.001563,0.000000,0.000000,0.000037,0.000000,0.785600,0.008390
1.761e+05,113900.000000,108000.000000,0.000000,0.000391,0.005648,0.001563,0.000000,0.000000,0.000037,0.000000,0.785970,0.008390
1.764e+05,113900.000000,108000.000000,0.000000,0.000391,0.005648,0.001563,0.000000,0.000000,0.000037,0.000000,0.786330,0.008390
1.767e+05,113900.000000,108000.000000,0.000000,0.000391,0.005648,0.001563,0.000000,0.000000,0.000037,0.000000,0.786700,0.008390
1.770e+05,113900.000000,108000.000000,0.000000,0.000391,0.005648,0.001563,0.000000,0.000000,0.000037,0.000000,0.787060,0.008390
1.773e+05,113900.000000,108000.000000,0.000000,0.000391,0.005648,0.001563,0.000000,0.000000,0.000037,0.000000,0.787420,0.008390
1.776e+05,113900.000000,108000.000000,0.000000,0.000391,0.005648,0.001563,0.000000,0.000000,0.000037,0.000000,0.787780,0.008390
1.779e+05,113900.000000,108000.000000,0.000000,0.000391,0.005648,0.001563,0.000000,0.000000,0.000038,0.000000,0.788140,0.008390
1.782e+05,113900.000000,108000.000000,0.000000,0.000391,0.005648,0.001563,0.000000,0.000000,0.000038,0.000000,0.788500,0.008390
1.785e+05,113900.000000,108000.000000,0.000000,0.000391,0.005648,0.001563,0.000000,0.000000,0.000038,0.000000,0.788850,0.008390
1.788e+05,113900.000000,108000.000000,0.000000,0.000391,0.005648,0.001563,0.000000,0.000000,0.000038,0.000000,0.789210,0.008390
1.791e+05,113900.000000,108000.000000,0.000000,0.000391,0.005648,0.001563,0.000000,0.000000,0.000038,0.000000,0.789560,0.008390
1.794e+05,113900.000000,108000.000000,0.000000,0.000391,0.005648,0.001563,0.000000,0.000000,0.000038,0.000000,0.789910,0.008390
1.797e+05,113900.000000,108000.000000,0.000000,0.000391,0.005648,0.001563,0.000000,0.000000,0.000038,0.000000,0.790260,0.008390
1.800e+05,113900.000000,108000.000000,0.000000,0.000391,0.005649,0.001563,0.000000,0.000000,0.000038,0.000000,0.790610,0.008390
