#t, p1, p2, mob_A, imm_A, diss_A, seal_A, mob_B, imm_B, diss_B, seal_B, M_C, totM_co2 
5.910e+04,113900.000000,108000.000000,0.000000,0.000391,0.005219,0.001563,0.000000,0.000000,0.000001,0.000000,0.948200,0.008350
5.940e+04,113900.000000,108000.000000,0.000000,0.000391,0.005223,0.001563,0.000000,0.000000,0.000001,0.000000,0.946730,0.008350
5.970e+04,113900.000000,108000.000000,0.000000,0.000391,0.005226,0.001563,0.000000,0.000000,0.000001,0.000000,0.945280,0.008350
6.000e+04,113900.000000,108000.000000,0.000000,0.000391,0.005230,0.001563,0.000000,0.000000,0.000001,0.000000,0.943820,0.008360
6.030e+04,113900.000000,108000.000000,0.000000,0.000391,0.005233,0.001563,0.000000,0.000000,0.000001,0.000000,0.942460,0.008360
6.060e+04,113900.000000,108000.000000,0.000000,0.000391,0.005236,0.001563,0.000000,0.000000,0.000001,0.000000,0.941170,0.008360
6.090e+04,113900.000000,108000.000000,0.000000,0.000391,0.005240,0.001563,0.000000,0.000000,0.000001,0.000000,0.939870,0.008360
6.120e+04,113900.000000,108000.000000,0.000000,0.000391,0.005243,0.001563,0.000000,0.000000,0.000001,0.000000,0.938670,0.008360
6.150e+04,113900.000000,108000.000000,0.000000,0.000391,0.005246,0.001563,0.000000,0.000000,0.000001,0.000000,0.937310,0.008360
6.180e+04,113900.000000,108000.000000,0.000000,0.000391,0.005250,0.001563,0.000000,0.000000,0.000001,0.000000,0.935920,0.008360
6.210e+04,113900.000000,108000.000000,0.000000,0.000391,0.005253,0.001563,0.000000,0.000000,0.000001,0.000000,0.934600,0.008360
6.240e+04,113900.000000,108000.000000,0.000000,0.000391,0.005256,0.001563,0.000000,0.000000,0.000001,0.000000,0.933320,0.008360
6.270e+04,113900.000000,108000.000000,0.000000,0.000391,0.005260,0.001563,0.000000,0.000000,0.000001,0.000000,0.932170,0.008360
6.300e+04,113900.000000,108000.000000,0.000000,0.000391,0.005263,0.001563,0.000000,0.000000,0.000001,0.000000,0.931010,0.008360
6.330e+04,113900.000000,108000.000000,0.000000,0.000391,0.005266,0.001563,0.000000,0.000000,0.000001,0.000000,0.929840,0.008370
6.360e+04,113900.000000,108000.000000,0.000000,0.000391,0.005270,0.001563,0.000000,0.000000,0.000001,0.000000,0.928570,0.008370
6.390e+04,113900.000000,108000.000000,0.000000,0.000391,0.005273,0.001563,0.000000,0.000000,0.000001,0.000000,0.927250,0.008370
6.420e+04,113900.000000,108000.000000,0.000000,0.000391,0.005276,0.001563,0.000000,0.000000,0.000001,0.000000,0.925930,0.008370
6.450e+04,113900.000000,108000.000000,0.000000,0.000391,0.005279,0.001563,0.000000,0.000000,0.000001,0.000000,0.924640,0.008370
6.480e+04,113900.000000,108000.000000,0.000000,0.000391,0.005283,0.001563,0.000000,0.000000,0.000001,0.000000,0.923400,0.008370
6.510e+04,113900.000000,108000.000000,0.000000,0.000391,0.005286,0.001563,0.000000,0.000000,0.000001,0.000000,0.922070,0.008370
6.540e+04,113900.000000,108000.000000,0.000000,0.000391,0.005289,0.001563,0.000000,0.000000,0.000001,0.000000,0.920710,0.008370
6.570e+04,113900.000000,108000.000000,0.000000,0.000391,0.005292,0.001563,0.000000,0.000000,0.000001,0.000000,0.919330,0.008370
6.600e+04,113900.000000,108000.000000,0.000000,0.000391,0.005295,0.001563,0.000000,0.000000,0.000001,0.000000,0.917970,0.008380
6.630e+04,113900.000000,108000.000000,0.000000,0.000391,0.005298,0.001563,0.000000,0.000000,0.000001,0.000000,0.916580,0.008380
6.660e+04,113900.000000,108000.000000,0.000000,0.000391,0.005301,0.001563,0.000000,0.000000,0.000001,0.000000,0.915090,0.008380
6.690e+04,113900.000000,108000.000000,0.000000,0.000391,0.005303,0.001563,0.000000,0.000000,0.000001,0.000000,0.913660,0.008380
6.720e+04,113900.000000,108000.000000,0.000000,0.000391,0.005306,0.001563,0.000000,0.000000,0.000001,0.000000,0.912210,0.008380
6.750e+04,113900.000000,108000.000000,0.000000,0.000391,0.005309,0.001563,0.000000,0.000000,0.000001,0.000000,0.910700,0.008380
6.780e+04,113900.000000,108000.000000,0.000000,0.000391,0.005312,0.001563,0.000000,0.000000,0.000001,0.000000,0.909150,0.008380
6.810e+04,113900.000000,108000.000000,0.000000,0.000391,0.005314,0.001563,0.000000,0.000000,0.000001,0.000000,0.907540,0.008380
6.840e+04,113900.000000,108000.000000,0.000000,0.000391,0.005317,0.001563,0.000000,0.000000,0.000001,0.000000,0.905910,0.008380
6.870e+04,113900.000000,108000.000000,0.000000,0.000391,0.005320,0.001563,0.000000,0.000000,0.000001,0.000000,0.904220,0.008380
6.900e+04,113900.000000,108000.000000,0.000000,0.000391,0.005323,0.001563,0.000000,0.000000,0.000001,0.000000,0.902580,0.008380
6.930e+04,113900.000000,108000.000000,0.000000,0.000391,0.005325,0.001563,0.000000,0.000000,0.000001,0.000000,0.900920,0.008380
6.960e+04,113900.000000,108000.000000,0.000000,0.000391,0.005328,0.001563,0.000000,0.000000,0.000001,0.000000,0.899250,0.008380
6.990e+04,113900.000000,108000.000000,0.000000,0.000391,0.005330,0.001563,0.000000,0.000000,0.000001,0.000000,0.897640,0.008380
7.020e+04,113900.000000,108000.000000,0.000000,0.000391,0.005333,0.001563,0.000000,0.000000,0.000001,0.000000,0.895940,0.008380
7.050e+04,113900.000000,108000.000000,0.000000,0.000391,0.005335,0.001563,0.000000,0.000000,0.000001,0.000000,0.894200,0.008390
7.080e+04,113900.000000,108000.000000,0.000000,0.000391,0.005338,0.001563,0.000000,0.000000,0.000001,0.000000,0.892430,0.008390
7.110e+04,113900.000000,108000.000000,0.000000,0.000391,0.005340,0.001563,0.000000,0.000000,0.000001,0.000000,0.890660,0.008390
7.140e+04,113900.000000,108000.000000,0.000000,0.000391,0.005343,0.001563,0.000000,0.000000,0.000001,0.000000,0.888890,0.008390
7.170e+04,113900.000000,108000.000000,0.000000,0.000391,0.005345,0.001563,0.000000,0.000000,0.000001,0.000000,0.887160,0.008390
7.200e+04,113900.000000,108000.000000,0.000000,0.000391,0.005348,0.001563,0.000000,0.000000,0.000001,0.000000,0.885410,0.008390
7.230e+04,113900.000000,108000.000000,0.000000,0.000391,0.005350,0.001563,0.000000,0.000000,0.000001,0.000000,0.883690,0.008390
7.260e+04,113900.000000,108000.000000,0.000000,0.000391,0.005352,0.001563,0.000000,0.000000,0.000001,0.000000,0.881970,0.008390
7.290e+04,113900.000000,108000.000000,0.000000,0.000391,0.005355,0.001563,0.000000,0.000000,0.000001,0.000000,0.880180,0.008390
7.320e+04,113900.000000,108000.000000,0.000000,0.000391,0.005357,0.001563,0.000000,0.000000,0.000002,0.000000,0.878420,0.008390
7.350e+04,113900.000000,108000.000000,0.000000,0.000391,0.005359,0.001563,0.000000,0.000000,0.000002,0.000000,0.876670,0.008390
7.380e+04,113900.000000,108000.000000,0.000000,0.000391,0.005361,0.001563,0.000000,0.000000,0.000002,0.000000,0.874960,0.008390
7.410e+04,113900.000000,108000.000000,0.000000,0.000391,0.005363,0.001563,0.000000,0.000000,0.000002,0.000000,0.873270,0.008390
7.440e+04,113900.000000,108000.000000,0.000000,0.000391,0.005365,0.001563,0.000000,0.000000,0.000002,0.000000,0.871620,0.008390
7.470e+04,113900.000000,108000.000000,0.000000,0.000391,0.005366,0.001563,0.000000,0.000000,0.000002,0.000000,0.870000,0.008390
7.500e+04,113900.000000,108000.000000,0.000000,0.000391,0.005368,0.001563,0.000000,0.000000,0.000002,0.000000,0.868420,0.008390
7.530e+04,113900.000000,108000.000000,0.000000,0.000391,0.005369,0.001563,0.000000,0.000000,0.000002,0.000000,0.866880,0.008390
7.560e+04,113900.000000,108000.000000,0.000000,0.000391,0.005371,0.001563,0.000000,0.000000,0.000002,0.000000,0.865360,0.008390
7.590e+04,113900.000000,108000.000000,0.000000,0.000391,0.005373,0.001563,0.000000,0.000000,0.000002,0.000000,0.863890,0.008390
7.620e+04,113900.000000,108000.000000,0.000000,0.000391,0.005375,0.001563,0.000000,0.000000,0.000002,0.000000,0.862450,0.008390
7.650e+04,113900.000000,108000.000000,0.000000,0.000391,0.005378,0.001563,0.000000,0.000000,0.000002,0.000000,0.861040,0.008390
7.680e+04,113900.000000,108000.000000,0.000000,0.000391,0.005380,0.001563,0.000000,0.000000,0.000002,0.000000,0.859650,0.008390
7.710e+04,113900.000000,108000.000000,0.000000,0.000391,0.005383,0.001563,0.000000,0.000000,0.000002,0.000000,0.858290,0.008390
7.740e+04,113900.000000,108000.000000,0.000000,0.000391,0.005385,0.001563,0.000000,0.000000,0.000002,0.000000,0.856950,0.008390
7.770e+04,113900.000000,108000.000000,0.000000,0.000391,0.005387,0.001563,0.000000,0.000000,0.000002,0.000000,0.855640,0.008390
7.800e+04,113900.000000,108000.000000,0.000000,0.000391,0.005389,0.001563,0.000000,0.000000,0.000002,0.000000,0.854340,0.008390
7.830e+04,113900.000000,108000.000000,0.000000,0.000391,0.005391,0.001563,0.000000,0.000000,0.000002,0.000000,0.853060,0.008390
7.860e+04,113900.000000,108000.000000,0.000000,0.000391,0.005393,0.001563,0.000000,0.000000,0.000002,0.000000,0.851790,0.008390
7.890e+04,113900.000000,108000.000000,0.000000,0.000391,0.005395,0.001563,0.000000,0.000000,0.000002,0.000000,0.850540,0.008390
7.920e+04,113900.000000,108000.000000,0.000000,0.000391,0.005396,0.001563,0.000000,0.000000,0.000002,0.000000,0.849320,0.008390
7.950e+04,113900.000000,108000.000000,0.000000,0.000391,0.005398,0.001563,0.000000,0.000000,0.000003,0.000000,0.848120,0.008390
7.980e+04,113900.000000,108000.000000,0.000000,0.000391,0.005400,0.001563,0.000000,0.000000,0.000003,0.000000,0.846980,0.008390
8.010e+04,113900.000000,108000.000000,0.000000,0.000391,0.005401,0.001563,0.000000,0.000000,0.000003,0.000000,0.845900,0.008390
8.040e+04,113900.000000,108000.000000,0.000000,0.000391,0.005403,0.001563,0.000000,0.000000,0.000003,0.000000,0.844920,0.008390
8.070e+04,113900.000000,108000.000000,0.000000,0.000391,0.005404,0.001563,0.000000,0.000000,0.000003,0.000000,0.844020,0.008390
8.100e+04,113900.000000,108000.000000,0.000000,0.000391,0.005406,0.001563,0.000000,0.000000,0.000003,0.000000,0.843160,0.008390
8.130e+04,113900.000000,108000.000000,0.000000,0.000391,0.005407,0.001563,0.000000,0.000000,0.000003,0.000000,0.842330,0.008390
8.160e+04,113900.000000,108000.000000,0.000000,0.000391,0.005408,0.001563,0.000000,0.000000,0.000003,0.000000,0.841510,0.008390
8.190e+04,113900.000000,108000.000000,0.000000,0.000391,0.005410,0.001563,0.000000,0.000000,0.000003,0.000000,0.840690,0.008390
8.220e+04,113900.000000,108000.000000,0.000000,0.000391,0.005412,0.001563,0.000000,0.000000,0.000003,0.000000,0.839870,0.008390
8.250e+04,113900.000000,108000.000000,0.000000,0.000391,0.005413,0.001563,0.000000,0.000000,0.000003,0.000000,0.839040,0.008390
8.280e+04,113900.000000,108000.000000,0.000000,0.000391,0.005415,0.001563,0.000000,0.000000,0.000003,0.000000,0.838200,0.008390
8.310e+04,113900.000000,108000.000000,0.000000,0.000391,0.005417,0.001563,0.000000,0.000000,0.000003,0.000000,0.837350,0.008390
8.340e+04,113900.000000,108000.000000,0.000000,0.000391,0.005418,0.001563,0.000000,0.000000,0.000003,0.000000,0.836500,0.008390
8.370e+04,113900.000000,108000.000000,0.000000,0.000391,0.005420,0.001563,0.000000,0.000000,0.000003,0.000000,0.835640,0.008390
8.400e+04,113900.000000,108000.000000,0.000000,0.000391,0.005422,0.001563,0.000000,0.000000,0.000003,0.000000,0.834800,0.008390
8.430e+04,113900.000000,108000.000000,0.000000,0.000391,0.005424,0.001563,0.000000,0.000000,0.000004,0.000000,0.833990,0.008390
8.460e+04,113900.000000,108000.000000,0.000000,0.000391,0.005426,0.001563,0.000000,0.000000,0.000004,0.000000,0.833220,0.008390
8.490e+04,113900.000000,108000.000000,0.000000,0.000391,0.005428,0.001563,0.000000,0.000000,0.000004,0.000000,0.832470,0.008390
8.520e+04,113900.000000,108000.000000,0.000000,0.000391,0.005430,0.001563,0.000000,0.000000,0.000004,0.000000,0.831710,0.008390
8.550e+04,113900.000000,108000.000000,0.000000,0.000391,0.005432,0.001563,0.000000,0.000000,0.000004,0.000000,0.830940,0.008390
8.580e+04,113900.000000,108000.000000,0.000000,0.000391,0.005435,0.001563,0.000000,0.000000,0.000004,0.000000,0.830150,0.008390
8.610e+04,113900.000000,108000.000000,0.000000,0.000391,0.005437,0.001563,0.000000,0.000000,0.000004,0.000000,0.829330,0.008390
8.640e+04,113900.000000,108000.000000,0.000000,0.000391,0.005439,0.001563,0.000000,0.000000,0.000004,0.000000,0.828470,0.008390
8.670e+04,113900.000000,108000.000000,0.000000,0.000391,0.005441,0.001563,0.000000,0.000000,0.000004,0.000000,0.827580,0.008390
8.700e+04,113900.000000,108000.000000,0.000000,0.000391,0.005443,0.001563,0.000000,0.000000,0.000004,0.000000,0.826640,0.008390
8.730e+04,113900.000000,108000.000000,0.000000,0.000391,0.005445,0.001563,0.000000,0.000000,0.000004,0.000000,0.825660,0.008390
8.760e+04,113900.000000,108000.000000,0.000000,0.000391,0.005448,0.001563,0.000000,0.000000,0.000004,0.000000,0.824640,0.008390
8.790e+04,113900.000000,108000.000000,0.000000,0.000391,0.005450,0.001563,0.000000,0.000000,0.000004,0.000000,0.823570,0.008390
8.820e+04,113900.000000,108000.000000,0.000000,0.000391,0.005452,0.001563,0.000000,0.000000,0.000005,0.000000,0.822470,0.008390
8.850e+04,113900.000000,108000.000000,0.000000,0.000391,0.005454,0.001563,0.000000,0.000000,0.000005,0.000000,0.821330,0.008390
8.880e+04,113900.000000,108000.000000,0.000000,0.000391,0.005456,0.001563,0.000000,0.000000,0.000005,0.000000,0.820140,0.008390
8.910e+04,113900.000000,108000.000000,0.000000,0.000391,0.005458,0.001563,0.000000,0.000000,0.000005,0.000000,0.818920,0.008390
8.940e+04,113900.000000,108000.000000,0.000000,0.000391,0.005460,0.001563,0.000000,0.000000,0.000005,0.000000,0.817670,0.008390
8.970e+04,113900.000000,108000.000000,0.000000,0.000391,0.005463,0.001563,0.000000,0.000000,0.000005,0.000000,0.816390,0.008390
9.000e+04,113900.000000,108000.000000,0.000000,0.000391,0.005465,0.001563,0.000000,0.000000,0.000005,0.000000,0.815080,0.008390
9.030e+04,113900.000000,108000.000000,0.000000,0.000391,0.005467,0.001563,0.000000,0.000000,0.000005,0.000000,0.813740,0.008390
9.060e+04,113900.000000,108000.000000,0.000000,0.000391,0.005469,0.001563,0.000000,0.000000,0.000005,0.000000,0.812380,0.008390
9.090e+04,113900.000000,108000.000000,0.000000,0.000391,0.005471,0.001563,0.000000,0.000000,0.000005,0.000000,0.811000,0.008390
9.120e+04,113900.000000,108000.000000,0.000000,0.000391,0.005473,0.001563,0.000000,0.000000,0.000005,0.000000,0.809600,0.008390
9.150e+04,113900.000000,108000.000000,0.000000,0.000391,0.005475,0.001563,0.000000,0.000000,0.000005,0.000000,0.808190,0.008390
9.180e+04,113900.000000,108000.000000,0.000000,0.000391,0.005477,0.001563,0.000000,0.000000,0.000006,0.000000,0.806780,0.008390
9.210e+04,113900.000000,108000.000000,0.000000,0.000391,0.005479,0.001563,0.000000,0.000000,0.000006,0.000000,0.805360,0.008390
9.240e+04,113900.000000,108000.000000,0.000000,0.000391,0.005481,0.001563,0.000000,0.000000,0.000006,0.000000,0.803950,0.008390
9.270e+04,113900.000000,108000.000000,0.000000,0.000391,0.005484,0.001563,0.000000,0.000000,0.000006,0.000000,0.802560,0.008390
9.300e+04,113900.000000,108000.000000,0.000000,0.000391,0.005486,0.001563,0.000000,0.000000,0.000006,0.000000,0.801300,0.008390
9.330e+04,113900.000000,108000.000000,0.000000,0.000391,0.005488,0.001563,0.000000,0.000000,0.000006,0.000000,0.800110,0.008390
9.360e+04,113900.000000,108000.000000,0.000000,0.000391,0.005490,0.001563,0.000000,0.000000,0.000006,0.000000,0.798960,0.008390
9.390e+04,113900.000000,108000.000000,0.000000,0.000391,0.005492,0.001563,0.000000,0.000000,0.000006,0.000000,0.797830,0.008390
9.420e+04,113900.000000,108000.000000,0.000000,0.000391,0.005494,0.001563,0.000000,0.000000,0.000006,0.000000,0.796690,0.008390
9.450e+04,113900.000000,108000.000000,0.000000,0.000391,0.005496,0.001563,0.000000,0.000000,0.000006,0.000000,0.795550,0.008390
9.480e+04,113900.000000,108000.000000,0.000000,0.000391,0.005498,0.001563,0.000000,0.000000,0.000007,0.000000,0.794410,0.008390
9.510e+04,113900.000000,108000.000000,0.000000,0.000391,0.005500,0.001563,0.000000,0.000000,0.000007,0.000000,0.793270,0.008390
9.540e+04,113900.000000,108000.000000,0.000000,0.000391,0.005502,0.001563,0.000000,0.000000,0.000007,0.000000,0.792140,0.008390
9.570e+04,113900.000000,108000.000000,0.000000,0.000391,0.005504,0.001563,0.000000,0.000000,0.000007,0.000000,0.791020,0.008390
9.600e+04,113900.000000,108000.000000,0.000000,0.000391,0.005506,0.001563,0.000000,0.000000,0.000007,0.000000,0.789900,0.008390
9.630e+04,113900.000000,108000.000000,0.000000,0.000391,0.005508,0.001563,0.000000,0.000000,0.000007,0.000000,0.788790,0.008390
9.660e+04,113900.000000,108000.000000,0.000000,0.000391,0.005510,0.001563,0.000000,0.000000,0.000007,0.000000,0.787690,0.008390
9.690e+04,113900.000000,108000.000000,0.000000,0.000391,0.005512,0.001563,0.000000,0.000000,0.000007,0.000000,0.786590,0.008390
9.720e+04,113900.000000,108000.000000,0.000000,0.000391,0.005513,0.001563,0.000000,0.000000,0.000007,0.000000,0.785480,0.008390
9.750e+04,113900.000000,108000.000000,0.000000,0.000391,0.005515,0.001563,0.000000,0.000000,0.000007,0.000000,0.784370,0.008390
9.780e+04,113900.000000,108000.000000,0.000000,0.000391,0.005517,0.001563,0.000000,0.000000,0.000008,0.000000,0.783270,0.008390
9.810e+04,113900.000000,108000.000000,0.000000,0.000391,0.005519,0.001563,0.000000,0.000000,0.000008,0.000000,0.782150,0.008390
9.840e+04,113900.000000,108000.000000,0.000000,0.000391,0.005520,0.001563,0.000000,0.000000,0.000008,0.000000,0.781040,0.008390
9.870e+04,113900.000000,108000.000000,0.000000,0.000391,0.005522,0.001563,0.000000,0.000000,0.000008,0.000000,0.779920,0.008390
9.900e+04,113900.000000,108000.000000,0.000000,0.000391,0.005524,0.001563,0.000000,0.000000,0.000008,0.000000,0.778810,0.008390
9.930e+04,113900.000000,108000.000000,0.000000,0.000391,0.005525,0.001563,0.000000,0.000000,0.000008,0.000000,0.777680,0.008390
9.960e+04,113900.000000,108000.000000,0.000000,0.000391,0.005527,0.001563,0.000000,0.000000,0.000008,0.000000,0.776560,0.008390
9.990e+04,113900.000000,108000.000000,0.000000,0.000391,0.005528,0.001563,0.000000,0.000000,0.000008,0.000000,0.775440,0.008390
1.002e+05,113900.000000,108000.000000,0.000000,0.000391,0.005530,0.001563,0.000000,0.000000,0.000008,0.000000,0.774320,0.008390
1.005e+05,113900.000000,108000.000000,0.000000,0.000391,0.005532,0.001563,0.000000,0.000000,0.000009,0.000000,0.773210,0.008390
1.008e+05,113900.000000,108000.000000,0.000000,0.000391,0.005533,0.001563,0.000000,0.000000,0.000009,0.000000,0.772090,0.008390
1.011e+05,113900.000000,108000.000000,0.000000,0.000391,0.005535,0.001563,0.000000,0.000000,0.000009,0.000000,0.770970,0.008390
1.014e+05,113900.000000,108000.000000,0.000000,0.000391,0.005536,0.001563,0.000000,0.000000,0.000009,0.000000,0.769860,0.008390
1.017e+05,113900.000000,108000.000000,0.000000,0.000391,0.005538,0.001563,0.000000,0.000000,0.000009,0.000000,0.768750,0.008390
1.020e+05,113900.000000,108000.000000,0.000000,0.000391,0.005539,0.001563,0.000000,0.000000,0.000009,0.000000,0.767650,0.008390
1.023e+05,113900.000000,108000.000000,0.000000,0.000391,0.005541,0.001563,0.000000,0.000000,0.000009,0.000000,0.766550,0.008390
1.026e+05,113900.000000,108000.000000,0.000000,0.000391,0.005542,0.001563,0.000000,0.000000,0.000009,0.000000,0.765450,0.008390
1.029e+05,113900.000000,108000.000000,0.000000,0.000391,0.005543,0.001563,0.000000,0.000000,0.000009,0.000000,0.764360,0.008390
1.032e+05,113900.000000,108000.000000,0.000000,0.000391,0.005545,0.001563,0.000000,0.000000,0.000010,0.000000,0.763280,0.008390
1.035e+05,113900.000000,108000.000000,0.000000,0.000391,0.005546,0.001563,0.000000,0.000000,0.000010,0.000000,0.762200,0.008390
1.038e+05,113900.000000,108000.000000,0.000000,0.000391,0.005548,0.001563,0.000000,0.000000,0.000010,0.000000,0.761130,0.008390
1.041e+05,113900.000000,108000.000000,0.000000,0.000391,0.005549,0.001563,0.000000,0.000000,0.000010,0.000000,0.760070,0.008390
1.044e+05,113900.000000,108000.000000,0.000000,0.000391,0.005550,0.001563,0.000000,0.000000,0.000010,0.000000,0.759020,0.008390
1.047e+05,113900.000000,108000.000000,0.000000,0.000391,0.005552,0.001563,0.000000,0.000000,0.000010,0.000000,0.757980,0.008390
1.050e+05,113900.000000,108000.000000,0.000000,0.000391,0.005553,0.001563,0.000000,0.000000,0.000010,0.000000,0.756940,0.008390
1.053e+05,113900.000000,108000.000000,0.000000,0.000391,0.005554,0.001563,0.000000,0.000000,0.000010,0.000000,0.755910,0.008390
1.056e+05,113900.000000,108000.000000,0.000000,0.000391,0.005555,0.001563,0.000000,0.000000,0.000010,0.000000,0.754900,0.008390
1.059e+05,113900.000000,108000.000000,0.000000,0.000391,0.005557,0.001563,0.000000,0.000000,0.000011,0.000000,0.753890,0.008390
1.062e+05,113900.000000,108000.000000,0.000000,0.000391,0.005558,0.001563,0.000000,0.000000,0.000011,0.000000,0.752890,0.008390
1.065e+05,113900.000000,108000.000000,0.000000,0.000391,0.005559,0.001563,0.000000,0.000000,0.000011,0.000000,0.751900,0.008390
1.068e+05,113900.000000,108000.000000,0.000000,0.000391,0.005560,0.001563,0.000000,0.000000,0.000011,0.000000,0.750930,0.008390
1.071e+05,113900.000000,108000.000000,0.000000,0.000391,0.005561,0.001563,0.000000,0.000000,0.000011,0.000000,0.749960,0.008390
1.074e+05,113900.000000,108000.000000,0.000000,0.000391,0.005563,0.001563,0.000000,0.000000,0.000011,0.000000,0.749020,0.008390
1.077e+05,113900.000000,108000.000000,0.000000,0.000391,0.005564,0.001563,0.000000,0.000000,0.000011,0.000000,0.748080,0.008390
1.080e+05,113900.000000,108000.000000,0.000000,0.000391,0.005565,0.001563,0.000000,0.000000,0.000011,0.000000,0.747170,0.008390
1.083e+05,113900.000000,108000.000000,0.000000,0.000391,0.005566,0.001563,0.000000,0.000000,0.000011,0.000000,0.746270,0.008390
1.086e+05,113900.000000,108000.000000,0.000000,0.000391,0.005567,0.001563,0.000000,0.000000,0.000012,0.000000,0.745370,0.008390
1.089e+05,113900.000000,108000.000000,0.000000,0.000391,0.005568,0.001563,0.000000,0.000000,0.000012,0.000000,0.744490,0.008390
1.092e+05,113900.000000,108000.000000,0.000000,0.000391,0.005569,0.001563,0.000000,0.000000,0.000012,0.000000,0.743630,0.008390
1.095e+05,113900.000000,108000.000000,0.000000,0.000391,0.005570,0.001563,0.000000,0.000000,0.000012,0.000000,0.742780,0.008390
1.098e+05,113900.000000,108000.000000,0.000000,0.000391,0.005571,0.001563,0.000000,0.000000,0.000012,0.000000,0.741940,0.008390
1.101e+05,113900.000000,108000.000000,0.000000,0.000391,0.005572,0.001563,0.000000,0.000000,0.000012,0.000000,0.741110,0.008390
1.104e+05,113900.000000,108000.000000,0.000000,0.000391,0.005573,0.001563,0.000000,0.000000,0.000012,0.000000,0.740290,0.008390
1.107e+05,113900.000000,108000.000000,0.000000,0.000391,0.005574,0.001563,0.000000,0.000000,0.000012,0.000000,0.739490,0.008390
1.110e+05,113900.000000,108000.000000,0.000000,0.000391,0.005575,0.001563,0.000000,0.000000,0.000012,0.000000,0.738700,0.008390
1.113e+05,113900.000000,108000.000000,0.000000,0.000391,0.005576,0.001563,0.000000,0.000000,0.000013,0.000000,0.737930,0.008390
1.116e+05,113900.000000,108000.000000,0.000000,0.000391,0.005577,0.001563,0.000000,0.000000,0.000013,0.000000,0.737170,0.008390
1.119e+05,113900.000000,108000.000000,0.000000,0.000391,0.005578,0.001563,0.000000,0.000000,0.000013,0.000000,0.736430,0.008390
1.122e+05,113900.000000,108000.000000,0.000000,0.000391,0.005579,0.001563,0.000000,0.000000,0.000013,0.000000,0.735700,0.008390
1.125e+05,113900.000000,108000.000000,0.000000,0.000391,0.005579,0.001563,0.000000,0.000000,0.000013,0.000000,0.734980,0.008390
1.128e+05,113900.000000,108000.000000,0.000000,0.000391,0.005580,0.001563,0.000000,0.000000,0.000013,0.000000,0.734280,0.008390
1.131e+05,113900.000000,108000.000000,0.000000,0.000391,0.005581,0.001563,0.000000,0.000000,0.000013,0.000000,0.733600,0.008390
1.134e+05,113900.000000,108000.000000,0.000000,0.000391,0.005581,0.001563,0.000000,0.000000,0.000013,0.000000,0.732930,0.008390
1.137e+05,113900.000000,108000.000000,0.000000,0.000391,0.005582,0.001563,0.000000,0.000000,0.000013,0.000000,0.732270,0.008390
1.140e+05,113900.000000,108000.000000,0.000000,0.000391,0.005583,0.001563,0.000000,0.000000,0.000014,0.000000,0.731630,0.008390
1.143e+05,113900.000000,108000.000000,0.000000,0.000391,0.005583,0.001563,0.000000,0.000000,0.000014,0.000000,0.731010,0.008390
1.146e+05,113900.000000,108000.000000,0.000000,0.000391,0.005584,0.001563,0.000000,0.000000,0.000014,0.000000,0.730400,0.008390
1.149e+05,113900.000000,108000.000000,0.000000,0.000391,0.005584,0.001563,0.000000,0.000000,0.000014,0.000000,0.729810,0.008390
1.152e+05,113900.000000,108000.000000,0.000000,0.000391,0.005585,0.001563,0.000000,0.000000,0.000014,0.000000,0.729240,0.008390
1.155e+05,113900.000000,108000.000000,0.000000,0.000391,0.005585,0.001563,0.000000,0.000000,0.000014,0.000000,0.728690,0.008390
1.158e+05,113900.000000,108000.000000,0.000000,0.000391,0.005586,0.001563,0.000000,0.000000,0.000014,0.000000,0.728150,0.008390
1.161e+05,113900.000000,108000.000000,0.000000,0.000391,0.005586,0.001563,0.000000,0.000000,0.000014,0.000000,0.727640,0.008390
1.164e+05,113900.000000,108000.000000,0.000000,0.000391,0.005587,0.001563,0.000000,0.000000,0.000014,0.000000,0.727150,0.008390
1.167e+05,113900.000000,108000.000000,0.000000,0.000391,0.005588,0.001563,0.000000,0.000000,0.000015,0.000000,0.726670,0.008390
1.170e+05,113900.000000,108000.000000,0.000000,0.000391,0.005588,0.001563,0.000000,0.000000,0.000015,0.000000,0.726220,0.008390
1.173e+05,113900.000000,108000.000000,0.000000,0.000391,0.005589,0.001563,0.000000,0.000000,0.000015,0.000000,0.725790,0.008390
1.176e+05,113900.000000,108000.000000,0.000000,0.000391,0.005590,0.001563,0.000000,0.000000,0.000015,0.000000,0.725390,0.008390
1.179e+05,113900.000000,108000.000000,0.000000,0.000391,0.005591,0.001563,0.000000,0.000000,0.000015,0.000000,0.725000,0.008390
1.182e+05,113900.000000,108000.000000,0.000000,0.000391,0.005592,0.001563,0.000000,0.000000,0.000015,0.000000,0.724640,0.008390
1.185e+05,113900.000000,108000.000000,0.000000,0.000391,0.005593,0.001563,0.000000,0.000000,0.000015,0.000000,0.724290,0.008390
1.188e+05,113900.000000,108000.000000,0.000000,0.000391,0.005594,0.001563,0.000000,0.000000,0.000015,0.000000,0.723970,0.008390
1.191e+05,113900.000000,108000.000000,0.000000,0.000391,0.005595,0.001563,0.000000,0.000000,0.000016,0.000000,0.723660,0.008390
1.194e+05,113900.000000,108000.000000,0.000000,0.000391,0.005596,0.001563,0.000000,0.000000,0.000016,0.000000,0.723370,0.008390
